ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CLL
13.072,-12.13,11.347,15.802,-14.101,12.127,0.001
-14.726,8.37,-12.996,19.792,19.435,-15.437,0.0029
-14.17,8.37,-12.996,19.792,19.435,-15.437,0.0032
-11.174,8.37,-12.996,19.792,19.435,-15.437,-0.0022
-4.918,8.37,-12.996,19.792,19.435,-15.437,-0.0061
-2.264,8.37,-12.996,19.792,19.435,-15.437,-0.0055
-2.22,8.37,-12.996,19.792,19.435,-15.437,-0.0055
0.517,8.37,-12.996,19.792,19.435,-15.437,-0.0057
4.522,8.37,-12.996,19.792,19.435,-15.437,-0.0054
5.359,8.37,-12.996,19.792,19.435,-15.437,-0.0046
7.426,8.37,-12.996,19.792,19.435,-15.437,-0.0018
9.462,8.37,-12.996,19.792,19.435,-15.437,0.0009
11.432,8.37,-12.996,19.792,19.435,-15.437,0.0035
11.978,8.37,-12.996,19.792,19.435,-15.437,0.0039
12.096,8.37,-12.996,19.792,19.435,-15.437,0.0039
-11.855,6.64,0.826,-19.082,2.839,-4.227,-0.0022
-11.245,6.64,0.826,-19.082,2.839,-4.227,-0.0019
-10.199,6.64,0.826,-19.082,2.839,-4.227,-0.0012
-9.343,6.64,0.826,-19.082,2.839,-4.227,-0.0005
-9.034,6.64,0.826,-19.082,2.839,-4.227,-0.0002
-4.933,6.64,0.826,-19.082,2.839,-4.227,0.0039
-4.559,6.64,0.826,-19.082,2.839,-4.227,0.0039
-2.637,6.64,0.826,-19.082,2.839,-4.227,0.0043
-0.333,6.64,0.826,-19.082,2.839,-4.227,0.0047
2.698,6.64,0.826,-19.082,2.839,-4.227,0.0042
7.978,6.64,0.826,-19.082,2.839,-4.227,0.002
9.31,6.64,0.826,-19.082,2.839,-4.227,0.0005
12.211,6.64,0.826,-19.082,2.839,-4.227,-0.0007
12.54,6.64,0.826,-19.082,2.839,-4.227,-0.0009
-14.456,-8.26,14.237,-19.006,-17.726,7.581,-0.0013
-12.17,-8.26,14.237,-19.006,-17.726,7.581,-0.003
-11.567,-8.26,14.237,-19.006,-17.726,7.581,-0.0027
-9.387,-8.26,14.237,-19.006,-17.726,7.581,-0.0001
-7.948,-8.26,14.237,-19.006,-17.726,7.581,0.0015
-3.904,-8.26,14.237,-19.006,-17.726,7.581,0.003
-0.89,-8.26,14.237,-19.006,-17.726,7.581,0.0041
1.021,-8.26,14.237,-19.006,-17.726,7.581,0.0036
1.317,-8.26,14.237,-19.006,-17.726,7.581,0.0035
6.014,-8.26,14.237,-19.006,-17.726,7.581,0.0
6.151,-8.26,14.237,-19.006,-17.726,7.581,-0.0001
7.058,-8.26,14.237,-19.006,-17.726,7.581,-0.0006
7.235,-8.26,14.237,-19.006,-17.726,7.581,-0.0008
10.279,-8.26,14.237,-19.006,-17.726,7.581,-0.0034
-12.942,11.45,-4.195,-3.264,0.745,-19.01,-0.0051
-11.773,11.45,-4.195,-3.264,0.745,-19.01,-0.0053
-7.48,11.45,-4.195,-3.264,0.745,-19.01,-0.0103
-5.858,11.45,-4.195,-3.264,0.745,-19.01,-0.0076
-0.497,11.45,-4.195,-3.264,0.745,-19.01,-0.0013
3.024,11.45,-4.195,-3.264,0.745,-19.01,-0.003
3.257,11.45,-4.195,-3.264,0.745,-19.01,-0.0033
6.824,11.45,-4.195,-3.264,0.745,-19.01,-0.007
6.911,11.45,-4.195,-3.264,0.745,-19.01,-0.0071
6.972,11.45,-4.195,-3.264,0.745,-19.01,-0.0072
8.528,11.45,-4.195,-3.264,0.745,-19.01,-0.0095
10.071,11.45,-4.195,-3.264,0.745,-19.01,-0.0082
10.896,11.45,-4.195,-3.264,0.745,-19.01,-0.0065
11.818,11.45,-4.195,-3.264,0.745,-19.01,-0.005
-14.267,-11.13,-13.168,-16.532,11.671,0.206,0.0039
-13.879,-11.13,-13.168,-16.532,11.671,0.206,0.0038
-12.419,-11.13,-13.168,-16.532,11.671,0.206,0.0037
-10.415,-11.13,-13.168,-16.532,11.671,0.206,0.0039
-8.536,-11.13,-13.168,-16.532,11.671,0.206,0.0035
-3.541,-11.13,-13.168,-16.532,11.671,0.206,-0.0075
-1.473,-11.13,-13.168,-16.532,11.671,0.206,-0.0094
-1.301,-11.13,-13.168,-16.532,11.671,0.206,-0.0094
3.365,-11.13,-13.168,-16.532,11.671,0.206,-0.0068
5.964,-11.13,-13.168,-16.532,11.671,0.206,-0.0031
6.243,-11.13,-13.168,-16.532,11.671,0.206,-0.0026
11.719,-11.13,-13.168,-16.532,11.671,0.206,0.0016
11.758,-11.13,-13.168,-16.532,11.671,0.206,0.0016
13.765,-11.13,-13.168,-16.532,11.671,0.206,0.0001
-14.994,1.05,-3.508,7.015,5.92,2.724,0.0009
-13.758,1.05,-3.508,7.015,5.92,2.724,0.0
-11.252,1.05,-3.508,7.015,5.92,2.724,-0.0016
-7.216,1.05,-3.508,7.015,5.92,2.724,-0.0026
-6.462,1.05,-3.508,7.015,5.92,2.724,-0.0029
-5.28,1.05,-3.508,7.015,5.92,2.724,-0.0034
-4.88,1.05,-3.508,7.015,5.92,2.724,-0.0035
0.058,1.05,-3.508,7.015,5.92,2.724,-0.004
1.094,1.05,-3.508,7.015,5.92,2.724,-0.0044
3.656,1.05,-3.508,7.015,5.92,2.724,-0.0049
6.932,1.05,-3.508,7.015,5.92,2.724,-0.0031
7.815,1.05,-3.508,7.015,5.92,2.724,-0.0027
8.124,1.05,-3.508,7.015,5.92,2.724,-0.0026
8.317,1.05,-3.508,7.015,5.92,2.724,-0.0025
-11.009,-8.23,12.541,7.384,8.988,14.415,0.0114
-5.842,-8.23,12.541,7.384,8.988,14.415,0.0029
-2.857,-8.23,12.541,7.384,8.988,14.415,-0.0065
0.018,-8.23,12.541,7.384,8.988,14.415,-0.0117
0.293,-8.23,12.541,7.384,8.988,14.415,-0.0117
1.544,-8.23,12.541,7.384,8.988,14.415,-0.0111
2.003,-8.23,12.541,7.384,8.988,14.415,-0.0105
2.716,-8.23,12.541,7.384,8.988,14.415,-0.0092
3.475,-8.23,12.541,7.384,8.988,14.415,-0.0075
4.855,-8.23,12.541,7.384,8.988,14.415,-0.0037
6.264,-8.23,12.541,7.384,8.988,14.415,0.0004
6.909,-8.23,12.541,7.384,8.988,14.415,0.0022
9.007,-8.23,12.541,7.384,8.988,14.415,0.0088
9.809,-8.23,12.541,7.384,8.988,14.415,0.0124
-13.592,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0012
-13.072,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0008
-12.123,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0003
-4.678,-0.61,-13.668,-0.32,-5.7,-6.849,0.0009
-3.839,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0001
-3.57,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0006
-3.395,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0009
-3.312,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0011
-2.989,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0015
-1.341,-0.61,-13.668,-0.32,-5.7,-6.849,0.0028
0.289,-0.61,-13.668,-0.32,-5.7,-6.849,0.0051
2.932,-0.61,-13.668,-0.32,-5.7,-6.849,0.0004
3.099,-0.61,-13.668,-0.32,-5.7,-6.849,0.0001
10.41,-0.61,-13.668,-0.32,-5.7,-6.849,0.0012
-10.472,-14.68,-1.77,-19.988,-8.921,15.345,-0.0016
-8.607,-14.68,-1.77,-19.988,-8.921,15.345,-0.0016
-5.464,-14.68,-1.77,-19.988,-8.921,15.345,-0.0008
-4.872,-14.68,-1.77,-19.988,-8.921,15.345,-0.0006
-0.476,-14.68,-1.77,-19.988,-8.921,15.345,0.0026
0.723,-14.68,-1.77,-19.988,-8.921,15.345,0.0031
0.745,-14.68,-1.77,-19.988,-8.921,15.345,0.0031
1.732,-14.68,-1.77,-19.988,-8.921,15.345,0.0036
3.048,-14.68,-1.77,-19.988,-8.921,15.345,0.0043
6.123,-14.68,-1.77,-19.988,-8.921,15.345,0.0018
7.409,-14.68,-1.77,-19.988,-8.921,15.345,0.0037
8.952,-14.68,-1.77,-19.988,-8.921,15.345,0.0081
11.067,-14.68,-1.77,-19.988,-8.921,15.345,0.0038
11.657,-14.68,-1.77,-19.988,-8.921,15.345,0.0032
-14.602,-13.25,-1.204,-0.307,0.154,-10.419,0.0021
-12.109,-13.25,-1.204,-0.307,0.154,-10.419,0.0015
-11.745,-13.25,-1.204,-0.307,0.154,-10.419,0.0015
-9.802,-13.25,-1.204,-0.307,0.154,-10.419,0.002
-4.314,-13.25,-1.204,-0.307,0.154,-10.419,0.0032
-3.593,-13.25,-1.204,-0.307,0.154,-10.419,0.0025
-2.475,-13.25,-1.204,-0.307,0.154,-10.419,0.002
-1.319,-13.25,-1.204,-0.307,0.154,-10.419,0.0015
1.085,-13.25,-1.204,-0.307,0.154,-10.419,0.0012
3.403,-13.25,-1.204,-0.307,0.154,-10.419,0.0028
5.605,-13.25,-1.204,-0.307,0.154,-10.419,0.0044
9.779,-13.25,-1.204,-0.307,0.154,-10.419,0.0049
9.933,-13.25,-1.204,-0.307,0.154,-10.419,0.0048
10.736,-13.25,-1.204,-0.307,0.154,-10.419,0.0042
-13.373,-8.36,-19.922,1.309,-9.454,-4.245,-0.0003
-13.032,-8.36,-19.922,1.309,-9.454,-4.245,-0.0005
-6.553,-8.36,-19.922,1.309,-9.454,-4.245,-0.0056
-5.704,-8.36,-19.922,1.309,-9.454,-4.245,-0.0059
-5.128,-8.36,-19.922,1.309,-9.454,-4.245,-0.006
-1.216,-8.36,-19.922,1.309,-9.454,-4.245,-0.0062
1.582,-8.36,-19.922,1.309,-9.454,-4.245,-0.006
2.123,-8.36,-19.922,1.309,-9.454,-4.245,-0.0059
2.19,-8.36,-19.922,1.309,-9.454,-4.245,-0.0059
4.768,-8.36,-19.922,1.309,-9.454,-4.245,-0.0063
5.51,-8.36,-19.922,1.309,-9.454,-4.245,-0.0064
8.886,-8.36,-19.922,1.309,-9.454,-4.245,-0.0032
11.082,-8.36,-19.922,1.309,-9.454,-4.245,-0.0022
11.29,-8.36,-19.922,1.309,-9.454,-4.245,-0.0021
-14.753,12.71,-4.153,-14.97,-16.864,0.23,-0.0056
-14.453,12.71,-4.153,-14.97,-16.864,0.23,-0.0055
-13.846,12.71,-4.153,-14.97,-16.864,0.23,-0.0054
-13.29,12.71,-4.153,-14.97,-16.864,0.23,-0.0053
-9.713,12.71,-4.153,-14.97,-16.864,0.23,-0.006
-8.1,12.71,-4.153,-14.97,-16.864,0.23,-0.007
-4.753,12.71,-4.153,-14.97,-16.864,0.23,-0.0108
-4.398,12.71,-4.153,-14.97,-16.864,0.23,-0.0114
2.808,12.71,-4.153,-14.97,-16.864,0.23,-0.0152
3.11,12.71,-4.153,-14.97,-16.864,0.23,-0.0153
3.128,12.71,-4.153,-14.97,-16.864,0.23,-0.0153
6.059,12.71,-4.153,-14.97,-16.864,0.23,-0.0133
10.556,12.71,-4.153,-14.97,-16.864,0.23,-0.0074
11.073,12.71,-4.153,-14.97,-16.864,0.23,-0.0069
-14.965,12.56,6.488,-3.849,-19.262,-5.265,-0.0057
-9.556,12.56,6.488,-3.849,-19.262,-5.265,-0.0063
-7.56,12.56,6.488,-3.849,-19.262,-5.265,-0.0081
-6.088,12.56,6.488,-3.849,-19.262,-5.265,-0.0099
-2.505,12.56,6.488,-3.849,-19.262,-5.265,-0.0084
0.972,12.56,6.488,-3.849,-19.262,-5.265,-0.007
1.112,12.56,6.488,-3.849,-19.262,-5.265,-0.0071
2.678,12.56,6.488,-3.849,-19.262,-5.265,-0.0085
3.504,12.56,6.488,-3.849,-19.262,-5.265,-0.0097
5.719,12.56,6.488,-3.849,-19.262,-5.265,-0.0114
6.223,12.56,6.488,-3.849,-19.262,-5.265,-0.0116
6.683,12.56,6.488,-3.849,-19.262,-5.265,-0.0115
9.516,12.56,6.488,-3.849,-19.262,-5.265,-0.0085
9.904,12.56,6.488,-3.849,-19.262,-5.265,-0.008
-12.789,13.3,10.541,-18.151,-13.949,9.54,-0.0035
-11.809,13.3,10.541,-18.151,-13.949,9.54,-0.0034
-8.134,13.3,10.541,-18.151,-13.949,9.54,-0.0042
-7.963,13.3,10.541,-18.151,-13.949,9.54,-0.0043
-5.295,13.3,10.541,-18.151,-13.949,9.54,-0.0061
-2.001,13.3,10.541,-18.151,-13.949,9.54,-0.0093
-1.244,13.3,10.541,-18.151,-13.949,9.54,-0.0098
-0.449,13.3,10.541,-18.151,-13.949,9.54,-0.0102
1.59,13.3,10.541,-18.151,-13.949,9.54,-0.0108
1.706,13.3,10.541,-18.151,-13.949,9.54,-0.0108
3.106,13.3,10.541,-18.151,-13.949,9.54,-0.0113
8.464,13.3,10.541,-18.151,-13.949,9.54,-0.0076
11.428,13.3,10.541,-18.151,-13.949,9.54,-0.0049
13.299,13.3,10.541,-18.151,-13.949,9.54,-0.0034
-13.318,-8.96,9.896,-14.964,0.253,-11.287,0.0035
-10.996,-8.96,9.896,-14.964,0.253,-11.287,0.0034
-8.535,-8.96,9.896,-14.964,0.253,-11.287,-0.0027
-5.394,-8.96,9.896,-14.964,0.253,-11.287,-0.0114
-4.042,-8.96,9.896,-14.964,0.253,-11.287,-0.0141
-1.114,-8.96,9.896,-14.964,0.253,-11.287,-0.0148
-0.063,-8.96,9.896,-14.964,0.253,-11.287,-0.0145
1.196,-8.96,9.896,-14.964,0.253,-11.287,-0.0142
5.038,-8.96,9.896,-14.964,0.253,-11.287,-0.0129
6.485,-8.96,9.896,-14.964,0.253,-11.287,-0.0105
8.162,-8.96,9.896,-14.964,0.253,-11.287,-0.0065
10.484,-8.96,9.896,-14.964,0.253,-11.287,-0.0011
12.153,-8.96,9.896,-14.964,0.253,-11.287,0.0014
12.688,-8.96,9.896,-14.964,0.253,-11.287,0.0013
-10.554,11.5,13.412,2.594,0.731,8.479,-0.0019
-3.246,11.5,13.412,2.594,0.731,8.479,0.0058
1.003,11.5,13.412,2.594,0.731,8.479,0.0066
2.617,11.5,13.412,2.594,0.731,8.479,0.0055
4.39,11.5,13.412,2.594,0.731,8.479,0.004
4.59,11.5,13.412,2.594,0.731,8.479,0.0038
5.185,11.5,13.412,2.594,0.731,8.479,0.0031
5.262,11.5,13.412,2.594,0.731,8.479,0.0031
5.57,11.5,13.412,2.594,0.731,8.479,0.0027
7.711,11.5,13.412,2.594,0.731,8.479,0.0003
7.801,11.5,13.412,2.594,0.731,8.479,0.0002
8.214,11.5,13.412,2.594,0.731,8.479,-0.0003
10.523,11.5,13.412,2.594,0.731,8.479,-0.0023
11.893,11.5,13.412,2.594,0.731,8.479,-0.0018
-13.985,1.28,-0.381,-5.508,-16.949,-1.304,-0.0073
-11.839,1.28,-0.381,-5.508,-16.949,-1.304,-0.0038
-11.343,1.28,-0.381,-5.508,-16.949,-1.304,-0.0017
-6.609,1.28,-0.381,-5.508,-16.949,-1.304,0.0133
-6.226,1.28,-0.381,-5.508,-16.949,-1.304,0.0126
-3.932,1.28,-0.381,-5.508,-16.949,-1.304,0.014
-3.442,1.28,-0.381,-5.508,-16.949,-1.304,0.0125
-3.376,1.28,-0.381,-5.508,-16.949,-1.304,0.0124
6.421,1.28,-0.381,-5.508,-16.949,-1.304,0.012
7.731,1.28,-0.381,-5.508,-16.949,-1.304,0.0117
8.591,1.28,-0.381,-5.508,-16.949,-1.304,0.0103
9.442,1.28,-0.381,-5.508,-16.949,-1.304,0.0076
10.952,1.28,-0.381,-5.508,-16.949,-1.304,0.0026
11.843,1.28,-0.381,-5.508,-16.949,-1.304,-0.0002
-7.07,6.72,-7.342,4.907,10.227,-9.02,-0.0017
-4.962,6.72,-7.342,4.907,10.227,-9.02,-0.0007
-2.285,6.72,-7.342,4.907,10.227,-9.02,0.0
-1.93,6.72,-7.342,4.907,10.227,-9.02,0.0
-0.844,6.72,-7.342,4.907,10.227,-9.02,0.0
-0.076,6.72,-7.342,4.907,10.227,-9.02,0.0
1.421,6.72,-7.342,4.907,10.227,-9.02,-0.0001
4.32,6.72,-7.342,4.907,10.227,-9.02,-0.0004
5.27,6.72,-7.342,4.907,10.227,-9.02,-0.0005
5.719,6.72,-7.342,4.907,10.227,-9.02,-0.0006
7.662,6.72,-7.342,4.907,10.227,-9.02,-0.0007
9.414,6.72,-7.342,4.907,10.227,-9.02,-0.0003
10.878,6.72,-7.342,4.907,10.227,-9.02,0.0007
13.496,6.72,-7.342,4.907,10.227,-9.02,0.0023
-13.936,12.42,16.721,11.682,6.939,-18.368,-0.0018
-7.583,12.42,16.721,11.682,6.939,-18.368,-0.0029
-2.684,12.42,16.721,11.682,6.939,-18.368,0.0014
-2.367,12.42,16.721,11.682,6.939,-18.368,0.0014
0.023,12.42,16.721,11.682,6.939,-18.368,0.002
2.13,12.42,16.721,11.682,6.939,-18.368,0.002
5.43,12.42,16.721,11.682,6.939,-18.368,0.0014
6.834,12.42,16.721,11.682,6.939,-18.368,0.0014
6.846,12.42,16.721,11.682,6.939,-18.368,0.0014
7.007,12.42,16.721,11.682,6.939,-18.368,0.0015
9.049,12.42,16.721,11.682,6.939,-18.368,0.006
9.566,12.42,16.721,11.682,6.939,-18.368,0.0097
9.909,12.42,16.721,11.682,6.939,-18.368,0.005
11.591,12.42,16.721,11.682,6.939,-18.368,-0.0017
-14.285,-13.81,-18.345,13.866,9.681,-4.889,0.0041
-13.827,-13.81,-18.345,13.866,9.681,-4.889,0.0039
-11.588,-13.81,-18.345,13.866,9.681,-4.889,0.0037
-11.401,-13.81,-18.345,13.866,9.681,-4.889,0.0038
-1.17,-13.81,-18.345,13.866,9.681,-4.889,0.0105
-1.166,-13.81,-18.345,13.866,9.681,-4.889,0.0105
-0.123,-13.81,-18.345,13.866,9.681,-4.889,0.0105
0.821,-13.81,-18.345,13.866,9.681,-4.889,0.0105
0.902,-13.81,-18.345,13.866,9.681,-4.889,0.0105
1.71,-13.81,-18.345,13.866,9.681,-4.889,0.0107
2.267,-13.81,-18.345,13.866,9.681,-4.889,0.0109
2.334,-13.81,-18.345,13.866,9.681,-4.889,0.0109
4.459,-13.81,-18.345,13.866,9.681,-4.889,0.0114
6.861,-13.81,-18.345,13.866,9.681,-4.889,0.0101
-14.221,-14.42,-18.277,17.088,-19.05,-0.193,-0.0005
-12.692,-14.42,-18.277,17.088,-19.05,-0.193,-0.0011
-8.112,-14.42,-18.277,17.088,-19.05,-0.193,-0.0019
-5.697,-14.42,-18.277,17.088,-19.05,-0.193,-0.0021
-5.254,-14.42,-18.277,17.088,-19.05,-0.193,-0.0021
-2.912,-14.42,-18.277,17.088,-19.05,-0.193,-0.0014
1.499,-14.42,-18.277,17.088,-19.05,-0.193,0.0009
5.276,-14.42,-18.277,17.088,-19.05,-0.193,0.0021
6.198,-14.42,-18.277,17.088,-19.05,-0.193,0.002
6.312,-14.42,-18.277,17.088,-19.05,-0.193,0.002
7.375,-14.42,-18.277,17.088,-19.05,-0.193,0.0018
9.979,-14.42,-18.277,17.088,-19.05,-0.193,0.0009
11.163,-14.42,-18.277,17.088,-19.05,-0.193,0.0004
12.967,-14.42,-18.277,17.088,-19.05,-0.193,-0.0004
-13.512,-12.3,15.814,-4.315,4.223,-19.302,0.0028
-12.634,-12.3,15.814,-4.315,4.223,-19.302,0.0028
-11.4,-12.3,15.814,-4.315,4.223,-19.302,0.003
-2.998,-12.3,15.814,-4.315,4.223,-19.302,-0.0015
-2.965,-12.3,15.814,-4.315,4.223,-19.302,-0.0015
-2.838,-12.3,15.814,-4.315,4.223,-19.302,-0.0016
3.88,-12.3,15.814,-4.315,4.223,-19.302,0.002
4.313,-12.3,15.814,-4.315,4.223,-19.302,0.0026
4.366,-12.3,15.814,-4.315,4.223,-19.302,0.0027
10.478,-12.3,15.814,-4.315,4.223,-19.302,0.0055
10.77,-12.3,15.814,-4.315,4.223,-19.302,0.0051
12.054,-12.3,15.814,-4.315,4.223,-19.302,0.0039
12.126,-12.3,15.814,-4.315,4.223,-19.302,0.0038
13.184,-12.3,15.814,-4.315,4.223,-19.302,0.0028
-11.766,-7.88,1.195,-6.7,-3.416,9.103,0.0018
-11.186,-7.88,1.195,-6.7,-3.416,9.103,0.0014
-10.103,-7.88,1.195,-6.7,-3.416,9.103,0.0005
-8.118,-7.88,1.195,-6.7,-3.416,9.103,-0.0021
-7.66,-7.88,1.195,-6.7,-3.416,9.103,-0.0028
-7.602,-7.88,1.195,-6.7,-3.416,9.103,-0.0029
-7.208,-7.88,1.195,-6.7,-3.416,9.103,-0.0036
-5.327,-7.88,1.195,-6.7,-3.416,9.103,-0.0071
-3.158,-7.88,1.195,-6.7,-3.416,9.103,-0.0085
1.566,-7.88,1.195,-6.7,-3.416,9.103,-0.0073
2.34,-7.88,1.195,-6.7,-3.416,9.103,-0.0072
4.773,-7.88,1.195,-6.7,-3.416,9.103,-0.0077
5.081,-7.88,1.195,-6.7,-3.416,9.103,-0.0078
6.542,-7.88,1.195,-6.7,-3.416,9.103,-0.0075
-11.967,1.03,1.818,-6.028,13.546,15.341,0.0
-7.863,1.03,1.818,-6.028,13.546,15.341,-0.0102
-6.651,1.03,1.818,-6.028,13.546,15.341,-0.0085
-4.327,1.03,1.818,-6.028,13.546,15.341,-0.0086
-4.027,1.03,1.818,-6.028,13.546,15.341,-0.0086
-3.755,1.03,1.818,-6.028,13.546,15.341,-0.0082
-3.349,1.03,1.818,-6.028,13.546,15.341,-0.0078
-0.697,1.03,1.818,-6.028,13.546,15.341,-0.009
0.009,1.03,1.818,-6.028,13.546,15.341,-0.0088
0.92,1.03,1.818,-6.028,13.546,15.341,-0.0078
3.937,1.03,1.818,-6.028,13.546,15.341,-0.009
9.951,1.03,1.818,-6.028,13.546,15.341,-0.003
10.919,1.03,1.818,-6.028,13.546,15.341,-0.0009
11.456,1.03,1.818,-6.028,13.546,15.341,0.0002
-14.298,-12.97,-0.352,6.238,17.83,-11.621,0.0042
-13.508,-12.97,-0.352,6.238,17.83,-11.621,0.004
-9.859,-12.97,-0.352,6.238,17.83,-11.621,0.0048
-8.135,-12.97,-0.352,6.238,17.83,-11.621,0.006
-6.792,-12.97,-0.352,6.238,17.83,-11.621,0.0068
-4.562,-12.97,-0.352,6.238,17.83,-11.621,0.0055
3.175,-12.97,-0.352,6.238,17.83,-11.621,0.0039
3.42,-12.97,-0.352,6.238,17.83,-11.621,0.0043
5.383,-12.97,-0.352,6.238,17.83,-11.621,0.0064
9.306,-12.97,-0.352,6.238,17.83,-11.621,0.0075
11.446,-12.97,-0.352,6.238,17.83,-11.621,0.0055
11.609,-12.97,-0.352,6.238,17.83,-11.621,0.0054
12.575,-12.97,-0.352,6.238,17.83,-11.621,0.0045
12.998,-12.97,-0.352,6.238,17.83,-11.621,0.0042
-14.883,-1.36,10.599,-1.904,19.84,-9.062,0.0063
-10.911,-1.36,10.599,-1.904,19.84,-9.062,-0.0022
-8.993,-1.36,10.599,-1.904,19.84,-9.062,-0.0115
-2.132,-1.36,10.599,-1.904,19.84,-9.062,-0.007
-1.992,-1.36,10.599,-1.904,19.84,-9.062,-0.0071
1.755,-1.36,10.599,-1.904,19.84,-9.062,-0.0061
7.559,-1.36,10.599,-1.904,19.84,-9.062,-0.0114
7.703,-1.36,10.599,-1.904,19.84,-9.062,-0.0114
9.344,-1.36,10.599,-1.904,19.84,-9.062,-0.009
10.195,-1.36,10.599,-1.904,19.84,-9.062,-0.006
11.632,-1.36,10.599,-1.904,19.84,-9.062,-0.0008
12.692,-1.36,10.599,-1.904,19.84,-9.062,0.0037
13.254,-1.36,10.599,-1.904,19.84,-9.062,0.0061
13.618,-1.36,10.599,-1.904,19.84,-9.062,0.0068
-14.699,-3.39,4.109,5.968,19.66,-15.226,0.0088
-12.573,-3.39,4.109,5.968,19.66,-15.226,0.0063
-11.694,-3.39,4.109,5.968,19.66,-15.226,0.0018
-11.009,-3.39,4.109,5.968,19.66,-15.226,-0.0014
-9.901,-3.39,4.109,5.968,19.66,-15.226,-0.007
-4.406,-3.39,4.109,5.968,19.66,-15.226,-0.0179
-1.114,-3.39,4.109,5.968,19.66,-15.226,-0.0118
1.941,-3.39,4.109,5.968,19.66,-15.226,-0.0115
3.032,-3.39,4.109,5.968,19.66,-15.226,-0.0126
4.408,-3.39,4.109,5.968,19.66,-15.226,-0.0179
6.56,-3.39,4.109,5.968,19.66,-15.226,-0.0138
6.694,-3.39,4.109,5.968,19.66,-15.226,-0.0137
6.914,-3.39,4.109,5.968,19.66,-15.226,-0.0137
7.842,-3.39,4.109,5.968,19.66,-15.226,-0.0132
-14.359,4.13,-3.305,-17.641,18.893,-4.578,0.0024
-13.195,4.13,-3.305,-17.641,18.893,-4.578,0.0038
-12.289,4.13,-3.305,-17.641,18.893,-4.578,0.0006
-10.956,4.13,-3.305,-17.641,18.893,-4.578,-0.0038
-4.952,4.13,-3.305,-17.641,18.893,-4.578,-0.0114
-0.801,4.13,-3.305,-17.641,18.893,-4.578,-0.0072
-0.588,4.13,-3.305,-17.641,18.893,-4.578,-0.0071
0.701,4.13,-3.305,-17.641,18.893,-4.578,-0.0072
1.982,4.13,-3.305,-17.641,18.893,-4.578,-0.0084
4.503,4.13,-3.305,-17.641,18.893,-4.578,-0.0094
9.193,4.13,-3.305,-17.641,18.893,-4.578,-0.007
9.967,4.13,-3.305,-17.641,18.893,-4.578,-0.0046
11.284,4.13,-3.305,-17.641,18.893,-4.578,-0.001
12.416,4.13,-3.305,-17.641,18.893,-4.578,0.0016
-14.274,4.12,4.432,11.067,15.475,7.179,0.0013
-11.857,4.12,4.432,11.067,15.475,7.179,0.0015
-10.183,4.12,4.432,11.067,15.475,7.179,-0.0003
-9.615,4.12,4.432,11.067,15.475,7.179,-0.0009
-6.998,4.12,4.432,11.067,15.475,7.179,-0.0065
-4.236,4.12,4.432,11.067,15.475,7.179,-0.0044
-2.655,4.12,4.432,11.067,15.475,7.179,-0.0048
-0.94,4.12,4.432,11.067,15.475,7.179,-0.0053
0.776,4.12,4.432,11.067,15.475,7.179,-0.0054
2.104,4.12,4.432,11.067,15.475,7.179,-0.0054
5.156,4.12,4.432,11.067,15.475,7.179,-0.0046
8.893,4.12,4.432,11.067,15.475,7.179,-0.0014
12.933,4.12,4.432,11.067,15.475,7.179,0.0048
13.344,4.12,4.432,11.067,15.475,7.179,0.0054
-14.948,-5.47,-13.94,12.044,15.783,6.762,0.0079
-13.66,-5.47,-13.94,12.044,15.783,6.762,0.0098
-13.381,-5.47,-13.94,12.044,15.783,6.762,0.0104
-13.062,-5.47,-13.94,12.044,15.783,6.762,0.0113
-8.769,-5.47,-13.94,12.044,15.783,6.762,-0.0021
-7.694,-5.47,-13.94,12.044,15.783,6.762,-0.0081
-4.621,-5.47,-13.94,12.044,15.783,6.762,-0.0185
1.923,-5.47,-13.94,12.044,15.783,6.762,-0.0199
2.819,-5.47,-13.94,12.044,15.783,6.762,-0.0191
4.107,-5.47,-13.94,12.044,15.783,6.762,-0.0181
4.719,-5.47,-13.94,12.044,15.783,6.762,-0.0177
9.004,-5.47,-13.94,12.044,15.783,6.762,-0.0067
9.024,-5.47,-13.94,12.044,15.783,6.762,-0.0067
10.358,-5.47,-13.94,12.044,15.783,6.762,-0.002
-14.839,-11.0,-10.664,-13.606,14.859,19.798,0.0056
-10.969,-11.0,-10.664,-13.606,14.859,19.798,0.0055
-5.268,-11.0,-10.664,-13.606,14.859,19.798,0.005
-4.93,-11.0,-10.664,-13.606,14.859,19.798,0.0045
-2.203,-11.0,-10.664,-13.606,14.859,19.798,0.001
-0.529,-11.0,-10.664,-13.606,14.859,19.798,0.0002
-0.249,-11.0,-10.664,-13.606,14.859,19.798,0.0001
4.311,-11.0,-10.664,-13.606,14.859,19.798,0.0044
