ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CLL
-4.511,-11.56,-16.426,9.283,-5.905,-0.42,-0.0011
0.22,-11.56,-16.426,9.283,-5.905,-0.42,-0.0033
2.426,-11.56,-16.426,9.283,-5.905,-0.42,-0.0025
3.621,-11.56,-16.426,9.283,-5.905,-0.42,-0.0015
5.857,-11.56,-16.426,9.283,-5.905,-0.42,0.0
9.026,-11.56,-16.426,9.283,-5.905,-0.42,0.0021
9.594,-11.56,-16.426,9.283,-5.905,-0.42,0.0025
10.071,-11.56,-16.426,9.283,-5.905,-0.42,0.0027
-14.197,4.04,14.975,19.105,14.43,3.445,0.001
-11.614,4.04,14.975,19.105,14.43,3.445,0.0014
-11.512,4.04,14.975,19.105,14.43,3.445,0.0014
-11.056,4.04,14.975,19.105,14.43,3.445,0.0011
-9.181,4.04,14.975,19.105,14.43,3.445,0.0001
-8.075,4.04,14.975,19.105,14.43,3.445,-0.001
-5.34,4.04,14.975,19.105,14.43,3.445,-0.002
-5.312,4.04,14.975,19.105,14.43,3.445,-0.002
-4.613,4.04,14.975,19.105,14.43,3.445,-0.0017
-2.569,4.04,14.975,19.105,14.43,3.445,-0.0016
1.122,4.04,14.975,19.105,14.43,3.445,-0.0037
2.258,4.04,14.975,19.105,14.43,3.445,-0.0032
4.846,4.04,14.975,19.105,14.43,3.445,-0.0018
5.429,4.04,14.975,19.105,14.43,3.445,-0.0018
-13.307,12.86,0.553,1.164,8.135,5.483,-0.0001
-12.773,12.86,0.553,1.164,8.135,5.483,0.0
-10.54,12.86,0.553,1.164,8.135,5.483,0.0001
-6.26,12.86,0.553,1.164,8.135,5.483,-0.0004
-5.445,12.86,0.553,1.164,8.135,5.483,0.0001
1.28,12.86,0.553,1.164,8.135,5.483,0.0029
2.872,12.86,0.553,1.164,8.135,5.483,0.0033
4.077,12.86,0.553,1.164,8.135,5.483,0.0058
5.249,12.86,0.553,1.164,8.135,5.483,0.0109
5.912,12.86,0.553,1.164,8.135,5.483,0.0051
8.821,12.86,0.553,1.164,8.135,5.483,-0.0029
10.454,12.86,0.553,1.164,8.135,5.483,-0.0065
11.087,12.86,0.553,1.164,8.135,5.483,-0.0049
13.426,12.86,0.553,1.164,8.135,5.483,-0.0011
-13.564,-6.47,-2.456,2.617,7.747,-17.756,0.0043
-9.974,-6.47,-2.456,2.617,7.747,-17.756,-0.0052
-8.256,-6.47,-2.456,2.617,7.747,-17.756,-0.0119
-8.198,-6.47,-2.456,2.617,7.747,-17.756,-0.0121
-6.649,-6.47,-2.456,2.617,7.747,-17.756,-0.0162
-0.578,-6.47,-2.456,2.617,7.747,-17.756,-0.0154
1.243,-6.47,-2.456,2.617,7.747,-17.756,-0.0146
2.214,-6.47,-2.456,2.617,7.747,-17.756,-0.0142
2.434,-6.47,-2.456,2.617,7.747,-17.756,-0.0142
2.712,-6.47,-2.456,2.617,7.747,-17.756,-0.0142
5.736,-6.47,-2.456,2.617,7.747,-17.756,-0.0147
7.443,-6.47,-2.456,2.617,7.747,-17.756,-0.0133
10.029,-6.47,-2.456,2.617,7.747,-17.756,-0.0052
10.966,-6.47,-2.456,2.617,7.747,-17.756,-0.0025
-12.915,-11.82,15.946,8.69,4.061,-15.987,0.0046
-9.367,-11.82,15.946,8.69,4.061,-15.987,0.0069
-7.401,-11.82,15.946,8.69,4.061,-15.987,0.0092
-5.242,-11.82,15.946,8.69,4.061,-15.987,0.0047
-3.924,-11.82,15.946,8.69,4.061,-15.987,0.0016
2.208,-11.82,15.946,8.69,4.061,-15.987,-0.0005
2.321,-11.82,15.946,8.69,4.061,-15.987,-0.0003
2.349,-11.82,15.946,8.69,4.061,-15.987,-0.0003
5.141,-11.82,15.946,8.69,4.061,-15.987,0.0048
9.125,-11.82,15.946,8.69,4.061,-15.987,0.0105
11.041,-11.82,15.946,8.69,4.061,-15.987,0.0071
13.8,-11.82,15.946,8.69,4.061,-15.987,0.0036
14.101,-11.82,15.946,8.69,4.061,-15.987,0.0032
14.356,-11.82,15.946,8.69,4.061,-15.987,0.0029
-13.27,5.2,2.351,15.799,5.387,-17.092,-0.002
-11.937,5.2,2.351,15.799,5.387,-17.092,-0.0014
-11.745,5.2,2.351,15.799,5.387,-17.092,-0.0012
-8.325,5.2,2.351,15.799,5.387,-17.092,0.0016
-6.655,5.2,2.351,15.799,5.387,-17.092,0.0025
-5.282,5.2,2.351,15.799,5.387,-17.092,0.0032
-4.031,5.2,2.351,15.799,5.387,-17.092,0.0038
-3.28,5.2,2.351,15.799,5.387,-17.092,0.0041
7.216,5.2,2.351,15.799,5.387,-17.092,0.0027
8.794,5.2,2.351,15.799,5.387,-17.092,0.0028
8.826,5.2,2.351,15.799,5.387,-17.092,0.0028
11.588,5.2,2.351,15.799,5.387,-17.092,0.0028
11.865,5.2,2.351,15.799,5.387,-17.092,0.0028
13.841,5.2,2.351,15.799,5.387,-17.092,0.0025
-13.22,-12.79,12.205,-6.973,10.775,6.562,0.0049
-12.283,-12.79,12.205,-6.973,10.775,6.562,0.0048
-11.226,-12.79,12.205,-6.973,10.775,6.562,0.0047
-10.83,-12.79,12.205,-6.973,10.775,6.562,0.0048
-9.028,-12.79,12.205,-6.973,10.775,6.562,0.0052
-3.784,-12.79,12.205,-6.973,10.775,6.562,0.0104
0.212,-12.79,12.205,-6.973,10.775,6.562,0.0106
0.837,-12.79,12.205,-6.973,10.775,6.562,0.0107
1.925,-12.79,12.205,-6.973,10.775,6.562,0.0113
2.006,-12.79,12.205,-6.973,10.775,6.562,0.0114
4.627,-12.79,12.205,-6.973,10.775,6.562,0.0128
5.291,-12.79,12.205,-6.973,10.775,6.562,0.0125
7.582,-12.79,12.205,-6.973,10.775,6.562,0.01
14.159,-12.79,12.205,-6.973,10.775,6.562,0.0028
-12.619,-0.2,-7.668,-17.24,9.354,13.941,-0.0012
-11.624,-0.2,-7.668,-17.24,9.354,13.941,-0.0028
-10.719,-0.2,-7.668,-17.24,9.354,13.941,-0.0046
-9.739,-0.2,-7.668,-17.24,9.354,13.941,-0.0071
-4.868,-0.2,-7.668,-17.24,9.354,13.941,-0.0076
2.086,-0.2,-7.668,-17.24,9.354,13.941,-0.0078
3.239,-0.2,-7.668,-17.24,9.354,13.941,-0.0072
5.369,-0.2,-7.668,-17.24,9.354,13.941,-0.0086
5.483,-0.2,-7.668,-17.24,9.354,13.941,-0.0085
6.132,-0.2,-7.668,-17.24,9.354,13.941,-0.0079
7.933,-0.2,-7.668,-17.24,9.354,13.941,-0.0081
8.354,-0.2,-7.668,-17.24,9.354,13.941,-0.0082
9.321,-0.2,-7.668,-17.24,9.354,13.941,-0.0075
9.809,-0.2,-7.668,-17.24,9.354,13.941,-0.0063
-10.902,-3.8,-9.859,-14.294,-11.163,2.301,0.0001
-10.146,-3.8,-9.859,-14.294,-11.163,2.301,0.0004
-6.975,-3.8,-9.859,-14.294,-11.163,2.301,0.0017
-6.033,-3.8,-9.859,-14.294,-11.163,2.301,0.0013
-3.857,-3.8,-9.859,-14.294,-11.163,2.301,0.0014
-3.76,-3.8,-9.859,-14.294,-11.163,2.301,0.0014
-1.026,-3.8,-9.859,-14.294,-11.163,2.301,0.0017
0.553,-3.8,-9.859,-14.294,-11.163,2.301,0.0014
1.266,-3.8,-9.859,-14.294,-11.163,2.301,0.0014
1.6,-3.8,-9.859,-14.294,-11.163,2.301,0.0014
4.667,-3.8,-9.859,-14.294,-11.163,2.301,0.0009
5.297,-3.8,-9.859,-14.294,-11.163,2.301,0.001
7.736,-3.8,-9.859,-14.294,-11.163,2.301,0.0012
8.179,-3.8,-9.859,-14.294,-11.163,2.301,0.0008
-14.711,-7.5,-10.709,8.655,14.991,3.973,0.0076
-12.694,-7.5,-10.709,8.655,14.991,3.973,0.0098
-5.793,-7.5,-10.709,8.655,14.991,3.973,-0.0107
-2.018,-7.5,-10.709,8.655,14.991,3.973,-0.0189
-1.911,-7.5,-10.709,8.655,14.991,3.973,-0.0189
2.42,-7.5,-10.709,8.655,14.991,3.973,-0.0177
2.658,-7.5,-10.709,8.655,14.991,3.973,-0.0177
4.293,-7.5,-10.709,8.655,14.991,3.973,-0.0166
6.776,-7.5,-10.709,8.655,14.991,3.973,-0.0097
7.729,-7.5,-10.709,8.655,14.991,3.973,-0.0061
7.79,-7.5,-10.709,8.655,14.991,3.973,-0.0059
11.081,-7.5,-10.709,8.655,14.991,3.973,0.0049
11.686,-7.5,-10.709,8.655,14.991,3.973,0.0062
14.688,-7.5,-10.709,8.655,14.991,3.973,0.002
-14.31,3.79,13.168,16.259,-18.921,1.257,0.0015
-11.407,3.79,13.168,16.259,-18.921,1.257,0.0069
-10.561,3.79,13.168,16.259,-18.921,1.257,0.0102
-8.904,3.79,13.168,16.259,-18.921,1.257,0.0165
-8.162,3.79,13.168,16.259,-18.921,1.257,0.0176
-7.926,3.79,13.168,16.259,-18.921,1.257,0.0177
-4.186,3.79,13.168,16.259,-18.921,1.257,0.0185
-4.088,3.79,13.168,16.259,-18.921,1.257,0.0182
-1.977,3.79,13.168,16.259,-18.921,1.257,0.0177
-0.542,3.79,13.168,16.259,-18.921,1.257,0.0179
-0.145,3.79,13.168,16.259,-18.921,1.257,0.0177
4.794,3.79,13.168,16.259,-18.921,1.257,0.0188
6.965,3.79,13.168,16.259,-18.921,1.257,0.0161
8.432,3.79,13.168,16.259,-18.921,1.257,0.0147
-12.794,-13.84,-3.458,2.823,-15.848,-3.676,-0.0016
-9.102,-13.84,-3.458,2.823,-15.848,-3.676,-0.0023
-8.711,-13.84,-3.458,2.823,-15.848,-3.676,-0.0024
-4.756,-13.84,-3.458,2.823,-15.848,-3.676,-0.0027
-4.751,-13.84,-3.458,2.823,-15.848,-3.676,-0.0027
-4.423,-13.84,-3.458,2.823,-15.848,-3.676,-0.0029
-2.249,-13.84,-3.458,2.823,-15.848,-3.676,-0.0025
-0.987,-13.84,-3.458,2.823,-15.848,-3.676,-0.001
0.829,-13.84,-3.458,2.823,-15.848,-3.676,0.0003
5.113,-13.84,-3.458,2.823,-15.848,-3.676,0.0028
8.501,-13.84,-3.458,2.823,-15.848,-3.676,0.0013
10.961,-13.84,-3.458,2.823,-15.848,-3.676,0.0004
11.842,-13.84,-3.458,2.823,-15.848,-3.676,0.0
12.762,-13.84,-3.458,2.823,-15.848,-3.676,-0.0003
-14.795,-3.22,5.189,1.734,6.709,-2.614,0.0052
-13.84,-3.22,5.189,1.734,6.709,-2.614,0.005
-9.976,-3.22,5.189,1.734,6.709,-2.614,-0.0037
-7.19,-3.22,5.189,1.734,6.709,-2.614,-0.0091
-1.867,-3.22,5.189,1.734,6.709,-2.614,-0.0075
0.306,-3.22,5.189,1.734,6.709,-2.614,-0.0078
1.403,-3.22,5.189,1.734,6.709,-2.614,-0.0076
2.064,-3.22,5.189,1.734,6.709,-2.614,-0.0075
3.021,-3.22,5.189,1.734,6.709,-2.614,-0.0075
3.387,-3.22,5.189,1.734,6.709,-2.614,-0.0077
8.4,-3.22,5.189,1.734,6.709,-2.614,-0.0088
8.729,-3.22,5.189,1.734,6.709,-2.614,-0.0087
10.156,-3.22,5.189,1.734,6.709,-2.614,-0.0064
10.422,-3.22,5.189,1.734,6.709,-2.614,-0.0058
-14.795,0.93,14.097,5.256,-16.15,-19.161,-0.0065
-13.712,0.93,14.097,5.256,-16.15,-19.161,-0.0059
-13.13,0.93,14.097,5.256,-16.15,-19.161,-0.0034
-10.046,0.93,14.097,5.256,-16.15,-19.161,0.008
-10.003,0.93,14.097,5.256,-16.15,-19.161,0.0082
-6.755,0.93,14.097,5.256,-16.15,-19.161,0.0133
-2.545,0.93,14.097,5.256,-16.15,-19.161,0.0191
4.902,0.93,14.097,5.256,-16.15,-19.161,0.0182
5.04,0.93,14.097,5.256,-16.15,-19.161,0.0183
7.981,0.93,14.097,5.256,-16.15,-19.161,0.0124
8.463,0.93,14.097,5.256,-16.15,-19.161,0.0119
11.627,0.93,14.097,5.256,-16.15,-19.161,0.0041
11.689,0.93,14.097,5.256,-16.15,-19.161,0.0039
11.696,0.93,14.097,5.256,-16.15,-19.161,0.0039
-14.675,8.95,-16.046,-3.594,1.724,-10.052,-0.005
-14.149,8.95,-16.046,-3.594,1.724,-10.052,-0.005
-12.278,8.95,-16.046,-3.594,1.724,-10.052,-0.0054
-8.647,8.95,-16.046,-3.594,1.724,-10.052,-0.0054
-8.6,8.95,-16.046,-3.594,1.724,-10.052,-0.0053
-8.199,8.95,-16.046,-3.594,1.724,-10.052,-0.0046
-4.494,8.95,-16.046,-3.594,1.724,-10.052,0.0021
-3.606,8.95,-16.046,-3.594,1.724,-10.052,0.0039
1.855,8.95,-16.046,-3.594,1.724,-10.052,0.0071
2.988,8.95,-16.046,-3.594,1.724,-10.052,0.0059
3.365,8.95,-16.046,-3.594,1.724,-10.052,0.0055
12.47,8.95,-16.046,-3.594,1.724,-10.052,-0.0044
13.159,8.95,-16.046,-3.594,1.724,-10.052,-0.0029
14.169,8.95,-16.046,-3.594,1.724,-10.052,-0.0014
-14.158,-9.69,-1.058,14.963,-16.509,-5.422,-0.0007
-11.306,-9.69,-1.058,14.963,-16.509,-5.422,-0.0016
-8.909,-9.69,-1.058,14.963,-16.509,-5.422,0.0005
-7.472,-9.69,-1.058,14.963,-16.509,-5.422,0.0019
-7.068,-9.69,-1.058,14.963,-16.509,-5.422,0.0023
-5.082,-9.69,-1.058,14.963,-16.509,-5.422,0.0027
-4.984,-9.69,-1.058,14.963,-16.509,-5.422,0.0026
-3.665,-9.69,-1.058,14.963,-16.509,-5.422,0.0019
-3.057,-9.69,-1.058,14.963,-16.509,-5.422,0.0019
3.402,-9.69,-1.058,14.963,-16.509,-5.422,0.0027
8.001,-9.69,-1.058,14.963,-16.509,-5.422,-0.0002
10.254,-9.69,-1.058,14.963,-16.509,-5.422,-0.0023
10.976,-9.69,-1.058,14.963,-16.509,-5.422,-0.0027
11.218,-9.69,-1.058,14.963,-16.509,-5.422,-0.0027
-14.471,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0034
-14.416,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0034
-10.743,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0054
-9.279,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0055
-7.371,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0055
-7.064,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0055
-6.001,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0055
-4.395,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0053
-1.862,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0042
-0.685,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0035
-0.092,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0033
2.194,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0025
5.497,-12.03,-9.936,-0.263,-19.076,-19.41,-0.002
8.691,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0023
-14.471,9.03,5.567,11.407,-12.823,-13.897,-0.0071
-11.557,9.03,5.567,11.407,-12.823,-13.897,-0.0101
-11.002,9.03,5.567,11.407,-12.823,-13.897,-0.0105
-10.037,9.03,5.567,11.407,-12.823,-13.897,-0.0087
-9.312,9.03,5.567,11.407,-12.823,-13.897,-0.0055
-9.035,9.03,5.567,11.407,-12.823,-13.897,-0.0043
-7.943,9.03,5.567,11.407,-12.823,-13.897,0.0005
-6.958,9.03,5.567,11.407,-12.823,-13.897,0.0041
-4.954,9.03,5.567,11.407,-12.823,-13.897,0.0116
-4.097,9.03,5.567,11.407,-12.823,-13.897,0.0142
0.899,9.03,5.567,11.407,-12.823,-13.897,0.0168
2.683,9.03,5.567,11.407,-12.823,-13.897,0.0156
3.787,9.03,5.567,11.407,-12.823,-13.897,0.0145
5.26,9.03,5.567,11.407,-12.823,-13.897,0.0117
-10.796,-9.16,-3.447,-19.534,-5.428,19.674,0.0002
-9.862,-9.16,-3.447,-19.534,-5.428,19.674,-0.0007
-7.397,-9.16,-3.447,-19.534,-5.428,19.674,-0.004
-6.318,-9.16,-3.447,-19.534,-5.428,19.674,-0.0056
-6.124,-9.16,-3.447,-19.534,-5.428,19.674,-0.0059
-5.891,-9.16,-3.447,-19.534,-5.428,19.674,-0.0062
-5.019,-9.16,-3.447,-19.534,-5.428,19.674,-0.0074
-4.362,-9.16,-3.447,-19.534,-5.428,19.674,-0.0082
-3.029,-9.16,-3.447,-19.534,-5.428,19.674,-0.0095
0.912,-9.16,-3.447,-19.534,-5.428,19.674,-0.0096
4.416,-9.16,-3.447,-19.534,-5.428,19.674,-0.0086
6.807,-9.16,-3.447,-19.534,-5.428,19.674,-0.0075
7.164,-9.16,-3.447,-19.534,-5.428,19.674,-0.0073
12.352,-9.16,-3.447,-19.534,-5.428,19.674,-0.0054
-14.987,-5.4,-4.546,-1.514,19.303,-10.731,0.0078
-14.28,-5.4,-4.546,-1.514,19.303,-10.731,0.0082
-11.491,-5.4,-4.546,-1.514,19.303,-10.731,0.0012
-7.505,-5.4,-4.546,-1.514,19.303,-10.731,-0.0161
-7.243,-5.4,-4.546,-1.514,19.303,-10.731,-0.0168
-5.274,-5.4,-4.546,-1.514,19.303,-10.731,-0.0173
-2.245,-5.4,-4.546,-1.514,19.303,-10.731,-0.0184
-2.1,-5.4,-4.546,-1.514,19.303,-10.731,-0.0186
-0.934,-5.4,-4.546,-1.514,19.303,-10.731,-0.0184
-0.033,-5.4,-4.546,-1.514,19.303,-10.731,-0.0176
1.396,-5.4,-4.546,-1.514,19.303,-10.731,-0.0174
6.906,-5.4,-4.546,-1.514,19.303,-10.731,-0.0154
8.363,-5.4,-4.546,-1.514,19.303,-10.731,-0.0128
11.482,-5.4,-4.546,-1.514,19.303,-10.731,-0.0019
-13.819,-6.64,7.205,-15.769,-19.67,12.269,-0.003
-11.955,-6.64,7.205,-15.769,-19.67,12.269,0.001
-10.25,-6.64,7.205,-15.769,-19.67,12.269,0.0047
-5.893,-6.64,7.205,-15.769,-19.67,12.269,0.0113
-3.631,-6.64,7.205,-15.769,-19.67,12.269,0.0104
-2.829,-6.64,7.205,-15.769,-19.67,12.269,0.0099
0.814,-6.64,7.205,-15.769,-19.67,12.269,0.0092
0.818,-6.64,7.205,-15.769,-19.67,12.269,0.0092
1.021,-6.64,7.205,-15.769,-19.67,12.269,0.0092
2.243,-6.64,7.205,-15.769,-19.67,12.269,0.0092
3.145,-6.64,7.205,-15.769,-19.67,12.269,0.0084
3.235,-6.64,7.205,-15.769,-19.67,12.269,0.0083
3.399,-6.64,7.205,-15.769,-19.67,12.269,0.0081
9.981,-6.64,7.205,-15.769,-19.67,12.269,-0.003
-14.527,6.01,17.789,-18.153,2.009,-3.784,-0.0022
-10.973,6.01,17.789,-18.153,2.009,-3.784,0.0008
-9.161,6.01,17.789,-18.153,2.009,-3.784,0.0028
-6.111,6.01,17.789,-18.153,2.009,-3.784,0.0055
-5.557,6.01,17.789,-18.153,2.009,-3.784,0.0057
-3.91,6.01,17.789,-18.153,2.009,-3.784,0.0063
-1.654,6.01,17.789,-18.153,2.009,-3.784,0.0076
6.499,6.01,17.789,-18.153,2.009,-3.784,0.0057
6.79,6.01,17.789,-18.153,2.009,-3.784,0.0056
7.87,6.01,17.789,-18.153,2.009,-3.784,0.0052
9.169,6.01,17.789,-18.153,2.009,-3.784,0.0036
10.782,6.01,17.789,-18.153,2.009,-3.784,0.002
12.184,6.01,17.789,-18.153,2.009,-3.784,0.0014
14.096,6.01,17.789,-18.153,2.009,-3.784,0.0007
-14.601,-8.87,9.72,-6.236,-2.832,17.693,0.0035
-13.934,-8.87,9.72,-6.236,-2.832,17.693,0.0034
-13.199,-8.87,9.72,-6.236,-2.832,17.693,0.0033
-12.011,-8.87,9.72,-6.236,-2.832,17.693,0.0036
-11.494,-8.87,9.72,-6.236,-2.832,17.693,0.0038
-11.164,-8.87,9.72,-6.236,-2.832,17.693,0.004
-11.115,-8.87,9.72,-6.236,-2.832,17.693,0.004
-8.077,-8.87,9.72,-6.236,-2.832,17.693,0.0018
-5.076,-8.87,9.72,-6.236,-2.832,17.693,-0.0013
2.839,-8.87,9.72,-6.236,-2.832,17.693,-0.0047
4.232,-8.87,9.72,-6.236,-2.832,17.693,-0.0033
7.87,-8.87,9.72,-6.236,-2.832,17.693,0.0009
10.768,-8.87,9.72,-6.236,-2.832,17.693,0.0044
12.332,-8.87,9.72,-6.236,-2.832,17.693,0.0032
-14.645,-1.0,18.186,13.396,3.85,12.544,0.0024
-9.554,-1.0,18.186,13.396,3.85,12.544,0.0027
-7.903,-1.0,18.186,13.396,3.85,12.544,0.0014
-7.668,-1.0,18.186,13.396,3.85,12.544,0.0011
-6.269,-1.0,18.186,13.396,3.85,12.544,0.0005
-5.008,-1.0,18.186,13.396,3.85,12.544,-0.0005
-3.223,-1.0,18.186,13.396,3.85,12.544,-0.0007
3.46,-1.0,18.186,13.396,3.85,12.544,-0.0007
3.994,-1.0,18.186,13.396,3.85,12.544,-0.0006
6.387,-1.0,18.186,13.396,3.85,12.544,-0.0003
6.895,-1.0,18.186,13.396,3.85,12.544,-0.0002
9.065,-1.0,18.186,13.396,3.85,12.544,0.0003
11.019,-1.0,18.186,13.396,3.85,12.544,0.0012
12.304,-1.0,18.186,13.396,3.85,12.544,0.0013
-14.556,-5.27,-0.954,-10.02,12.321,-15.346,0.0065
-13.403,-5.27,-0.954,-10.02,12.321,-15.346,0.0054
-12.536,-5.27,-0.954,-10.02,12.321,-15.346,0.003
-11.691,-5.27,-0.954,-10.02,12.321,-15.346,-0.0001
-11.269,-5.27,-0.954,-10.02,12.321,-15.346,-0.0018
-10.535,-5.27,-0.954,-10.02,12.321,-15.346,-0.0048
-9.201,-5.27,-0.954,-10.02,12.321,-15.346,-0.0106
-7.32,-5.27,-0.954,-10.02,12.321,-15.346,-0.0168
0.213,-5.27,-0.954,-10.02,12.321,-15.346,-0.0132
1.038,-5.27,-0.954,-10.02,12.321,-15.346,-0.0133
6.628,-5.27,-0.954,-10.02,12.321,-15.346,-0.0152
11.204,-5.27,-0.954,-10.02,12.321,-15.346,-0.0041
12.429,-5.27,-0.954,-10.02,12.321,-15.346,-0.0004
12.668,-5.27,-0.954,-10.02,12.321,-15.346,0.0002
-12.978,12.47,-17.349,10.637,-18.48,-16.156,-0.0067
-12.837,12.47,-17.349,10.637,-18.48,-16.156,-0.0067
-7.652,12.47,-17.349,10.637,-18.48,-16.156,-0.0107
-6.594,12.47,-17.349,10.637,-18.48,-16.156,-0.0131
-6.027,12.47,-17.349,10.637,-18.48,-16.156,-0.0145
-0.785,12.47,-17.349,10.637,-18.48,-16.156,-0.0072
1.187,12.47,-17.349,10.637,-18.48,-16.156,-0.007
2.327,12.47,-17.349,10.637,-18.48,-16.156,-0.0081
3.825,12.47,-17.349,10.637,-18.48,-16.156,-0.0105
7.362,12.47,-17.349,10.637,-18.48,-16.156,-0.0153
7.689,12.47,-17.349,10.637,-18.48,-16.156,-0.0148
8.442,12.47,-17.349,10.637,-18.48,-16.156,-0.0133
8.825,12.47,-17.349,10.637,-18.48,-16.156,-0.0126
12.666,12.47,-17.349,10.637,-18.48,-16.156,-0.0066
-14.555,-11.7,10.446,16.175,16.391,11.037,0.0085
-14.173,-11.7,10.446,16.175,16.391,11.037,0.0085
-13.437,-11.7,10.446,16.175,16.391,11.037,0.0086
-10.396,-11.7,10.446,16.175,16.391,11.037,0.0095
-10.297,-11.7,10.446,16.175,16.391,11.037,0.0095
-9.966,-11.7,10.446,16.175,16.391,11.037,0.0097
-6.895,-11.7,10.446,16.175,16.391,11.037,0.0135
-4.033,-11.7,10.446,16.175,16.391,11.037,0.017
-3.116,-11.7,10.446,16.175,16.391,11.037,0.0143
-2.207,-11.7,10.446,16.175,16.391,11.037,0.0125
0.858,-11.7,10.446,16.175,16.391,11.037,0.0104
3.65,-11.7,10.446,16.175,16.391,11.037,0.0145
7.901,-11.7,10.446,16.175,16.391,11.037,0.0172
13.361,-11.7,10.446,16.175,16.391,11.037,0.0062
-12.714,6.72,3.599,-6.465,-9.965,-14.702,-0.0101
-12.465,6.72,3.599,-6.465,-9.965,-14.702,-0.0108
-10.609,6.72,3.599,-6.465,-9.965,-14.702,-0.0104
-10.091,6.72,3.599,-6.465,-9.965,-14.702,-0.0078
-9.736,6.72,3.599,-6.465,-9.965,-14.702,-0.0062
-3.659,6.72,3.599,-6.465,-9.965,-14.702,0.0167
0.251,6.72,3.599,-6.465,-9.965,-14.702,0.0155
2.284,6.72,3.599,-6.465,-9.965,-14.702,0.0153
6.479,6.72,3.599,-6.465,-9.965,-14.702,0.0114
6.915,6.72,3.599,-6.465,-9.965,-14.702,0.0098
9.184,6.72,3.599,-6.465,-9.965,-14.702,0.0019
9.252,6.72,3.599,-6.465,-9.965,-14.702,0.0017
11.18,6.72,3.599,-6.465,-9.965,-14.702,-0.0036
13.298,6.72,3.599,-6.465,-9.965,-14.702,-0.0049
