ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CY
-2.22,8.37,-12.996,19.792,19.435,-15.437,-0.8005
0.517,8.37,-12.996,19.792,19.435,-15.437,-0.7999
4.522,8.37,-12.996,19.792,19.435,-15.437,-0.7991
5.359,8.37,-12.996,19.792,19.435,-15.437,-0.7848
7.426,8.37,-12.996,19.792,19.435,-15.437,-0.7302
9.462,8.37,-12.996,19.792,19.435,-15.437,-0.671
11.432,8.37,-12.996,19.792,19.435,-15.437,-0.6147
11.978,8.37,-12.996,19.792,19.435,-15.437,-0.6044
12.096,8.37,-12.996,19.792,19.435,-15.437,-0.6029
-11.855,6.64,0.826,-19.082,2.839,-4.227,-0.719
-11.245,6.64,0.826,-19.082,2.839,-4.227,-0.7314
-10.199,6.64,0.826,-19.082,2.839,-4.227,-0.7533
-9.343,6.64,0.826,-19.082,2.839,-4.227,-0.7658
-9.034,6.64,0.826,-19.082,2.839,-4.227,-0.7687
-4.933,6.64,0.826,-19.082,2.839,-4.227,-0.7759
-4.559,6.64,0.826,-19.082,2.839,-4.227,-0.7793
-2.637,6.64,0.826,-19.082,2.839,-4.227,-0.7916
-0.333,6.64,0.826,-19.082,2.839,-4.227,-0.7923
2.698,6.64,0.826,-19.082,2.839,-4.227,-0.7965
7.978,6.64,0.826,-19.082,2.839,-4.227,-0.7968
9.31,6.64,0.826,-19.082,2.839,-4.227,-0.8046
12.211,6.64,0.826,-19.082,2.839,-4.227,-0.7805
12.54,6.64,0.826,-19.082,2.839,-4.227,-0.7781
-14.456,-8.26,14.237,-19.006,-17.726,7.581,0.5417
-12.17,-8.26,14.237,-19.006,-17.726,7.581,0.5566
-11.567,-8.26,14.237,-19.006,-17.726,7.581,0.5777
-9.387,-8.26,14.237,-19.006,-17.726,7.581,0.6723
-7.948,-8.26,14.237,-19.006,-17.726,7.581,0.7239
-3.904,-8.26,14.237,-19.006,-17.726,7.581,0.7596
-0.89,-8.26,14.237,-19.006,-17.726,7.581,0.7797
1.021,-8.26,14.237,-19.006,-17.726,7.581,0.7678
1.317,-8.26,14.237,-19.006,-17.726,7.581,0.7645
6.014,-8.26,14.237,-19.006,-17.726,7.581,0.7001
6.151,-8.26,14.237,-19.006,-17.726,7.581,0.6981
7.058,-8.26,14.237,-19.006,-17.726,7.581,0.6842
7.235,-8.26,14.237,-19.006,-17.726,7.581,0.6815
10.279,-8.26,14.237,-19.006,-17.726,7.581,0.6127
-12.942,11.45,-4.195,-3.264,0.745,-19.01,-1.5241
-11.773,11.45,-4.195,-3.264,0.745,-19.01,-1.5573
-7.48,11.45,-4.195,-3.264,0.745,-19.01,-1.748
-5.858,11.45,-4.195,-3.264,0.745,-19.01,-1.7254
-0.497,11.45,-4.195,-3.264,0.745,-19.01,-1.6286
3.024,11.45,-4.195,-3.264,0.745,-19.01,-1.6247
3.257,11.45,-4.195,-3.264,0.745,-19.01,-1.6254
6.824,11.45,-4.195,-3.264,0.745,-19.01,-1.6506
6.911,11.45,-4.195,-3.264,0.745,-19.01,-1.6518
6.972,11.45,-4.195,-3.264,0.745,-19.01,-1.6527
8.528,11.45,-4.195,-3.264,0.745,-19.01,-1.6743
10.071,11.45,-4.195,-3.264,0.745,-19.01,-1.6304
10.896,11.45,-4.195,-3.264,0.745,-19.01,-1.5909
11.818,11.45,-4.195,-3.264,0.745,-19.01,-1.5528
-14.267,-11.13,-13.168,-16.532,11.671,0.206,1.6031
-13.879,-11.13,-13.168,-16.532,11.671,0.206,1.6097
-12.419,-11.13,-13.168,-16.532,11.671,0.206,1.6356
-10.415,-11.13,-13.168,-16.532,11.671,0.206,1.6731
-8.536,-11.13,-13.168,-16.532,11.671,0.206,1.6938
-3.541,-11.13,-13.168,-16.532,11.671,0.206,1.5254
-1.473,-11.13,-13.168,-16.532,11.671,0.206,1.4798
-1.301,-11.13,-13.168,-16.532,11.671,0.206,1.4775
3.365,-11.13,-13.168,-16.532,11.671,0.206,1.502
5.964,-11.13,-13.168,-16.532,11.671,0.206,1.5578
6.243,-11.13,-13.168,-16.532,11.671,0.206,1.565
11.719,-11.13,-13.168,-16.532,11.671,0.206,1.618
11.758,-11.13,-13.168,-16.532,11.671,0.206,1.6174
13.765,-11.13,-13.168,-16.532,11.671,0.206,1.5803
-14.994,1.05,-3.508,7.015,5.92,2.724,0.0506
-13.758,1.05,-3.508,7.015,5.92,2.724,0.0328
-11.252,1.05,-3.508,7.015,5.92,2.724,0.0005
-7.216,1.05,-3.508,7.015,5.92,2.724,-0.012
-6.462,1.05,-3.508,7.015,5.92,2.724,-0.0146
-5.28,1.05,-3.508,7.015,5.92,2.724,-0.0238
-4.88,1.05,-3.508,7.015,5.92,2.724,-0.0272
0.058,1.05,-3.508,7.015,5.92,2.724,-0.0334
1.094,1.05,-3.508,7.015,5.92,2.724,-0.0332
3.656,1.05,-3.508,7.015,5.92,2.724,-0.0473
6.932,1.05,-3.508,7.015,5.92,2.724,-0.0225
7.815,1.05,-3.508,7.015,5.92,2.724,-0.0203
8.124,1.05,-3.508,7.015,5.92,2.724,-0.0201
8.317,1.05,-3.508,7.015,5.92,2.724,-0.0202
-11.009,-8.23,12.541,7.384,8.988,14.415,1.2005
-5.842,-8.23,12.541,7.384,8.988,14.415,1.2026
-2.857,-8.23,12.541,7.384,8.988,14.415,1.0808
0.018,-8.23,12.541,7.384,8.988,14.415,0.9966
0.293,-8.23,12.541,7.384,8.988,14.415,0.995
1.544,-8.23,12.541,7.384,8.988,14.415,1.001
2.003,-8.23,12.541,7.384,8.988,14.415,1.0085
2.716,-8.23,12.541,7.384,8.988,14.415,1.0253
3.475,-8.23,12.541,7.384,8.988,14.415,1.0489
4.855,-8.23,12.541,7.384,8.988,14.415,1.1013
6.264,-8.23,12.541,7.384,8.988,14.415,1.1524
6.909,-8.23,12.541,7.384,8.988,14.415,1.1726
9.007,-8.23,12.541,7.384,8.988,14.415,1.2507
9.809,-8.23,12.541,7.384,8.988,14.415,1.2991
-13.592,-0.61,-13.668,-0.32,-5.7,-6.849,0.0584
-13.072,-0.61,-13.668,-0.32,-5.7,-6.849,0.0653
-12.123,-0.61,-13.668,-0.32,-5.7,-6.849,0.0742
-4.678,-0.61,-13.668,-0.32,-5.7,-6.849,0.055
-3.839,-0.61,-13.668,-0.32,-5.7,-6.849,0.0331
-3.57,-0.61,-13.668,-0.32,-5.7,-6.849,0.0212
-3.395,-0.61,-13.668,-0.32,-5.7,-6.849,0.0125
-3.312,-0.61,-13.668,-0.32,-5.7,-6.849,0.0082
-2.989,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0056
-1.341,-0.61,-13.668,-0.32,-5.7,-6.849,0.0628
0.289,-0.61,-13.668,-0.32,-5.7,-6.849,0.1197
2.932,-0.61,-13.668,-0.32,-5.7,-6.849,0.0421
3.099,-0.61,-13.668,-0.32,-5.7,-6.849,0.0394
10.41,-0.61,-13.668,-0.32,-5.7,-6.849,0.1099
-10.472,-14.68,-1.77,-19.988,-8.921,15.345,1.9574
-8.607,-14.68,-1.77,-19.988,-8.921,15.345,1.9785
-5.464,-14.68,-1.77,-19.988,-8.921,15.345,2.0117
-4.872,-14.68,-1.77,-19.988,-8.921,15.345,2.0181
-0.476,-14.68,-1.77,-19.988,-8.921,15.345,2.0427
0.723,-14.68,-1.77,-19.988,-8.921,15.345,2.0431
0.745,-14.68,-1.77,-19.988,-8.921,15.345,2.0431
1.732,-14.68,-1.77,-19.988,-8.921,15.345,2.0415
3.048,-14.68,-1.77,-19.988,-8.921,15.345,2.038
6.123,-14.68,-1.77,-19.988,-8.921,15.345,1.9891
7.409,-14.68,-1.77,-19.988,-8.921,15.345,2.0256
8.952,-14.68,-1.77,-19.988,-8.921,15.345,2.0966
11.067,-14.68,-1.77,-19.988,-8.921,15.345,2.0089
11.657,-14.68,-1.77,-19.988,-8.921,15.345,1.9963
-14.602,-13.25,-1.204,-0.307,0.154,-10.419,1.7799
-12.109,-13.25,-1.204,-0.307,0.154,-10.419,1.8317
-11.745,-13.25,-1.204,-0.307,0.154,-10.419,1.8396
-9.802,-13.25,-1.204,-0.307,0.154,-10.419,1.8842
-4.314,-13.25,-1.204,-0.307,0.154,-10.419,1.9665
-3.593,-13.25,-1.204,-0.307,0.154,-10.419,1.9547
-2.475,-13.25,-1.204,-0.307,0.154,-10.419,1.9335
-1.319,-13.25,-1.204,-0.307,0.154,-10.419,1.9129
1.085,-13.25,-1.204,-0.307,0.154,-10.419,1.8869
3.403,-13.25,-1.204,-0.307,0.154,-10.419,1.8881
5.605,-13.25,-1.204,-0.307,0.154,-10.419,1.9086
9.779,-13.25,-1.204,-0.307,0.154,-10.419,1.9073
9.933,-13.25,-1.204,-0.307,0.154,-10.419,1.9048
10.736,-13.25,-1.204,-0.307,0.154,-10.419,1.8908
-13.373,-8.36,-19.922,1.309,-9.454,-4.245,0.9098
-13.032,-8.36,-19.922,1.309,-9.454,-4.245,0.9139
-6.553,-8.36,-19.922,1.309,-9.454,-4.245,0.9709
-5.704,-8.36,-19.922,1.309,-9.454,-4.245,0.9752
-5.128,-8.36,-19.922,1.309,-9.454,-4.245,0.9742
-1.216,-8.36,-19.922,1.309,-9.454,-4.245,0.9605
1.582,-8.36,-19.922,1.309,-9.454,-4.245,0.962
2.123,-8.36,-19.922,1.309,-9.454,-4.245,0.9629
2.19,-8.36,-19.922,1.309,-9.454,-4.245,0.963
4.768,-8.36,-19.922,1.309,-9.454,-4.245,0.9579
5.51,-8.36,-19.922,1.309,-9.454,-4.245,0.9541
8.886,-8.36,-19.922,1.309,-9.454,-4.245,0.9943
11.082,-8.36,-19.922,1.309,-9.454,-4.245,0.9991
11.29,-8.36,-19.922,1.309,-9.454,-4.245,0.9998
-14.753,12.71,-4.153,-14.97,-16.864,0.23,-1.8026
-14.453,12.71,-4.153,-14.97,-16.864,0.23,-1.8084
-13.846,12.71,-4.153,-14.97,-16.864,0.23,-1.8203
-13.29,12.71,-4.153,-14.97,-16.864,0.23,-1.8316
-9.713,12.71,-4.153,-14.97,-16.864,0.23,-1.914
-8.1,12.71,-4.153,-14.97,-16.864,0.23,-1.9589
-4.753,12.71,-4.153,-14.97,-16.864,0.23,-2.0746
-4.398,12.71,-4.153,-14.97,-16.864,0.23,-2.0885
2.808,12.71,-4.153,-14.97,-16.864,0.23,-2.1022
3.11,12.71,-4.153,-14.97,-16.864,0.23,-2.0992
3.128,12.71,-4.153,-14.97,-16.864,0.23,-2.099
6.059,12.71,-4.153,-14.97,-16.864,0.23,-2.0327
10.556,12.71,-4.153,-14.97,-16.864,0.23,-1.8917
11.073,12.71,-4.153,-14.97,-16.864,0.23,-1.8782
-14.965,12.56,6.488,-3.849,-19.262,-5.265,-1.8344
-9.556,12.56,6.488,-3.849,-19.262,-5.265,-1.9596
-7.56,12.56,6.488,-3.849,-19.262,-5.265,-2.0234
-6.088,12.56,6.488,-3.849,-19.262,-5.265,-2.0759
-2.505,12.56,6.488,-3.849,-19.262,-5.265,-2.0528
0.972,12.56,6.488,-3.849,-19.262,-5.265,-2.0035
1.112,12.56,6.488,-3.849,-19.262,-5.265,-2.0035
2.678,12.56,6.488,-3.849,-19.262,-5.265,-2.0106
3.504,12.56,6.488,-3.849,-19.262,-5.265,-2.0189
5.719,12.56,6.488,-3.849,-19.262,-5.265,-2.0424
6.223,12.56,6.488,-3.849,-19.262,-5.265,-2.0423
6.683,12.56,6.488,-3.849,-19.262,-5.265,-2.0386
9.516,12.56,6.488,-3.849,-19.262,-5.265,-1.9676
9.904,12.56,6.488,-3.849,-19.262,-5.265,-1.9562
-12.789,13.3,10.541,-18.151,-13.949,9.54,-1.9494
-11.809,13.3,10.541,-18.151,-13.949,9.54,-1.9632
-8.134,13.3,10.541,-18.151,-13.949,9.54,-2.029
-7.963,13.3,10.541,-18.151,-13.949,9.54,-2.0326
-5.295,13.3,10.541,-18.151,-13.949,9.54,-2.0938
-2.001,13.3,10.541,-18.151,-13.949,9.54,-2.1481
-1.244,13.3,10.541,-18.151,-13.949,9.54,-2.1528
-0.449,13.3,10.541,-18.151,-13.949,9.54,-2.155
1.59,13.3,10.541,-18.151,-13.949,9.54,-2.1497
1.706,13.3,10.541,-18.151,-13.949,9.54,-2.149
3.106,13.3,10.541,-18.151,-13.949,9.54,-2.1361
8.464,13.3,10.541,-18.151,-13.949,9.54,-2.0424
11.428,13.3,10.541,-18.151,-13.949,9.54,-1.9867
13.299,13.3,10.541,-18.151,-13.949,9.54,-1.955
-13.318,-8.96,9.896,-14.964,0.253,-11.287,1.0082
-10.996,-8.96,9.896,-14.964,0.253,-11.287,1.066
-8.535,-8.96,9.896,-14.964,0.253,-11.287,1.0182
-5.394,-8.96,9.896,-14.964,0.253,-11.287,0.9197
-4.042,-8.96,9.896,-14.964,0.253,-11.287,0.8844
-1.114,-8.96,9.896,-14.964,0.253,-11.287,0.8742
-0.063,-8.96,9.896,-14.964,0.253,-11.287,0.8794
1.196,-8.96,9.896,-14.964,0.253,-11.287,0.8839
5.038,-8.96,9.896,-14.964,0.253,-11.287,0.8969
6.485,-8.96,9.896,-14.964,0.253,-11.287,0.926
8.162,-8.96,9.896,-14.964,0.253,-11.287,0.9746
10.484,-8.96,9.896,-14.964,0.253,-11.287,1.0376
12.153,-8.96,9.896,-14.964,0.253,-11.287,1.0629
12.688,-8.96,9.896,-14.964,0.253,-11.287,1.0549
-10.554,11.5,13.412,2.594,0.731,8.479,-1.6096
-3.246,11.5,13.412,2.594,0.731,8.479,-1.562
1.003,11.5,13.412,2.594,0.731,8.479,-1.5296
2.617,11.5,13.412,2.594,0.731,8.479,-1.5384
4.39,11.5,13.412,2.594,0.731,8.479,-1.5557
4.59,11.5,13.412,2.594,0.731,8.479,-1.5585
5.185,11.5,13.412,2.594,0.731,8.479,-1.5665
5.262,11.5,13.412,2.594,0.731,8.479,-1.5675
5.57,11.5,13.412,2.594,0.731,8.479,-1.5715
7.711,11.5,13.412,2.594,0.731,8.479,-1.6087
7.801,11.5,13.412,2.594,0.731,8.479,-1.6104
8.214,11.5,13.412,2.594,0.731,8.479,-1.6181
10.523,11.5,13.412,2.594,0.731,8.479,-1.6452
11.893,11.5,13.412,2.594,0.731,8.479,-1.6318
-13.985,1.28,-0.381,-5.508,-16.949,-1.304,-0.4409
-11.839,1.28,-0.381,-5.508,-16.949,-1.304,-0.4106
-11.343,1.28,-0.381,-5.508,-16.949,-1.304,-0.3811
-6.609,1.28,-0.381,-5.508,-16.949,-1.304,-0.2116
-6.226,1.28,-0.381,-5.508,-16.949,-1.304,-0.2334
-3.932,1.28,-0.381,-5.508,-16.949,-1.304,-0.2722
-3.442,1.28,-0.381,-5.508,-16.949,-1.304,-0.2757
-3.376,1.28,-0.381,-5.508,-16.949,-1.304,-0.276
6.421,1.28,-0.381,-5.508,-16.949,-1.304,-0.2567
7.731,1.28,-0.381,-5.508,-16.949,-1.304,-0.2335
8.591,1.28,-0.381,-5.508,-16.949,-1.304,-0.2405
9.442,1.28,-0.381,-5.508,-16.949,-1.304,-0.2714
10.952,1.28,-0.381,-5.508,-16.949,-1.304,-0.3342
11.843,1.28,-0.381,-5.508,-16.949,-1.304,-0.3697
-7.07,6.72,-7.342,4.907,10.227,-9.02,-0.6696
-4.962,6.72,-7.342,4.907,10.227,-9.02,-0.6679
-2.285,6.72,-7.342,4.907,10.227,-9.02,-0.6646
-1.93,6.72,-7.342,4.907,10.227,-9.02,-0.6642
-0.844,6.72,-7.342,4.907,10.227,-9.02,-0.6631
-0.076,6.72,-7.342,4.907,10.227,-9.02,-0.6625
1.421,6.72,-7.342,4.907,10.227,-9.02,-0.6623
4.32,6.72,-7.342,4.907,10.227,-9.02,-0.6629
5.27,6.72,-7.342,4.907,10.227,-9.02,-0.6622
5.719,6.72,-7.342,4.907,10.227,-9.02,-0.6615
7.662,6.72,-7.342,4.907,10.227,-9.02,-0.651
9.414,6.72,-7.342,4.907,10.227,-9.02,-0.6279
10.878,6.72,-7.342,4.907,10.227,-9.02,-0.5926
13.496,6.72,-7.342,4.907,10.227,-9.02,-0.5403
-13.936,12.42,16.721,11.682,6.939,-18.368,-1.6139
-7.583,12.42,16.721,11.682,6.939,-18.368,-1.7632
-2.684,12.42,16.721,11.682,6.939,-18.368,-1.7155
-2.367,12.42,16.721,11.682,6.939,-18.368,-1.7116
0.023,12.42,16.721,11.682,6.939,-18.368,-1.684
2.13,12.42,16.721,11.682,6.939,-18.368,-1.6659
5.43,12.42,16.721,11.682,6.939,-18.368,-1.6542
6.834,12.42,16.721,11.682,6.939,-18.368,-1.6507
6.846,12.42,16.721,11.682,6.939,-18.368,-1.6506
7.007,12.42,16.721,11.682,6.939,-18.368,-1.6497
9.049,12.42,16.721,11.682,6.939,-18.368,-1.5841
9.566,12.42,16.721,11.682,6.939,-18.368,-1.5289
9.909,12.42,16.721,11.682,6.939,-18.368,-1.5991
11.591,12.42,16.721,11.682,6.939,-18.368,-1.6974
-14.285,-13.81,-18.345,13.866,9.681,-4.889,2.0547
-13.827,-13.81,-18.345,13.866,9.681,-4.889,2.0624
-11.588,-13.81,-18.345,13.866,9.681,-4.889,2.101
-11.401,-13.81,-18.345,13.866,9.681,-4.889,2.1044
-1.17,-13.81,-18.345,13.866,9.681,-4.889,2.2837
-1.166,-13.81,-18.345,13.866,9.681,-4.889,2.2837
-0.123,-13.81,-18.345,13.866,9.681,-4.889,2.2738
0.821,-13.81,-18.345,13.866,9.681,-4.889,2.2653
0.902,-13.81,-18.345,13.866,9.681,-4.889,2.2646
1.71,-13.81,-18.345,13.866,9.681,-4.889,2.2582
2.267,-13.81,-18.345,13.866,9.681,-4.889,2.254
2.334,-13.81,-18.345,13.866,9.681,-4.889,2.2535
4.459,-13.81,-18.345,13.866,9.681,-4.889,2.2327
6.861,-13.81,-18.345,13.866,9.681,-4.889,2.1962
-14.221,-14.42,-18.277,17.088,-19.05,-0.193,1.8055
-12.692,-14.42,-18.277,17.088,-19.05,-0.193,1.8281
-8.112,-14.42,-18.277,17.088,-19.05,-0.193,1.876
-5.697,-14.42,-18.277,17.088,-19.05,-0.193,1.8875
-5.254,-14.42,-18.277,17.088,-19.05,-0.193,1.8884
-2.912,-14.42,-18.277,17.088,-19.05,-0.193,1.8868
1.499,-14.42,-18.277,17.088,-19.05,-0.193,1.8797
5.276,-14.42,-18.277,17.088,-19.05,-0.193,1.8613
6.198,-14.42,-18.277,17.088,-19.05,-0.193,1.8566
6.312,-14.42,-18.277,17.088,-19.05,-0.193,1.856
7.375,-14.42,-18.277,17.088,-19.05,-0.193,1.8494
9.979,-14.42,-18.277,17.088,-19.05,-0.193,1.8292
11.163,-14.42,-18.277,17.088,-19.05,-0.193,1.8199
12.967,-14.42,-18.277,17.088,-19.05,-0.193,1.8051
-13.512,-12.3,15.814,-4.315,4.223,-19.302,1.5364
-12.634,-12.3,15.814,-4.315,4.223,-19.302,1.5569
-11.4,-12.3,15.814,-4.315,4.223,-19.302,1.5876
-2.998,-12.3,15.814,-4.315,4.223,-19.302,1.6066
-2.965,-12.3,15.814,-4.315,4.223,-19.302,1.6059
-2.838,-12.3,15.814,-4.315,4.223,-19.302,1.603
3.88,-12.3,15.814,-4.315,4.223,-19.302,1.6156
4.313,-12.3,15.814,-4.315,4.223,-19.302,1.6265
4.366,-12.3,15.814,-4.315,4.223,-19.302,1.628
10.478,-12.3,15.814,-4.315,4.223,-19.302,1.6464
10.77,-12.3,15.814,-4.315,4.223,-19.302,1.6387
12.054,-12.3,15.814,-4.315,4.223,-19.302,1.6062
12.126,-12.3,15.814,-4.315,4.223,-19.302,1.6045
13.184,-12.3,15.814,-4.315,4.223,-19.302,1.5796
-11.766,-7.88,1.195,-6.7,-3.416,9.103,0.8718
-11.186,-7.88,1.195,-6.7,-3.416,9.103,0.8817
-10.103,-7.88,1.195,-6.7,-3.416,9.103,0.8934
-8.118,-7.88,1.195,-6.7,-3.416,9.103,0.9034
-7.66,-7.88,1.195,-6.7,-3.416,9.103,0.8996
-7.602,-7.88,1.195,-6.7,-3.416,9.103,0.8989
-7.208,-7.88,1.195,-6.7,-3.416,9.103,0.894
-5.327,-7.88,1.195,-6.7,-3.416,9.103,0.8607
-3.158,-7.88,1.195,-6.7,-3.416,9.103,0.8563
1.566,-7.88,1.195,-6.7,-3.416,9.103,0.8835
2.34,-7.88,1.195,-6.7,-3.416,9.103,0.8828
4.773,-7.88,1.195,-6.7,-3.416,9.103,0.8687
5.081,-7.88,1.195,-6.7,-3.416,9.103,0.8656
6.542,-7.88,1.195,-6.7,-3.416,9.103,0.8564
-11.967,1.03,1.818,-6.028,13.546,15.341,0.0854
-7.863,1.03,1.818,-6.028,13.546,15.341,-0.0709
-6.651,1.03,1.818,-6.028,13.546,15.341,-0.0205
-4.327,1.03,1.818,-6.028,13.546,15.341,0.0212
-4.027,1.03,1.818,-6.028,13.546,15.341,0.021
-3.755,1.03,1.818,-6.028,13.546,15.341,0.0192
-3.349,1.03,1.818,-6.028,13.546,15.341,0.0212
-0.697,1.03,1.818,-6.028,13.546,15.341,0.0537
0.009,1.03,1.818,-6.028,13.546,15.341,0.0445
0.92,1.03,1.818,-6.028,13.546,15.341,0.0378
3.937,1.03,1.818,-6.028,13.546,15.341,0.0216
9.951,1.03,1.818,-6.028,13.546,15.341,0.0417
10.919,1.03,1.818,-6.028,13.546,15.341,0.072
11.456,1.03,1.818,-6.028,13.546,15.341,0.087
-14.298,-12.97,-0.352,6.238,17.83,-11.621,1.8465
-13.508,-12.97,-0.352,6.238,17.83,-11.621,1.8622
-9.859,-12.97,-0.352,6.238,17.83,-11.621,1.9483
-8.135,-12.97,-0.352,6.238,17.83,-11.621,1.996
-6.792,-12.97,-0.352,6.238,17.83,-11.621,2.0271
-4.562,-12.97,-0.352,6.238,17.83,-11.621,2.0194
3.175,-12.97,-0.352,6.238,17.83,-11.621,1.9234
3.42,-12.97,-0.352,6.238,17.83,-11.621,1.926
5.383,-12.97,-0.352,6.238,17.83,-11.621,1.9563
9.306,-12.97,-0.352,6.238,17.83,-11.621,1.9614
11.446,-12.97,-0.352,6.238,17.83,-11.621,1.9131
11.609,-12.97,-0.352,6.238,17.83,-11.621,1.9093
12.575,-12.97,-0.352,6.238,17.83,-11.621,1.8874
12.998,-12.97,-0.352,6.238,17.83,-11.621,1.8778
-14.883,-1.36,10.599,-1.904,19.84,-9.062,0.3427
-10.911,-1.36,10.599,-1.904,19.84,-9.062,0.2512
-8.993,-1.36,10.599,-1.904,19.84,-9.062,0.1312
-2.132,-1.36,10.599,-1.904,19.84,-9.062,0.3596
-1.992,-1.36,10.599,-1.904,19.84,-9.062,0.3575
1.755,-1.36,10.599,-1.904,19.84,-9.062,0.3082
7.559,-1.36,10.599,-1.904,19.84,-9.062,0.1827
7.703,-1.36,10.599,-1.904,19.84,-9.062,0.1791
9.344,-1.36,10.599,-1.904,19.84,-9.062,0.1856
10.195,-1.36,10.599,-1.904,19.84,-9.062,0.2208
11.632,-1.36,10.599,-1.904,19.84,-9.062,0.2887
12.692,-1.36,10.599,-1.904,19.84,-9.062,0.3561
13.254,-1.36,10.599,-1.904,19.84,-9.062,0.3925
13.618,-1.36,10.599,-1.904,19.84,-9.062,0.4006
-14.699,-3.39,4.109,5.968,19.66,-15.226,0.5889
-12.573,-3.39,4.109,5.968,19.66,-15.226,0.5838
-11.694,-3.39,4.109,5.968,19.66,-15.226,0.5282
-11.009,-3.39,4.109,5.968,19.66,-15.226,0.4944
-9.901,-3.39,4.109,5.968,19.66,-15.226,0.4331
-4.406,-3.39,4.109,5.968,19.66,-15.226,0.4522
-1.114,-3.39,4.109,5.968,19.66,-15.226,0.5061
1.941,-3.39,4.109,5.968,19.66,-15.226,0.4979
3.032,-3.39,4.109,5.968,19.66,-15.226,0.478
4.408,-3.39,4.109,5.968,19.66,-15.226,0.4681
6.56,-3.39,4.109,5.968,19.66,-15.226,0.4465
6.694,-3.39,4.109,5.968,19.66,-15.226,0.4439
6.914,-3.39,4.109,5.968,19.66,-15.226,0.4396
7.842,-3.39,4.109,5.968,19.66,-15.226,0.425
-14.359,4.13,-3.305,-17.641,18.893,-4.578,-0.0144
-13.195,4.13,-3.305,-17.641,18.893,-4.578,-0.0026
-12.289,4.13,-3.305,-17.641,18.893,-4.578,-0.0718
-10.956,4.13,-3.305,-17.641,18.893,-4.578,-0.1766
-4.952,4.13,-3.305,-17.641,18.893,-4.578,-0.3326
-0.801,4.13,-3.305,-17.641,18.893,-4.578,-0.2824
-0.588,4.13,-3.305,-17.641,18.893,-4.578,-0.2813
0.701,4.13,-3.305,-17.641,18.893,-4.578,-0.2799
1.982,4.13,-3.305,-17.641,18.893,-4.578,-0.2871
4.503,4.13,-3.305,-17.641,18.893,-4.578,-0.3171
9.193,4.13,-3.305,-17.641,18.893,-4.578,-0.31
9.967,4.13,-3.305,-17.641,18.893,-4.578,-0.2687
11.284,4.13,-3.305,-17.641,18.893,-4.578,-0.2058
12.416,4.13,-3.305,-17.641,18.893,-4.578,-0.1558
-14.274,4.12,4.432,11.067,15.475,7.179,-0.1251
-11.857,4.12,4.432,11.067,15.475,7.179,-0.1602
-10.183,4.12,4.432,11.067,15.475,7.179,-0.2238
-9.615,4.12,4.432,11.067,15.475,7.179,-0.2429
-6.998,4.12,4.432,11.067,15.475,7.179,-0.3569
-4.236,4.12,4.432,11.067,15.475,7.179,-0.3006
-2.655,4.12,4.432,11.067,15.475,7.179,-0.2964
-0.94,4.12,4.432,11.067,15.475,7.179,-0.2933
0.776,4.12,4.432,11.067,15.475,7.179,-0.2941
2.104,4.12,4.432,11.067,15.475,7.179,-0.2993
5.156,4.12,4.432,11.067,15.475,7.179,-0.3201
8.893,4.12,4.432,11.067,15.475,7.179,-0.2949
12.933,4.12,4.432,11.067,15.475,7.179,-0.1822
13.344,4.12,4.432,11.067,15.475,7.179,-0.171
-14.948,-5.47,-13.94,12.044,15.783,6.762,0.9167
-13.66,-5.47,-13.94,12.044,15.783,6.762,0.9841
-13.381,-5.47,-13.94,12.044,15.783,6.762,1.0048
-13.062,-5.47,-13.94,12.044,15.783,6.762,1.0318
-8.769,-5.47,-13.94,12.044,15.783,6.762,0.9378
-7.694,-5.47,-13.94,12.044,15.783,6.762,0.8643
-4.621,-5.47,-13.94,12.044,15.783,6.762,0.7442
1.923,-5.47,-13.94,12.044,15.783,6.762,0.7701
2.819,-5.47,-13.94,12.044,15.783,6.762,0.7775
4.107,-5.47,-13.94,12.044,15.783,6.762,0.7824
4.719,-5.47,-13.94,12.044,15.783,6.762,0.7817
9.004,-5.47,-13.94,12.044,15.783,6.762,0.8917
9.024,-5.47,-13.94,12.044,15.783,6.762,0.8926
10.358,-5.47,-13.94,12.044,15.783,6.762,0.9445
-14.839,-11.0,-10.664,-13.606,14.859,19.798,1.5915
-10.969,-11.0,-10.664,-13.606,14.859,19.798,1.6679
-5.268,-11.0,-10.664,-13.606,14.859,19.798,1.7388
-4.93,-11.0,-10.664,-13.606,14.859,19.798,1.7319
-2.203,-11.0,-10.664,-13.606,14.859,19.798,1.6779
-0.529,-11.0,-10.664,-13.606,14.859,19.798,1.6589
-0.249,-11.0,-10.664,-13.606,14.859,19.798,1.6572
4.311,-11.0,-10.664,-13.606,14.859,19.798,1.7059
5.012,-11.0,-10.664,-13.606,14.859,19.798,1.7244
5.174,-11.0,-10.664,-13.606,14.859,19.798,1.7287
7.733,-11.0,-10.664,-13.606,14.859,19.798,1.7675
10.956,-11.0,-10.664,-13.606,14.859,19.798,1.6811
12.511,-11.0,-10.664,-13.606,14.859,19.798,1.6394
12.941,-11.0,-10.664,-13.606,14.859,19.798,1.629
-13.616,-9.26,5.724,4.623,12.867,-2.896,1.2923
-13.414,-9.26,5.724,4.623,12.867,-2.896,1.2997
