ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CA
-13.307,12.86,0.553,1.164,8.135,5.483,0.0564
-12.773,12.86,0.553,1.164,8.135,5.483,0.0614
-10.54,12.86,0.553,1.164,8.135,5.483,0.0797
-6.26,12.86,0.553,1.164,8.135,5.483,0.1028
-5.445,12.86,0.553,1.164,8.135,5.483,0.1055
1.28,12.86,0.553,1.164,8.135,5.483,0.1122
2.872,12.86,0.553,1.164,8.135,5.483,0.1093
4.077,12.86,0.553,1.164,8.135,5.483,0.1061
5.249,12.86,0.553,1.164,8.135,5.483,0.1017
5.912,12.86,0.553,1.164,8.135,5.483,0.0987
8.821,12.86,0.553,1.164,8.135,5.483,0.0809
10.454,12.86,0.553,1.164,8.135,5.483,0.0675
11.087,12.86,0.553,1.164,8.135,5.483,0.0617
13.426,12.86,0.553,1.164,8.135,5.483,0.0372
-13.564,-6.47,-2.456,2.617,7.747,-17.756,0.1088
-9.974,-6.47,-2.456,2.617,7.747,-17.756,0.1513
-8.256,-6.47,-2.456,2.617,7.747,-17.756,0.1677
-8.198,-6.47,-2.456,2.617,7.747,-17.756,0.1683
-6.649,-6.47,-2.456,2.617,7.747,-17.756,0.1811
-0.578,-6.47,-2.456,2.617,7.747,-17.756,0.2148
1.243,-6.47,-2.456,2.617,7.747,-17.756,0.2199
2.214,-6.47,-2.456,2.617,7.747,-17.756,0.2216
2.434,-6.47,-2.456,2.617,7.747,-17.756,0.2219
2.712,-6.47,-2.456,2.617,7.747,-17.756,0.2221
5.736,-6.47,-2.456,2.617,7.747,-17.756,0.2183
7.443,-6.47,-2.456,2.617,7.747,-17.756,0.2124
10.029,-6.47,-2.456,2.617,7.747,-17.756,0.1987
10.966,-6.47,-2.456,2.617,7.747,-17.756,0.1925
-12.915,-11.82,15.946,8.69,4.061,-15.987,0.0683
-9.367,-11.82,15.946,8.69,4.061,-15.987,0.1122
-7.401,-11.82,15.946,8.69,4.061,-15.987,0.132
-5.242,-11.82,15.946,8.69,4.061,-15.987,0.1503
-3.924,-11.82,15.946,8.69,4.061,-15.987,0.1597
2.208,-11.82,15.946,8.69,4.061,-15.987,0.1845
2.321,-11.82,15.946,8.69,4.061,-15.987,0.1846
2.349,-11.82,15.946,8.69,4.061,-15.987,0.1847
5.141,-11.82,15.946,8.69,4.061,-15.987,0.1831
9.125,-11.82,15.946,8.69,4.061,-15.987,0.1698
11.041,-11.82,15.946,8.69,4.061,-15.987,0.1594
13.8,-11.82,15.946,8.69,4.061,-15.987,0.1384
14.101,-11.82,15.946,8.69,4.061,-15.987,0.1357
14.356,-11.82,15.946,8.69,4.061,-15.987,0.1333
-13.27,5.2,2.351,15.799,5.387,-17.092,0.1068
-11.937,5.2,2.351,15.799,5.387,-17.092,0.1237
-11.745,5.2,2.351,15.799,5.387,-17.092,0.126
-8.325,5.2,2.351,15.799,5.387,-17.092,0.163
-6.655,5.2,2.351,15.799,5.387,-17.092,0.1788
-5.282,5.2,2.351,15.799,5.387,-17.092,0.1911
-4.031,5.2,2.351,15.799,5.387,-17.092,0.2015
-3.28,5.2,2.351,15.799,5.387,-17.092,0.2074
7.216,5.2,2.351,15.799,5.387,-17.092,0.2337
8.794,5.2,2.351,15.799,5.387,-17.092,0.2263
8.826,5.2,2.351,15.799,5.387,-17.092,0.2262
11.588,5.2,2.351,15.799,5.387,-17.092,0.2085
11.865,5.2,2.351,15.799,5.387,-17.092,0.2064
13.841,5.2,2.351,15.799,5.387,-17.092,0.1894
-13.22,-12.79,12.205,-6.973,10.775,6.562,0.1071
-12.283,-12.79,12.205,-6.973,10.775,6.562,0.1159
-11.226,-12.79,12.205,-6.973,10.775,6.562,0.1245
-10.83,-12.79,12.205,-6.973,10.775,6.562,0.1273
-9.028,-12.79,12.205,-6.973,10.775,6.562,0.1381
-3.784,-12.79,12.205,-6.973,10.775,6.562,0.1527
0.212,-12.79,12.205,-6.973,10.775,6.562,0.1506
0.837,-12.79,12.205,-6.973,10.775,6.562,0.1493
1.925,-12.79,12.205,-6.973,10.775,6.562,0.1465
2.006,-12.79,12.205,-6.973,10.775,6.562,0.1463
4.627,-12.79,12.205,-6.973,10.775,6.562,0.1364
5.291,-12.79,12.205,-6.973,10.775,6.562,0.1329
7.582,-12.79,12.205,-6.973,10.775,6.562,0.1183
14.159,-12.79,12.205,-6.973,10.775,6.562,0.0519
-12.619,-0.2,-7.668,-17.24,9.354,13.941,0.2226
-11.624,-0.2,-7.668,-17.24,9.354,13.941,0.2302
-10.719,-0.2,-7.668,-17.24,9.354,13.941,0.2364
-9.739,-0.2,-7.668,-17.24,9.354,13.941,0.2422
-4.868,-0.2,-7.668,-17.24,9.354,13.941,0.2579
2.086,-0.2,-7.668,-17.24,9.354,13.941,0.2318
3.239,-0.2,-7.668,-17.24,9.354,13.941,0.2242
5.369,-0.2,-7.668,-17.24,9.354,13.941,0.2084
5.483,-0.2,-7.668,-17.24,9.354,13.941,0.2075
6.132,-0.2,-7.668,-17.24,9.354,13.941,0.2022
7.933,-0.2,-7.668,-17.24,9.354,13.941,0.1864
8.354,-0.2,-7.668,-17.24,9.354,13.941,0.1825
9.321,-0.2,-7.668,-17.24,9.354,13.941,0.1732
9.809,-0.2,-7.668,-17.24,9.354,13.941,0.1683
-10.902,-3.8,-9.859,-14.294,-11.163,2.301,0.1949
-10.146,-3.8,-9.859,-14.294,-11.163,2.301,0.1994
-6.975,-3.8,-9.859,-14.294,-11.163,2.301,0.212
-6.033,-3.8,-9.859,-14.294,-11.163,2.301,0.2135
-3.857,-3.8,-9.859,-14.294,-11.163,2.301,0.2135
-3.76,-3.8,-9.859,-14.294,-11.163,2.301,0.2134
-1.026,-3.8,-9.859,-14.294,-11.163,2.301,0.2081
0.553,-3.8,-9.859,-14.294,-11.163,2.301,0.2034
1.266,-3.8,-9.859,-14.294,-11.163,2.301,0.2009
1.6,-3.8,-9.859,-14.294,-11.163,2.301,0.1996
4.667,-3.8,-9.859,-14.294,-11.163,2.301,0.1864
5.297,-3.8,-9.859,-14.294,-11.163,2.301,0.1831
7.736,-3.8,-9.859,-14.294,-11.163,2.301,0.1684
8.179,-3.8,-9.859,-14.294,-11.163,2.301,0.1653
-14.711,-7.5,-10.709,8.655,14.991,3.973,0.1393
-12.694,-7.5,-10.709,8.655,14.991,3.973,0.1643
-5.793,-7.5,-10.709,8.655,14.991,3.973,0.2152
-2.018,-7.5,-10.709,8.655,14.991,3.973,0.2257
-1.911,-7.5,-10.709,8.655,14.991,3.973,0.2259
2.42,-7.5,-10.709,8.655,14.991,3.973,0.2295
2.658,-7.5,-10.709,8.655,14.991,3.973,0.2294
4.293,-7.5,-10.709,8.655,14.991,3.973,0.2274
6.776,-7.5,-10.709,8.655,14.991,3.973,0.2205
7.729,-7.5,-10.709,8.655,14.991,3.973,0.2163
7.79,-7.5,-10.709,8.655,14.991,3.973,0.216
11.081,-7.5,-10.709,8.655,14.991,3.973,0.1938
11.686,-7.5,-10.709,8.655,14.991,3.973,0.1883
14.688,-7.5,-10.709,8.655,14.991,3.973,0.1551
-14.31,3.79,13.168,16.259,-18.921,1.257,0.1715
-11.407,3.79,13.168,16.259,-18.921,1.257,0.2049
-10.561,3.79,13.168,16.259,-18.921,1.257,0.213
-8.904,3.79,13.168,16.259,-18.921,1.257,0.2271
-8.162,3.79,13.168,16.259,-18.921,1.257,0.2327
-7.926,3.79,13.168,16.259,-18.921,1.257,0.2344
-4.186,3.79,13.168,16.259,-18.921,1.257,0.2563
-4.088,3.79,13.168,16.259,-18.921,1.257,0.2568
-1.977,3.79,13.168,16.259,-18.921,1.257,0.2653
-0.542,3.79,13.168,16.259,-18.921,1.257,0.2698
-0.145,3.79,13.168,16.259,-18.921,1.257,0.2709
4.794,3.79,13.168,16.259,-18.921,1.257,0.2744
6.965,3.79,13.168,16.259,-18.921,1.257,0.2681
8.432,3.79,13.168,16.259,-18.921,1.257,0.2609
-12.794,-13.84,-3.458,2.823,-15.848,-3.676,0.0448
-9.102,-13.84,-3.458,2.823,-15.848,-3.676,0.0785
-8.711,-13.84,-3.458,2.823,-15.848,-3.676,0.0815
-4.756,-13.84,-3.458,2.823,-15.848,-3.676,0.1043
-4.751,-13.84,-3.458,2.823,-15.848,-3.676,0.1043
-4.423,-13.84,-3.458,2.823,-15.848,-3.676,0.1056
-2.249,-13.84,-3.458,2.823,-15.848,-3.676,0.1119
-0.987,-13.84,-3.458,2.823,-15.848,-3.676,0.1141
0.829,-13.84,-3.458,2.823,-15.848,-3.676,0.1153
5.113,-13.84,-3.458,2.823,-15.848,-3.676,0.1092
8.501,-13.84,-3.458,2.823,-15.848,-3.676,0.0952
10.961,-13.84,-3.458,2.823,-15.848,-3.676,0.0788
11.842,-13.84,-3.458,2.823,-15.848,-3.676,0.0716
12.762,-13.84,-3.458,2.823,-15.848,-3.676,0.0633
-14.795,-3.22,5.189,1.734,6.709,-2.614,0.0935
-13.84,-3.22,5.189,1.734,6.709,-2.614,0.1047
-9.976,-3.22,5.189,1.734,6.709,-2.614,0.1409
-7.19,-3.22,5.189,1.734,6.709,-2.614,0.1579
-1.867,-3.22,5.189,1.734,6.709,-2.614,0.173
0.306,-3.22,5.189,1.734,6.709,-2.614,0.1752
1.403,-3.22,5.189,1.734,6.709,-2.614,0.1757
2.064,-3.22,5.189,1.734,6.709,-2.614,0.1758
3.021,-3.22,5.189,1.734,6.709,-2.614,0.1757
3.387,-3.22,5.189,1.734,6.709,-2.614,0.1755
8.4,-3.22,5.189,1.734,6.709,-2.614,0.1645
8.729,-3.22,5.189,1.734,6.709,-2.614,0.1631
10.156,-3.22,5.189,1.734,6.709,-2.614,0.1557
10.422,-3.22,5.189,1.734,6.709,-2.614,0.1541
-14.795,0.93,14.097,5.256,-16.15,-19.161,0.1478
-13.712,0.93,14.097,5.256,-16.15,-19.161,0.1628
-13.13,0.93,14.097,5.256,-16.15,-19.161,0.1703
-10.046,0.93,14.097,5.256,-16.15,-19.161,0.2053
-10.003,0.93,14.097,5.256,-16.15,-19.161,0.2057
-6.755,0.93,14.097,5.256,-16.15,-19.161,0.2343
-2.545,0.93,14.097,5.256,-16.15,-19.161,0.2604
4.902,0.93,14.097,5.256,-16.15,-19.161,0.2794
5.04,0.93,14.097,5.256,-16.15,-19.161,0.2793
7.981,0.93,14.097,5.256,-16.15,-19.161,0.2726
8.463,0.93,14.097,5.256,-16.15,-19.161,0.2708
11.627,0.93,14.097,5.256,-16.15,-19.161,0.2538
11.689,0.93,14.097,5.256,-16.15,-19.161,0.2533
11.696,0.93,14.097,5.256,-16.15,-19.161,0.2533
-14.675,8.95,-16.046,-3.594,1.724,-10.052,0.0699
-14.149,8.95,-16.046,-3.594,1.724,-10.052,0.0764
-12.278,8.95,-16.046,-3.594,1.724,-10.052,0.0974
-8.647,8.95,-16.046,-3.594,1.724,-10.052,0.1276
-8.6,8.95,-16.046,-3.594,1.724,-10.052,0.1279
-8.199,8.95,-16.046,-3.594,1.724,-10.052,0.1304
-4.494,8.95,-16.046,-3.594,1.724,-10.052,0.1478
-3.606,8.95,-16.046,-3.594,1.724,-10.052,0.1507
1.855,8.95,-16.046,-3.594,1.724,-10.052,0.1594
2.988,8.95,-16.046,-3.594,1.724,-10.052,0.159
3.365,8.95,-16.046,-3.594,1.724,-10.052,0.1587
12.47,8.95,-16.046,-3.594,1.724,-10.052,0.1194
13.159,8.95,-16.046,-3.594,1.724,-10.052,0.1131
14.169,8.95,-16.046,-3.594,1.724,-10.052,0.1031
-14.158,-9.69,-1.058,14.963,-16.509,-5.422,0.0772
-11.306,-9.69,-1.058,14.963,-16.509,-5.422,0.1104
-8.909,-9.69,-1.058,14.963,-16.509,-5.422,0.1327
-7.472,-9.69,-1.058,14.963,-16.509,-5.422,0.1443
-7.068,-9.69,-1.058,14.963,-16.509,-5.422,0.1474
-5.082,-9.69,-1.058,14.963,-16.509,-5.422,0.161
-4.984,-9.69,-1.058,14.963,-16.509,-5.422,0.1616
-3.665,-9.69,-1.058,14.963,-16.509,-5.422,0.1692
-3.057,-9.69,-1.058,14.963,-16.509,-5.422,0.1721
3.402,-9.69,-1.058,14.963,-16.509,-5.422,0.189
8.001,-9.69,-1.058,14.963,-16.509,-5.422,0.1787
10.254,-9.69,-1.058,14.963,-16.509,-5.422,0.1659
10.976,-9.69,-1.058,14.963,-16.509,-5.422,0.1607
11.218,-9.69,-1.058,14.963,-16.509,-5.422,0.1589
-14.471,-12.03,-9.936,-0.263,-19.076,-19.41,0.0721
-14.416,-12.03,-9.936,-0.263,-19.076,-19.41,0.0728
-10.743,-12.03,-9.936,-0.263,-19.076,-19.41,0.1151
-9.279,-12.03,-9.936,-0.263,-19.076,-19.41,0.1291
-7.371,-12.03,-9.936,-0.263,-19.076,-19.41,0.1453
-7.064,-12.03,-9.936,-0.263,-19.076,-19.41,0.1477
-6.001,-12.03,-9.936,-0.263,-19.076,-19.41,0.1555
-4.395,-12.03,-9.936,-0.263,-19.076,-19.41,0.1663
-1.862,-12.03,-9.936,-0.263,-19.076,-19.41,0.1797
-0.685,-12.03,-9.936,-0.263,-19.076,-19.41,0.1843
-0.092,-12.03,-9.936,-0.263,-19.076,-19.41,0.1862
2.194,-12.03,-9.936,-0.263,-19.076,-19.41,0.1908
5.497,-12.03,-9.936,-0.263,-19.076,-19.41,0.1877
8.691,-12.03,-9.936,-0.263,-19.076,-19.41,0.1718
-14.471,9.03,5.567,11.407,-12.823,-13.897,0.0996
-11.557,9.03,5.567,11.407,-12.823,-13.897,0.1405
-11.002,9.03,5.567,11.407,-12.823,-13.897,0.1472
-10.037,9.03,5.567,11.407,-12.823,-13.897,0.158
-9.312,9.03,5.567,11.407,-12.823,-13.897,0.1655
-9.035,9.03,5.567,11.407,-12.823,-13.897,0.1682
-7.943,9.03,5.567,11.407,-12.823,-13.897,0.1784
-6.958,9.03,5.567,11.407,-12.823,-13.897,0.187
-4.954,9.03,5.567,11.407,-12.823,-13.897,0.2028
-4.097,9.03,5.567,11.407,-12.823,-13.897,0.2089
0.899,9.03,5.567,11.407,-12.823,-13.897,0.2356
2.683,9.03,5.567,11.407,-12.823,-13.897,0.2406
3.787,9.03,5.567,11.407,-12.823,-13.897,0.2422
5.26,9.03,5.567,11.407,-12.823,-13.897,0.2426
-10.796,-9.16,-3.447,-19.534,-5.428,19.674,0.2148
-9.862,-9.16,-3.447,-19.534,-5.428,19.674,0.2202
-7.397,-9.16,-3.447,-19.534,-5.428,19.674,0.2324
-6.318,-9.16,-3.447,-19.534,-5.428,19.674,0.2364
-6.124,-9.16,-3.447,-19.534,-5.428,19.674,0.2371
-5.891,-9.16,-3.447,-19.534,-5.428,19.674,0.2379
-5.019,-9.16,-3.447,-19.534,-5.428,19.674,0.2406
-4.362,-9.16,-3.447,-19.534,-5.428,19.674,0.2421
-3.029,-9.16,-3.447,-19.534,-5.428,19.674,0.2438
0.912,-9.16,-3.447,-19.534,-5.428,19.674,0.2331
4.416,-9.16,-3.447,-19.534,-5.428,19.674,0.2075
6.807,-9.16,-3.447,-19.534,-5.428,19.674,0.1837
7.164,-9.16,-3.447,-19.534,-5.428,19.674,0.1797
12.352,-9.16,-3.447,-19.534,-5.428,19.674,0.1113
-14.987,-5.4,-4.546,-1.514,19.303,-10.731,0.1347
-14.28,-5.4,-4.546,-1.514,19.303,-10.731,0.144
-11.491,-5.4,-4.546,-1.514,19.303,-10.731,0.1752
-7.505,-5.4,-4.546,-1.514,19.303,-10.731,0.2058
-7.243,-5.4,-4.546,-1.514,19.303,-10.731,0.2073
-5.274,-5.4,-4.546,-1.514,19.303,-10.731,0.217
-2.245,-5.4,-4.546,-1.514,19.303,-10.731,0.2278
-2.1,-5.4,-4.546,-1.514,19.303,-10.731,0.2282
-0.934,-5.4,-4.546,-1.514,19.303,-10.731,0.2311
-0.033,-5.4,-4.546,-1.514,19.303,-10.731,0.2329
1.396,-5.4,-4.546,-1.514,19.303,-10.731,0.2349
6.906,-5.4,-4.546,-1.514,19.303,-10.731,0.2298
8.363,-5.4,-4.546,-1.514,19.303,-10.731,0.2232
11.482,-5.4,-4.546,-1.514,19.303,-10.731,0.2013
-13.819,-6.64,7.205,-15.769,-19.67,12.269,0.1991
-11.955,-6.64,7.205,-15.769,-19.67,12.269,0.2128
-10.25,-6.64,7.205,-15.769,-19.67,12.269,0.2233
-5.893,-6.64,7.205,-15.769,-19.67,12.269,0.2393
-3.631,-6.64,7.205,-15.769,-19.67,12.269,0.2385
-2.829,-6.64,7.205,-15.769,-19.67,12.269,0.2367
0.814,-6.64,7.205,-15.769,-19.67,12.269,0.2217
0.818,-6.64,7.205,-15.769,-19.67,12.269,0.2217
1.021,-6.64,7.205,-15.769,-19.67,12.269,0.2206
2.243,-6.64,7.205,-15.769,-19.67,12.269,0.2134
3.145,-6.64,7.205,-15.769,-19.67,12.269,0.2074
3.235,-6.64,7.205,-15.769,-19.67,12.269,0.2068
3.399,-6.64,7.205,-15.769,-19.67,12.269,0.2056
9.981,-6.64,7.205,-15.769,-19.67,12.269,0.152
-14.527,6.01,17.789,-18.153,2.009,-3.784,0.1805
-10.973,6.01,17.789,-18.153,2.009,-3.784,0.2126
-9.161,6.01,17.789,-18.153,2.009,-3.784,0.2246
-6.111,6.01,17.789,-18.153,2.009,-3.784,0.2394
-5.557,6.01,17.789,-18.153,2.009,-3.784,0.2415
-3.91,6.01,17.789,-18.153,2.009,-3.784,0.2461
-1.654,6.01,17.789,-18.153,2.009,-3.784,0.2489
6.499,6.01,17.789,-18.153,2.009,-3.784,0.2213
6.79,6.01,17.789,-18.153,2.009,-3.784,0.2193
7.87,6.01,17.789,-18.153,2.009,-3.784,0.2117
9.169,6.01,17.789,-18.153,2.009,-3.784,0.2012
10.782,6.01,17.789,-18.153,2.009,-3.784,0.1864
12.184,6.01,17.789,-18.153,2.009,-3.784,0.1716
14.096,6.01,17.789,-18.153,2.009,-3.784,0.1485
-14.601,-8.87,9.72,-6.236,-2.832,17.693,0.1313
-13.934,-8.87,9.72,-6.236,-2.832,17.693,0.1381
-13.199,-8.87,9.72,-6.236,-2.832,17.693,0.1451
-12.011,-8.87,9.72,-6.236,-2.832,17.693,0.1553
-11.494,-8.87,9.72,-6.236,-2.832,17.693,0.1592
-11.164,-8.87,9.72,-6.236,-2.832,17.693,0.1615
-11.115,-8.87,9.72,-6.236,-2.832,17.693,0.1619
-8.077,-8.87,9.72,-6.236,-2.832,17.693,0.1793
-5.076,-8.87,9.72,-6.236,-2.832,17.693,0.1885
2.839,-8.87,9.72,-6.236,-2.832,17.693,0.1678
4.232,-8.87,9.72,-6.236,-2.832,17.693,0.1594
7.87,-8.87,9.72,-6.236,-2.832,17.693,0.1319
10.768,-8.87,9.72,-6.236,-2.832,17.693,0.1044
12.332,-8.87,9.72,-6.236,-2.832,17.693,0.0869
-14.645,-1.0,18.186,13.396,3.85,12.544,0.1478
-9.554,-1.0,18.186,13.396,3.85,12.544,0.1994
-7.903,-1.0,18.186,13.396,3.85,12.544,0.2091
-7.668,-1.0,18.186,13.396,3.85,12.544,0.2102
-6.269,-1.0,18.186,13.396,3.85,12.544,0.2156
-5.008,-1.0,18.186,13.396,3.85,12.544,0.219
-3.223,-1.0,18.186,13.396,3.85,12.544,0.222
3.46,-1.0,18.186,13.396,3.85,12.544,0.2228
3.994,-1.0,18.186,13.396,3.85,12.544,0.2222
6.387,-1.0,18.186,13.396,3.85,12.544,0.2169
6.895,-1.0,18.186,13.396,3.85,12.544,0.2152
9.065,-1.0,18.186,13.396,3.85,12.544,0.2045
11.019,-1.0,18.186,13.396,3.85,12.544,0.1897
12.304,-1.0,18.186,13.396,3.85,12.544,0.1777
-14.556,-5.27,-0.954,-10.02,12.321,-15.346,0.1388
-13.403,-5.27,-0.954,-10.02,12.321,-15.346,0.1541
-12.536,-5.27,-0.954,-10.02,12.321,-15.346,0.1648
-11.691,-5.27,-0.954,-10.02,12.321,-15.346,0.1744
-11.269,-5.27,-0.954,-10.02,12.321,-15.346,0.1789
-10.535,-5.27,-0.954,-10.02,12.321,-15.346,0.1862
-9.201,-5.27,-0.954,-10.02,12.321,-15.346,0.198
-7.32,-5.27,-0.954,-10.02,12.321,-15.346,0.2111
0.213,-5.27,-0.954,-10.02,12.321,-15.346,0.2341
1.038,-5.27,-0.954,-10.02,12.321,-15.346,0.2343
6.628,-5.27,-0.954,-10.02,12.321,-15.346,0.2216
11.204,-5.27,-0.954,-10.02,12.321,-15.346,0.1899
12.429,-5.27,-0.954,-10.02,12.321,-15.346,0.1784
12.668,-5.27,-0.954,-10.02,12.321,-15.346,0.176
-12.978,12.47,-17.349,10.637,-18.48,-16.156,0.0979
-12.837,12.47,-17.349,10.637,-18.48,-16.156,0.0998
-7.652,12.47,-17.349,10.637,-18.48,-16.156,0.1608
-6.594,12.47,-17.349,10.637,-18.48,-16.156,0.1708
-6.027,12.47,-17.349,10.637,-18.48,-16.156,0.1758
-0.785,12.47,-17.349,10.637,-18.48,-16.156,0.209
1.187,12.47,-17.349,10.637,-18.48,-16.156,0.2159
2.327,12.47,-17.349,10.637,-18.48,-16.156,0.2183
3.825,12.47,-17.349,10.637,-18.48,-16.156,0.2196
7.362,12.47,-17.349,10.637,-18.48,-16.156,0.2154
7.689,12.47,-17.349,10.637,-18.48,-16.156,0.2144
8.442,12.47,-17.349,10.637,-18.48,-16.156,0.2117
8.825,12.47,-17.349,10.637,-18.48,-16.156,0.2101
12.666,12.47,-17.349,10.637,-18.48,-16.156,0.1834
-14.555,-11.7,10.446,16.175,16.391,11.037,0.0996
-14.173,-11.7,10.446,16.175,16.391,11.037,0.1048
-13.437,-11.7,10.446,16.175,16.391,11.037,0.1145
-10.396,-11.7,10.446,16.175,16.391,11.037,0.1481
-10.297,-11.7,10.446,16.175,16.391,11.037,0.149
-9.966,-11.7,10.446,16.175,16.391,11.037,0.1519
-6.895,-11.7,10.446,16.175,16.391,11.037,0.1737
-4.033,-11.7,10.446,16.175,16.391,11.037,0.1866
-3.116,-11.7,10.446,16.175,16.391,11.037,0.1887
-2.207,-11.7,10.446,16.175,16.391,11.037,0.1903
0.858,-11.7,10.446,16.175,16.391,11.037,0.1918
3.65,-11.7,10.446,16.175,16.391,11.037,0.1878
7.901,-11.7,10.446,16.175,16.391,11.037,0.1727
13.361,-11.7,10.446,16.175,16.391,11.037,0.1247
-12.714,6.72,3.599,-6.465,-9.965,-14.702,0.1394
-12.465,6.72,3.599,-6.465,-9.965,-14.702,0.1424
-10.609,6.72,3.599,-6.465,-9.965,-14.702,0.1615
-10.091,6.72,3.599,-6.465,-9.965,-14.702,0.1661
-9.736,6.72,3.599,-6.465,-9.965,-14.702,0.1691
-3.659,6.72,3.599,-6.465,-9.965,-14.702,0.2028
0.251,6.72,3.599,-6.465,-9.965,-14.702,0.2122
2.284,6.72,3.599,-6.465,-9.965,-14.702,0.2137
6.479,6.72,3.599,-6.465,-9.965,-14.702,0.2062
6.915,6.72,3.599,-6.465,-9.965,-14.702,0.2043
9.184,6.72,3.599,-6.465,-9.965,-14.702,0.1904
9.252,6.72,3.599,-6.465,-9.965,-14.702,0.1899
11.18,6.72,3.599,-6.465,-9.965,-14.702,0.1738
13.298,6.72,3.599,-6.465,-9.965,-14.702,0.1518
