ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CA
5.359,8.37,-12.996,19.792,19.435,-15.437,0.25
7.426,8.37,-12.996,19.792,19.435,-15.437,0.2434
9.462,8.37,-12.996,19.792,19.435,-15.437,0.2345
11.432,8.37,-12.996,19.792,19.435,-15.437,0.2235
11.978,8.37,-12.996,19.792,19.435,-15.437,0.22
12.096,8.37,-12.996,19.792,19.435,-15.437,0.2192
-11.855,6.64,0.826,-19.082,2.839,-4.227,0.1592
-11.245,6.64,0.826,-19.082,2.839,-4.227,0.1641
-10.199,6.64,0.826,-19.082,2.839,-4.227,0.1717
-9.343,6.64,0.826,-19.082,2.839,-4.227,0.1772
-9.034,6.64,0.826,-19.082,2.839,-4.227,0.1791
-4.933,6.64,0.826,-19.082,2.839,-4.227,0.1981
-4.559,6.64,0.826,-19.082,2.839,-4.227,0.1991
-2.637,6.64,0.826,-19.082,2.839,-4.227,0.2028
-0.333,6.64,0.826,-19.082,2.839,-4.227,0.2013
2.698,6.64,0.826,-19.082,2.839,-4.227,0.1929
7.978,6.64,0.826,-19.082,2.839,-4.227,0.1625
9.31,6.64,0.826,-19.082,2.839,-4.227,0.1516
12.211,6.64,0.826,-19.082,2.839,-4.227,0.123
12.54,6.64,0.826,-19.082,2.839,-4.227,0.1193
-14.456,-8.26,14.237,-19.006,-17.726,7.581,0.1759
-12.17,-8.26,14.237,-19.006,-17.726,7.581,0.1946
-11.567,-8.26,14.237,-19.006,-17.726,7.581,0.1985
-9.387,-8.26,14.237,-19.006,-17.726,7.581,0.2099
-7.948,-8.26,14.237,-19.006,-17.726,7.581,0.2158
-3.904,-8.26,14.237,-19.006,-17.726,7.581,0.2231
-0.89,-8.26,14.237,-19.006,-17.726,7.581,0.2181
1.021,-8.26,14.237,-19.006,-17.726,7.581,0.2103
1.317,-8.26,14.237,-19.006,-17.726,7.581,0.2089
6.014,-8.26,14.237,-19.006,-17.726,7.581,0.1801
6.151,-8.26,14.237,-19.006,-17.726,7.581,0.1791
7.058,-8.26,14.237,-19.006,-17.726,7.581,0.172
7.235,-8.26,14.237,-19.006,-17.726,7.581,0.1706
10.279,-8.26,14.237,-19.006,-17.726,7.581,0.1432
-12.942,11.45,-4.195,-3.264,0.745,-19.01,0.0749
-11.773,11.45,-4.195,-3.264,0.745,-19.01,0.089
-7.48,11.45,-4.195,-3.264,0.745,-19.01,0.1308
-5.858,11.45,-4.195,-3.264,0.745,-19.01,0.1422
-0.497,11.45,-4.195,-3.264,0.745,-19.01,0.1629
3.024,11.45,-4.195,-3.264,0.745,-19.01,0.1645
3.257,11.45,-4.195,-3.264,0.745,-19.01,0.1642
6.824,11.45,-4.195,-3.264,0.745,-19.01,0.1527
6.911,11.45,-4.195,-3.264,0.745,-19.01,0.1523
6.972,11.45,-4.195,-3.264,0.745,-19.01,0.152
8.528,11.45,-4.195,-3.264,0.745,-19.01,0.143
10.071,11.45,-4.195,-3.264,0.745,-19.01,0.1318
10.896,11.45,-4.195,-3.264,0.745,-19.01,0.125
11.818,11.45,-4.195,-3.264,0.745,-19.01,0.117
-14.267,-11.13,-13.168,-16.532,11.671,0.206,0.1654
-13.879,-11.13,-13.168,-16.532,11.671,0.206,0.1695
-12.419,-11.13,-13.168,-16.532,11.671,0.206,0.1842
-10.415,-11.13,-13.168,-16.532,11.671,0.206,0.2019
-8.536,-11.13,-13.168,-16.532,11.671,0.206,0.2149
-3.541,-11.13,-13.168,-16.532,11.671,0.206,0.2315
-1.473,-11.13,-13.168,-16.532,11.671,0.206,0.2317
-1.301,-11.13,-13.168,-16.532,11.671,0.206,0.2315
3.365,-11.13,-13.168,-16.532,11.671,0.206,0.2189
5.964,-11.13,-13.168,-16.532,11.671,0.206,0.2041
6.243,-11.13,-13.168,-16.532,11.671,0.206,0.2021
11.719,-11.13,-13.168,-16.532,11.671,0.206,0.1514
11.758,-11.13,-13.168,-16.532,11.671,0.206,0.1509
13.765,-11.13,-13.168,-16.532,11.671,0.206,0.126
-14.994,1.05,-3.508,7.015,5.92,2.724,0.0964
-13.758,1.05,-3.508,7.015,5.92,2.724,0.1106
-11.252,1.05,-3.508,7.015,5.92,2.724,0.1344
-7.216,1.05,-3.508,7.015,5.92,2.724,0.1596
-6.462,1.05,-3.508,7.015,5.92,2.724,0.1627
-5.28,1.05,-3.508,7.015,5.92,2.724,0.1665
-4.88,1.05,-3.508,7.015,5.92,2.724,0.1676
0.058,1.05,-3.508,7.015,5.92,2.724,0.1749
1.094,1.05,-3.508,7.015,5.92,2.724,0.1758
3.656,1.05,-3.508,7.015,5.92,2.724,0.1763
6.932,1.05,-3.508,7.015,5.92,2.724,0.171
7.815,1.05,-3.508,7.015,5.92,2.724,0.1681
8.124,1.05,-3.508,7.015,5.92,2.724,0.1669
8.317,1.05,-3.508,7.015,5.92,2.724,0.1661
-11.009,-8.23,12.541,7.384,8.988,14.415,0.1531
-5.842,-8.23,12.541,7.384,8.988,14.415,0.1862
-2.857,-8.23,12.541,7.384,8.988,14.415,0.1911
0.018,-8.23,12.541,7.384,8.988,14.415,0.1894
0.293,-8.23,12.541,7.384,8.988,14.415,0.189
1.544,-8.23,12.541,7.384,8.988,14.415,0.1865
2.003,-8.23,12.541,7.384,8.988,14.415,0.1854
2.716,-8.23,12.541,7.384,8.988,14.415,0.1835
3.475,-8.23,12.541,7.384,8.988,14.415,0.1811
4.855,-8.23,12.541,7.384,8.988,14.415,0.1763
6.264,-8.23,12.541,7.384,8.988,14.415,0.1702
6.909,-8.23,12.541,7.384,8.988,14.415,0.167
9.007,-8.23,12.541,7.384,8.988,14.415,0.1547
9.809,-8.23,12.541,7.384,8.988,14.415,0.1491
-13.592,-0.61,-13.668,-0.32,-5.7,-6.849,0.1253
-13.072,-0.61,-13.668,-0.32,-5.7,-6.849,0.1308
-12.123,-0.61,-13.668,-0.32,-5.7,-6.849,0.1401
-4.678,-0.61,-13.668,-0.32,-5.7,-6.849,0.1844
-3.839,-0.61,-13.668,-0.32,-5.7,-6.849,0.1866
-3.57,-0.61,-13.668,-0.32,-5.7,-6.849,0.1872
-3.395,-0.61,-13.668,-0.32,-5.7,-6.849,0.1876
-3.312,-0.61,-13.668,-0.32,-5.7,-6.849,0.1877
-2.989,-0.61,-13.668,-0.32,-5.7,-6.849,0.1884
-1.341,-0.61,-13.668,-0.32,-5.7,-6.849,0.1911
0.289,-0.61,-13.668,-0.32,-5.7,-6.849,0.1931
2.932,-0.61,-13.668,-0.32,-5.7,-6.849,0.1953
3.099,-0.61,-13.668,-0.32,-5.7,-6.849,0.1954
10.41,-0.61,-13.668,-0.32,-5.7,-6.849,0.1769
-10.472,-14.68,-1.77,-19.988,-8.921,15.345,0.1439
-8.607,-14.68,-1.77,-19.988,-8.921,15.345,0.1567
-5.464,-14.68,-1.77,-19.988,-8.921,15.345,0.1705
-4.872,-14.68,-1.77,-19.988,-8.921,15.345,0.1717
-0.476,-14.68,-1.77,-19.988,-8.921,15.345,0.1693
0.723,-14.68,-1.77,-19.988,-8.921,15.345,0.1652
0.745,-14.68,-1.77,-19.988,-8.921,15.345,0.1651
1.732,-14.68,-1.77,-19.988,-8.921,15.345,0.1608
3.048,-14.68,-1.77,-19.988,-8.921,15.345,0.1537
6.123,-14.68,-1.77,-19.988,-8.921,15.345,0.1289
7.409,-14.68,-1.77,-19.988,-8.921,15.345,0.1147
8.952,-14.68,-1.77,-19.988,-8.921,15.345,0.0958
11.067,-14.68,-1.77,-19.988,-8.921,15.345,0.0668
11.657,-14.68,-1.77,-19.988,-8.921,15.345,0.0582
-14.602,-13.25,-1.204,-0.307,0.154,-10.419,0.0253
-12.109,-13.25,-1.204,-0.307,0.154,-10.419,0.0559
-11.745,-13.25,-1.204,-0.307,0.154,-10.419,0.0599
-9.802,-13.25,-1.204,-0.307,0.154,-10.419,0.0793
-4.314,-13.25,-1.204,-0.307,0.154,-10.419,0.1166
-3.593,-13.25,-1.204,-0.307,0.154,-10.419,0.1199
-2.475,-13.25,-1.204,-0.307,0.154,-10.419,0.1243
-1.319,-13.25,-1.204,-0.307,0.154,-10.419,0.1281
1.085,-13.25,-1.204,-0.307,0.154,-10.419,0.1328
3.403,-13.25,-1.204,-0.307,0.154,-10.419,0.133
5.605,-13.25,-1.204,-0.307,0.154,-10.419,0.129
9.779,-13.25,-1.204,-0.307,0.154,-10.419,0.1085
9.933,-13.25,-1.204,-0.307,0.154,-10.419,0.1074
10.736,-13.25,-1.204,-0.307,0.154,-10.419,0.101
-13.373,-8.36,-19.922,1.309,-9.454,-4.245,0.1291
-13.032,-8.36,-19.922,1.309,-9.454,-4.245,0.1326
-6.553,-8.36,-19.922,1.309,-9.454,-4.245,0.1806
-5.704,-8.36,-19.922,1.309,-9.454,-4.245,0.1845
-5.128,-8.36,-19.922,1.309,-9.454,-4.245,0.1869
-1.216,-8.36,-19.922,1.309,-9.454,-4.245,0.1973
1.582,-8.36,-19.922,1.309,-9.454,-4.245,0.1994
2.123,-8.36,-19.922,1.309,-9.454,-4.245,0.1993
2.19,-8.36,-19.922,1.309,-9.454,-4.245,0.1993
4.768,-8.36,-19.922,1.309,-9.454,-4.245,0.1965
5.51,-8.36,-19.922,1.309,-9.454,-4.245,0.1949
8.886,-8.36,-19.922,1.309,-9.454,-4.245,0.1821
11.082,-8.36,-19.922,1.309,-9.454,-4.245,0.1682
11.29,-8.36,-19.922,1.309,-9.454,-4.245,0.1666
-14.753,12.71,-4.153,-14.97,-16.864,0.23,0.1123
-14.453,12.71,-4.153,-14.97,-16.864,0.23,0.1157
-13.846,12.71,-4.153,-14.97,-16.864,0.23,0.1223
-13.29,12.71,-4.153,-14.97,-16.864,0.23,0.1283
-9.713,12.71,-4.153,-14.97,-16.864,0.23,0.16
-8.1,12.71,-4.153,-14.97,-16.864,0.23,0.1704
-4.753,12.71,-4.153,-14.97,-16.864,0.23,0.1818
-4.398,12.71,-4.153,-14.97,-16.864,0.23,0.1823
2.808,12.71,-4.153,-14.97,-16.864,0.23,0.1687
3.11,12.71,-4.153,-14.97,-16.864,0.23,0.1673
3.128,12.71,-4.153,-14.97,-16.864,0.23,0.1672
6.059,12.71,-4.153,-14.97,-16.864,0.23,0.1503
10.556,12.71,-4.153,-14.97,-16.864,0.23,0.113
11.073,12.71,-4.153,-14.97,-16.864,0.23,0.1076
-14.965,12.56,6.488,-3.849,-19.262,-5.265,0.1032
-9.556,12.56,6.488,-3.849,-19.262,-5.265,0.1592
-7.56,12.56,6.488,-3.849,-19.262,-5.265,0.173
-6.088,12.56,6.488,-3.849,-19.262,-5.265,0.1808
-2.505,12.56,6.488,-3.849,-19.262,-5.265,0.1917
0.972,12.56,6.488,-3.849,-19.262,-5.265,0.1934
1.112,12.56,6.488,-3.849,-19.262,-5.265,0.1933
2.678,12.56,6.488,-3.849,-19.262,-5.265,0.1911
3.504,12.56,6.488,-3.849,-19.262,-5.265,0.1892
5.719,12.56,6.488,-3.849,-19.262,-5.265,0.1819
6.223,12.56,6.488,-3.849,-19.262,-5.265,0.1797
6.683,12.56,6.488,-3.849,-19.262,-5.265,0.1776
9.516,12.56,6.488,-3.849,-19.262,-5.265,0.1606
9.904,12.56,6.488,-3.849,-19.262,-5.265,0.1578
-12.789,13.3,10.541,-18.151,-13.949,9.54,0.1892
-11.809,13.3,10.541,-18.151,-13.949,9.54,0.1978
-8.134,13.3,10.541,-18.151,-13.949,9.54,0.2213
-7.963,13.3,10.541,-18.151,-13.949,9.54,0.2221
-5.295,13.3,10.541,-18.151,-13.949,9.54,0.2312
-2.001,13.3,10.541,-18.151,-13.949,9.54,0.2338
-1.244,13.3,10.541,-18.151,-13.949,9.54,0.2323
-0.449,13.3,10.541,-18.151,-13.949,9.54,0.2302
1.59,13.3,10.541,-18.151,-13.949,9.54,0.222
1.706,13.3,10.541,-18.151,-13.949,9.54,0.2215
3.106,13.3,10.541,-18.151,-13.949,9.54,0.2137
8.464,13.3,10.541,-18.151,-13.949,9.54,0.167
11.428,13.3,10.541,-18.151,-13.949,9.54,0.1319
13.299,13.3,10.541,-18.151,-13.949,9.54,0.1065
-13.318,-8.96,9.896,-14.964,0.253,-11.287,0.1165
-10.996,-8.96,9.896,-14.964,0.253,-11.287,0.1414
-8.535,-8.96,9.896,-14.964,0.253,-11.287,0.1621
-5.394,-8.96,9.896,-14.964,0.253,-11.287,0.1803
-4.042,-8.96,9.896,-14.964,0.253,-11.287,0.185
-1.114,-8.96,9.896,-14.964,0.253,-11.287,0.1903
-0.063,-8.96,9.896,-14.964,0.253,-11.287,0.1905
1.196,-8.96,9.896,-14.964,0.253,-11.287,0.1898
5.038,-8.96,9.896,-14.964,0.253,-11.287,0.1805
6.485,-8.96,9.896,-14.964,0.253,-11.287,0.174
8.162,-8.96,9.896,-14.964,0.253,-11.287,0.1642
10.484,-8.96,9.896,-14.964,0.253,-11.287,0.1462
12.153,-8.96,9.896,-14.964,0.253,-11.287,0.1304
12.688,-8.96,9.896,-14.964,0.253,-11.287,0.1246
-10.554,11.5,13.412,2.594,0.731,8.479,0.138
-3.246,11.5,13.412,2.594,0.731,8.479,0.1694
1.003,11.5,13.412,2.594,0.731,8.479,0.1697
2.617,11.5,13.412,2.594,0.731,8.479,0.1668
4.39,11.5,13.412,2.594,0.731,8.479,0.1617
4.59,11.5,13.412,2.594,0.731,8.479,0.1609
5.185,11.5,13.412,2.594,0.731,8.479,0.1585
5.262,11.5,13.412,2.594,0.731,8.479,0.1582
5.57,11.5,13.412,2.594,0.731,8.479,0.1568
7.711,11.5,13.412,2.594,0.731,8.479,0.1452
7.801,11.5,13.412,2.594,0.731,8.479,0.1447
8.214,11.5,13.412,2.594,0.731,8.479,0.142
10.523,11.5,13.412,2.594,0.731,8.479,0.1235
11.893,11.5,13.412,2.594,0.731,8.479,0.1101
-13.985,1.28,-0.381,-5.508,-16.949,-1.304,0.1517
-11.839,1.28,-0.381,-5.508,-16.949,-1.304,0.1718
-11.343,1.28,-0.381,-5.508,-16.949,-1.304,0.1757
-6.609,1.28,-0.381,-5.508,-16.949,-1.304,0.1993
-6.226,1.28,-0.381,-5.508,-16.949,-1.304,0.2002
-3.932,1.28,-0.381,-5.508,-16.949,-1.304,0.2035
-3.442,1.28,-0.381,-5.508,-16.949,-1.304,0.2038
-3.376,1.28,-0.381,-5.508,-16.949,-1.304,0.2038
6.421,1.28,-0.381,-5.508,-16.949,-1.304,0.1904
7.731,1.28,-0.381,-5.508,-16.949,-1.304,0.1846
8.591,1.28,-0.381,-5.508,-16.949,-1.304,0.1801
9.442,1.28,-0.381,-5.508,-16.949,-1.304,0.1749
10.952,1.28,-0.381,-5.508,-16.949,-1.304,0.164
11.843,1.28,-0.381,-5.508,-16.949,-1.304,0.1565
-7.07,6.72,-7.342,4.907,10.227,-9.02,0.1397
-4.962,6.72,-7.342,4.907,10.227,-9.02,0.1508
-2.285,6.72,-7.342,4.907,10.227,-9.02,0.1617
-1.93,6.72,-7.342,4.907,10.227,-9.02,0.1629
-0.844,6.72,-7.342,4.907,10.227,-9.02,0.1663
-0.076,6.72,-7.342,4.907,10.227,-9.02,0.1685
1.421,6.72,-7.342,4.907,10.227,-9.02,0.1719
4.32,6.72,-7.342,4.907,10.227,-9.02,0.175
5.27,6.72,-7.342,4.907,10.227,-9.02,0.1746
5.719,6.72,-7.342,4.907,10.227,-9.02,0.1742
7.662,6.72,-7.342,4.907,10.227,-9.02,0.1705
9.414,6.72,-7.342,4.907,10.227,-9.02,0.164
10.878,6.72,-7.342,4.907,10.227,-9.02,0.1558
13.496,6.72,-7.342,4.907,10.227,-9.02,0.1352
-13.936,12.42,16.721,11.682,6.939,-18.368,0.0871
-7.583,12.42,16.721,11.682,6.939,-18.368,0.1689
-2.684,12.42,16.721,11.682,6.939,-18.368,0.2048
-2.367,12.42,16.721,11.682,6.939,-18.368,0.2064
0.023,12.42,16.721,11.682,6.939,-18.368,0.2166
2.13,12.42,16.721,11.682,6.939,-18.368,0.2211
5.43,12.42,16.721,11.682,6.939,-18.368,0.2192
6.834,12.42,16.721,11.682,6.939,-18.368,0.2152
6.846,12.42,16.721,11.682,6.939,-18.368,0.2152
7.007,12.42,16.721,11.682,6.939,-18.368,0.2146
9.049,12.42,16.721,11.682,6.939,-18.368,0.2047
9.566,12.42,16.721,11.682,6.939,-18.368,0.2016
9.909,12.42,16.721,11.682,6.939,-18.368,0.1993
11.591,12.42,16.721,11.682,6.939,-18.368,0.1868
-14.285,-13.81,-18.345,13.866,9.681,-4.889,0.0969
-13.827,-13.81,-18.345,13.866,9.681,-4.889,0.1033
-11.588,-13.81,-18.345,13.866,9.681,-4.889,0.1321
-11.401,-13.81,-18.345,13.866,9.681,-4.889,0.1344
-1.17,-13.81,-18.345,13.866,9.681,-4.889,0.211
-1.166,-13.81,-18.345,13.866,9.681,-4.889,0.211
-0.123,-13.81,-18.345,13.866,9.681,-4.889,0.2134
0.821,-13.81,-18.345,13.866,9.681,-4.889,0.2148
0.902,-13.81,-18.345,13.866,9.681,-4.889,0.2149
1.71,-13.81,-18.345,13.866,9.681,-4.889,0.2156
2.267,-13.81,-18.345,13.866,9.681,-4.889,0.2158
2.334,-13.81,-18.345,13.866,9.681,-4.889,0.2158
4.459,-13.81,-18.345,13.866,9.681,-4.889,0.2138
6.861,-13.81,-18.345,13.866,9.681,-4.889,0.209
-14.221,-14.42,-18.277,17.088,-19.05,-0.193,0.094
-12.692,-14.42,-18.277,17.088,-19.05,-0.193,0.1134
-8.112,-14.42,-18.277,17.088,-19.05,-0.193,0.1617
-5.697,-14.42,-18.277,17.088,-19.05,-0.193,0.1797
-5.254,-14.42,-18.277,17.088,-19.05,-0.193,0.1824
-2.912,-14.42,-18.277,17.088,-19.05,-0.193,0.1916
1.499,-14.42,-18.277,17.088,-19.05,-0.193,0.1964
5.276,-14.42,-18.277,17.088,-19.05,-0.193,0.1878
6.198,-14.42,-18.277,17.088,-19.05,-0.193,0.184
6.312,-14.42,-18.277,17.088,-19.05,-0.193,0.1834
7.375,-14.42,-18.277,17.088,-19.05,-0.193,0.178
9.979,-14.42,-18.277,17.088,-19.05,-0.193,0.1604
11.163,-14.42,-18.277,17.088,-19.05,-0.193,0.151
12.967,-14.42,-18.277,17.088,-19.05,-0.193,0.1347
-13.512,-12.3,15.814,-4.315,4.223,-19.302,0.0829
-12.634,-12.3,15.814,-4.315,4.223,-19.302,0.0939
-11.4,-12.3,15.814,-4.315,4.223,-19.302,0.1085
-2.998,-12.3,15.814,-4.315,4.223,-19.302,0.1755
-2.965,-12.3,15.814,-4.315,4.223,-19.302,0.1756
-2.838,-12.3,15.814,-4.315,4.223,-19.302,0.1762
3.88,-12.3,15.814,-4.315,4.223,-19.302,0.1824
4.313,-12.3,15.814,-4.315,4.223,-19.302,0.1813
4.366,-12.3,15.814,-4.315,4.223,-19.302,0.1811
10.478,-12.3,15.814,-4.315,4.223,-19.302,0.1495
10.77,-12.3,15.814,-4.315,4.223,-19.302,0.1473
12.054,-12.3,15.814,-4.315,4.223,-19.302,0.1369
12.126,-12.3,15.814,-4.315,4.223,-19.302,0.1363
13.184,-12.3,15.814,-4.315,4.223,-19.302,0.1269
-11.766,-7.88,1.195,-6.7,-3.416,9.103,0.1437
-11.186,-7.88,1.195,-6.7,-3.416,9.103,0.148
-10.103,-7.88,1.195,-6.7,-3.416,9.103,0.1551
-8.118,-7.88,1.195,-6.7,-3.416,9.103,0.1645
-7.66,-7.88,1.195,-6.7,-3.416,9.103,0.166
-7.602,-7.88,1.195,-6.7,-3.416,9.103,0.1662
-7.208,-7.88,1.195,-6.7,-3.416,9.103,0.1672
-5.327,-7.88,1.195,-6.7,-3.416,9.103,0.1703
-3.158,-7.88,1.195,-6.7,-3.416,9.103,0.17
1.566,-7.88,1.195,-6.7,-3.416,9.103,0.1583
2.34,-7.88,1.195,-6.7,-3.416,9.103,0.1554
4.773,-7.88,1.195,-6.7,-3.416,9.103,0.1444
5.081,-7.88,1.195,-6.7,-3.416,9.103,0.1428
6.542,-7.88,1.195,-6.7,-3.416,9.103,0.1344
-11.967,1.03,1.818,-6.028,13.546,15.341,0.2003
-7.863,1.03,1.818,-6.028,13.546,15.341,0.2229
-6.651,1.03,1.818,-6.028,13.546,15.341,0.226
-4.327,1.03,1.818,-6.028,13.546,15.341,0.2263
-4.027,1.03,1.818,-6.028,13.546,15.341,0.2258
-3.755,1.03,1.818,-6.028,13.546,15.341,0.2254
-3.349,1.03,1.818,-6.028,13.546,15.341,0.2246
-0.697,1.03,1.818,-6.028,13.546,15.341,0.2165
0.009,1.03,1.818,-6.028,13.546,15.341,0.2137
0.92,1.03,1.818,-6.028,13.546,15.341,0.2099
3.937,1.03,1.818,-6.028,13.546,15.341,0.1956
9.951,1.03,1.818,-6.028,13.546,15.341,0.1542
10.919,1.03,1.818,-6.028,13.546,15.341,0.145
11.456,1.03,1.818,-6.028,13.546,15.341,0.1395
-14.298,-12.97,-0.352,6.238,17.83,-11.621,0.0714
-13.508,-12.97,-0.352,6.238,17.83,-11.621,0.0825
-9.859,-12.97,-0.352,6.238,17.83,-11.621,0.1266
-8.135,-12.97,-0.352,6.238,17.83,-11.621,0.1432
-6.792,-12.97,-0.352,6.238,17.83,-11.621,0.1546
-4.562,-12.97,-0.352,6.238,17.83,-11.621,0.1702
3.175,-12.97,-0.352,6.238,17.83,-11.621,0.194
3.42,-12.97,-0.352,6.238,17.83,-11.621,0.1939
5.383,-12.97,-0.352,6.238,17.83,-11.621,0.1918
9.306,-12.97,-0.352,6.238,17.83,-11.621,0.1759
11.446,-12.97,-0.352,6.238,17.83,-11.621,0.1608
11.609,-12.97,-0.352,6.238,17.83,-11.621,0.1594
12.575,-12.97,-0.352,6.238,17.83,-11.621,0.151
12.998,-12.97,-0.352,6.238,17.83,-11.621,0.147
-14.883,-1.36,10.599,-1.904,19.84,-9.062,0.1524
-10.911,-1.36,10.599,-1.904,19.84,-9.062,0.1949
-8.993,-1.36,10.599,-1.904,19.84,-9.062,0.2091
-2.132,-1.36,10.599,-1.904,19.84,-9.062,0.2355
-1.992,-1.36,10.599,-1.904,19.84,-9.062,0.2358
1.755,-1.36,10.599,-1.904,19.84,-9.062,0.2411
7.559,-1.36,10.599,-1.904,19.84,-9.062,0.2343
7.703,-1.36,10.599,-1.904,19.84,-9.062,0.2338
9.344,-1.36,10.599,-1.904,19.84,-9.062,0.2258
10.195,-1.36,10.599,-1.904,19.84,-9.062,0.2207
11.632,-1.36,10.599,-1.904,19.84,-9.062,0.2103
12.692,-1.36,10.599,-1.904,19.84,-9.062,0.2013
13.254,-1.36,10.599,-1.904,19.84,-9.062,0.196
13.618,-1.36,10.599,-1.904,19.84,-9.062,0.1925
-14.699,-3.39,4.109,5.968,19.66,-15.226,0.1301
-12.573,-3.39,4.109,5.968,19.66,-15.226,0.158
-11.694,-3.39,4.109,5.968,19.66,-15.226,0.1681
-11.009,-3.39,4.109,5.968,19.66,-15.226,0.1755
-9.901,-3.39,4.109,5.968,19.66,-15.226,0.1866
-4.406,-3.39,4.109,5.968,19.66,-15.226,0.2284
-1.114,-3.39,4.109,5.968,19.66,-15.226,0.244
1.941,-3.39,4.109,5.968,19.66,-15.226,0.2536
3.032,-3.39,4.109,5.968,19.66,-15.226,0.2555
4.408,-3.39,4.109,5.968,19.66,-15.226,0.2558
6.56,-3.39,4.109,5.968,19.66,-15.226,0.253
6.694,-3.39,4.109,5.968,19.66,-15.226,0.2527
6.914,-3.39,4.109,5.968,19.66,-15.226,0.2522
7.842,-3.39,4.109,5.968,19.66,-15.226,0.2493
-14.359,4.13,-3.305,-17.641,18.893,-4.578,0.1802
-13.195,4.13,-3.305,-17.641,18.893,-4.578,0.1907
-12.289,4.13,-3.305,-17.641,18.893,-4.578,0.198
-10.956,4.13,-3.305,-17.641,18.893,-4.578,0.2073
-4.952,4.13,-3.305,-17.641,18.893,-4.578,0.2342
-0.801,4.13,-3.305,-17.641,18.893,-4.578,0.2375
-0.588,4.13,-3.305,-17.641,18.893,-4.578,0.2372
0.701,4.13,-3.305,-17.641,18.893,-4.578,0.2349
1.982,4.13,-3.305,-17.641,18.893,-4.578,0.2318
4.503,4.13,-3.305,-17.641,18.893,-4.578,0.2228
9.193,4.13,-3.305,-17.641,18.893,-4.578,0.1945
9.967,4.13,-3.305,-17.641,18.893,-4.578,0.1883
11.284,4.13,-3.305,-17.641,18.893,-4.578,0.1767
12.416,4.13,-3.305,-17.641,18.893,-4.578,0.1655
-14.274,4.12,4.432,11.067,15.475,7.179,0.1257
-11.857,4.12,4.432,11.067,15.475,7.179,0.1488
-10.183,4.12,4.432,11.067,15.475,7.179,0.1611
-9.615,4.12,4.432,11.067,15.475,7.179,0.1647
-6.998,4.12,4.432,11.067,15.475,7.179,0.1779
-4.236,4.12,4.432,11.067,15.475,7.179,0.1865
-2.655,4.12,4.432,11.067,15.475,7.179,0.1895
-0.94,4.12,4.432,11.067,15.475,7.179,0.1918
0.776,4.12,4.432,11.067,15.475,7.179,0.1934
2.104,4.12,4.432,11.067,15.475,7.179,0.194
5.156,4.12,4.432,11.067,15.475,7.179,0.1917
8.893,4.12,4.432,11.067,15.475,7.179,0.178
12.933,4.12,4.432,11.067,15.475,7.179,0.1447
13.344,4.12,4.432,11.067,15.475,7.179,0.1403
-14.948,-5.47,-13.94,12.044,15.783,6.762,0.1606
-13.66,-5.47,-13.94,12.044,15.783,6.762,0.1779
-13.381,-5.47,-13.94,12.044,15.783,6.762,0.1815
-13.062,-5.47,-13.94,12.044,15.783,6.762,0.1855
-8.769,-5.47,-13.94,12.044,15.783,6.762,0.2262
-7.694,-5.47,-13.94,12.044,15.783,6.762,0.2328
-4.621,-5.47,-13.94,12.044,15.783,6.762,0.246
1.923,-5.47,-13.94,12.044,15.783,6.762,0.2566
2.819,-5.47,-13.94,12.044,15.783,6.762,0.2565
4.107,-5.47,-13.94,12.044,15.783,6.762,0.2555
4.719,-5.47,-13.94,12.044,15.783,6.762,0.2545
9.004,-5.47,-13.94,12.044,15.783,6.762,0.2369
9.024,-5.47,-13.94,12.044,15.783,6.762,0.2368
10.358,-5.47,-13.94,12.044,15.783,6.762,0.2267
-14.839,-11.0,-10.664,-13.606,14.859,19.798,0.2098
-10.969,-11.0,-10.664,-13.606,14.859,19.798,0.2452
-5.268,-11.0,-10.664,-13.606,14.859,19.798,0.2737
-4.93,-11.0,-10.664,-13.606,14.859,19.798,0.2743
-2.203,-11.0,-10.664,-13.606,14.859,19.798,0.2755
-0.529,-11.0,-10.664,-13.606,14.859,19.798,0.2712
-0.249,-11.0,-10.664,-13.606,14.859,19.798,0.27
4.311,-11.0,-10.664,-13.606,14.859,19.798,0.2422
5.012,-11.0,-10.664,-13.606,14.859,19.798,0.2361
5.174,-11.0,-10.664,-13.606,14.859,19.798,0.2346
7.733,-11.0,-10.664,-13.606,14.859,19.798,0.2087
10.956,-11.0,-10.664,-13.606,14.859,19.798,0.1697
12.511,-11.0,-10.664,-13.606,14.859,19.798,0.1482
12.941,-11.0,-10.664,-13.606,14.859,19.798,0.142
-13.616,-9.26,5.724,4.623,12.867,-2.896,0.0933
-13.414,-9.26,5.724,4.623,12.867,-2.896,0.0957
-13.258,-9.26,5.724,4.623,12.867,-2.896,0.0976
-13.217,-9.26,5.724,4.623,12.867,-2.896,0.0981
-12.524,-9.26,5.724,4.623,12.867,-2.896,0.106
-11.617,-9.26,5.724,4.623,12.867,-2.896,0.1158
-10.939,-9.26,5.724,4.623,12.867,-2.896,0.1225
-3.169,-9.26,5.724,4.623,12.867,-2.896,0.1698
-2.533,-9.26,5.724,4.623,12.867,-2.896,0.1715
-2.445,-9.26,5.724,4.623,12.867,-2.896,0.1717
