ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CN
-4.511,-11.56,-16.426,9.283,-5.905,-0.42,-0.3646
0.22,-11.56,-16.426,9.283,-5.905,-0.42,0.108
2.426,-11.56,-16.426,9.283,-5.905,-0.42,0.3065
3.621,-11.56,-16.426,9.283,-5.905,-0.42,0.4257
5.857,-11.56,-16.426,9.283,-5.905,-0.42,0.6951
9.026,-11.56,-16.426,9.283,-5.905,-0.42,1.139
9.594,-11.56,-16.426,9.283,-5.905,-0.42,1.224
10.071,-11.56,-16.426,9.283,-5.905,-0.42,1.2962
-14.197,4.04,14.975,19.105,14.43,3.445,-1.8174
-11.614,4.04,14.975,19.105,14.43,3.445,-1.4066
-11.512,4.04,14.975,19.105,14.43,3.445,-1.3912
-11.056,4.04,14.975,19.105,14.43,3.445,-1.3225
-9.181,4.04,14.975,19.105,14.43,3.445,-1.0445
-8.075,4.04,14.975,19.105,14.43,3.445,-0.8853
-5.34,4.04,14.975,19.105,14.43,3.445,-0.5043
-5.312,4.04,14.975,19.105,14.43,3.445,-0.5006
-4.613,4.04,14.975,19.105,14.43,3.445,-0.4106
-2.569,4.04,14.975,19.105,14.43,3.445,-0.1724
1.122,4.04,14.975,19.105,14.43,3.445,0.2009
2.258,4.04,14.975,19.105,14.43,3.445,0.3168
4.846,4.04,14.975,19.105,14.43,3.445,0.6291
5.429,4.04,14.975,19.105,14.43,3.445,0.7029
-13.307,12.86,0.553,1.164,8.135,5.483,-1.7954
-12.773,12.86,0.553,1.164,8.135,5.483,-1.705
-10.54,12.86,0.553,1.164,8.135,5.483,-1.3348
-6.26,12.86,0.553,1.164,8.135,5.483,-0.6915
-5.445,12.86,0.553,1.164,8.135,5.483,-0.5836
1.28,12.86,0.553,1.164,8.135,5.483,0.0716
2.872,12.86,0.553,1.164,8.135,5.483,0.2102
4.077,12.86,0.553,1.164,8.135,5.483,0.3304
5.249,12.86,0.553,1.164,8.135,5.483,0.4691
5.912,12.86,0.553,1.164,8.135,5.483,0.5543
8.821,12.86,0.553,1.164,8.135,5.483,0.9696
10.454,12.86,0.553,1.164,8.135,5.483,1.2276
11.087,12.86,0.553,1.164,8.135,5.483,1.3315
13.426,12.86,0.553,1.164,8.135,5.483,1.7309
-13.564,-6.47,-2.456,2.617,7.747,-17.756,-1.6588
-9.974,-6.47,-2.456,2.617,7.747,-17.756,-1.0996
-8.256,-6.47,-2.456,2.617,7.747,-17.756,-0.8525
-8.198,-6.47,-2.456,2.617,7.747,-17.756,-0.8444
-6.649,-6.47,-2.456,2.617,7.747,-17.756,-0.6329
-0.578,-6.47,-2.456,2.617,7.747,-17.756,0.0586
1.243,-6.47,-2.456,2.617,7.747,-17.756,0.2446
2.214,-6.47,-2.456,2.617,7.747,-17.756,0.3497
2.434,-6.47,-2.456,2.617,7.747,-17.756,0.3751
2.712,-6.47,-2.456,2.617,7.747,-17.756,0.4074
5.736,-6.47,-2.456,2.617,7.747,-17.756,0.774
7.443,-6.47,-2.456,2.617,7.747,-17.756,0.9951
10.029,-6.47,-2.456,2.617,7.747,-17.756,1.3529
10.966,-6.47,-2.456,2.617,7.747,-17.756,1.4878
-12.915,-11.82,15.946,8.69,4.061,-15.987,-1.468
-9.367,-11.82,15.946,8.69,4.061,-15.987,-0.8925
-7.401,-11.82,15.946,8.69,4.061,-15.987,-0.606
-5.242,-11.82,15.946,8.69,4.061,-15.987,-0.3184
-3.924,-11.82,15.946,8.69,4.061,-15.987,-0.1606
2.208,-11.82,15.946,8.69,4.061,-15.987,0.4054
2.321,-11.82,15.946,8.69,4.061,-15.987,0.4154
2.349,-11.82,15.946,8.69,4.061,-15.987,0.4179
5.141,-11.82,15.946,8.69,4.061,-15.987,0.701
9.125,-11.82,15.946,8.69,4.061,-15.987,1.2157
11.041,-11.82,15.946,8.69,4.061,-15.987,1.5013
13.8,-11.82,15.946,8.69,4.061,-15.987,1.9366
14.101,-11.82,15.946,8.69,4.061,-15.987,1.9845
14.356,-11.82,15.946,8.69,4.061,-15.987,2.0252
-13.27,5.2,2.351,15.799,5.387,-17.092,-1.505
-11.937,5.2,2.351,15.799,5.387,-17.092,-1.2947
-11.745,5.2,2.351,15.799,5.387,-17.092,-1.2651
-8.325,5.2,2.351,15.799,5.387,-17.092,-0.7701
-6.655,5.2,2.351,15.799,5.387,-17.092,-0.5394
-5.282,5.2,2.351,15.799,5.387,-17.092,-0.3529
-4.031,5.2,2.351,15.799,5.387,-17.092,-0.1913
-3.28,5.2,2.351,15.799,5.387,-17.092,-0.0994
7.216,5.2,2.351,15.799,5.387,-17.092,1.0271
8.794,5.2,2.351,15.799,5.387,-17.092,1.2247
8.826,5.2,2.351,15.799,5.387,-17.092,1.2289
11.588,5.2,2.351,15.799,5.387,-17.092,1.6034
11.865,5.2,2.351,15.799,5.387,-17.092,1.6436
13.841,5.2,2.351,15.799,5.387,-17.092,1.9445
-13.22,-12.79,12.205,-6.973,10.775,6.562,-1.8221
-12.283,-12.79,12.205,-6.973,10.775,6.562,-1.6725
-11.226,-12.79,12.205,-6.973,10.775,6.562,-1.5053
-10.83,-12.79,12.205,-6.973,10.775,6.562,-1.443
-9.028,-12.79,12.205,-6.973,10.775,6.562,-1.1651
-3.784,-12.79,12.205,-6.973,10.775,6.562,-0.4631
0.212,-12.79,12.205,-6.973,10.775,6.562,-0.0973
0.837,-12.79,12.205,-6.973,10.775,6.562,-0.0435
1.925,-12.79,12.205,-6.973,10.775,6.562,0.0522
2.006,-12.79,12.205,-6.973,10.775,6.562,0.0595
4.627,-12.79,12.205,-6.973,10.775,6.562,0.3269
5.291,-12.79,12.205,-6.973,10.775,6.562,0.4096
7.582,-12.79,12.205,-6.973,10.775,6.562,0.7188
14.159,-12.79,12.205,-6.973,10.775,6.562,1.7842
-12.619,-0.2,-7.668,-17.24,9.354,13.941,-1.7624
-11.624,-0.2,-7.668,-17.24,9.354,13.941,-1.6205
-10.719,-0.2,-7.668,-17.24,9.354,13.941,-1.4938
-9.739,-0.2,-7.668,-17.24,9.354,13.941,-1.3601
-4.868,-0.2,-7.668,-17.24,9.354,13.941,-0.7619
2.086,-0.2,-7.668,-17.24,9.354,13.941,-0.0155
3.239,-0.2,-7.668,-17.24,9.354,13.941,0.1179
5.369,-0.2,-7.668,-17.24,9.354,13.941,0.3614
5.483,-0.2,-7.668,-17.24,9.354,13.941,0.3778
6.132,-0.2,-7.668,-17.24,9.354,13.941,0.4763
7.933,-0.2,-7.668,-17.24,9.354,13.941,0.7351
8.354,-0.2,-7.668,-17.24,9.354,13.941,0.796
9.321,-0.2,-7.668,-17.24,9.354,13.941,0.9364
9.809,-0.2,-7.668,-17.24,9.354,13.941,1.007
-10.902,-3.8,-9.859,-14.294,-11.163,2.301,-1.5114
-10.146,-3.8,-9.859,-14.294,-11.163,2.301,-1.4032
-6.975,-3.8,-9.859,-14.294,-11.163,2.301,-0.9639
-6.033,-3.8,-9.859,-14.294,-11.163,2.301,-0.8353
-3.857,-3.8,-9.859,-14.294,-11.163,2.301,-0.5585
-3.76,-3.8,-9.859,-14.294,-11.163,2.301,-0.5469
-1.026,-3.8,-9.859,-14.294,-11.163,2.301,-0.2451
0.553,-3.8,-9.859,-14.294,-11.163,2.301,-0.0824
1.266,-3.8,-9.859,-14.294,-11.163,2.301,-0.0107
1.6,-3.8,-9.859,-14.294,-11.163,2.301,0.0238
4.667,-3.8,-9.859,-14.294,-11.163,2.301,0.3906
5.297,-3.8,-9.859,-14.294,-11.163,2.301,0.4716
7.736,-3.8,-9.859,-14.294,-11.163,2.301,0.8072
8.179,-3.8,-9.859,-14.294,-11.163,2.301,0.8704
-14.711,-7.5,-10.709,8.655,14.991,3.973,-1.9721
-12.694,-7.5,-10.709,8.655,14.991,3.973,-1.6336
-5.793,-7.5,-10.709,8.655,14.991,3.973,-0.6254
-2.018,-7.5,-10.709,8.655,14.991,3.973,-0.169
-1.911,-7.5,-10.709,8.655,14.991,3.973,-0.1578
2.42,-7.5,-10.709,8.655,14.991,3.973,0.2835
2.658,-7.5,-10.709,8.655,14.991,3.973,0.3105
4.293,-7.5,-10.709,8.655,14.991,3.973,0.5068
6.776,-7.5,-10.709,8.655,14.991,3.973,0.8316
7.729,-7.5,-10.709,8.655,14.991,3.973,0.9639
7.79,-7.5,-10.709,8.655,14.991,3.973,0.9724
11.081,-7.5,-10.709,8.655,14.991,3.973,1.4578
11.686,-7.5,-10.709,8.655,14.991,3.973,1.5517
14.688,-7.5,-10.709,8.655,14.991,3.973,2.0342
-14.31,3.79,13.168,16.259,-18.921,1.257,-1.8307
-11.407,3.79,13.168,16.259,-18.921,1.257,-1.376
-10.561,3.79,13.168,16.259,-18.921,1.257,-1.2519
-8.904,3.79,13.168,16.259,-18.921,1.257,-1.016
-8.162,3.79,13.168,16.259,-18.921,1.257,-0.913
-7.926,3.79,13.168,16.259,-18.921,1.257,-0.8805
-4.186,3.79,13.168,16.259,-18.921,1.257,-0.4184
-4.088,3.79,13.168,16.259,-18.921,1.257,-0.4007
-1.977,3.79,13.168,16.259,-18.921,1.257,-0.1163
-0.542,3.79,13.168,16.259,-18.921,1.257,0.0373
-0.145,3.79,13.168,16.259,-18.921,1.257,0.0789
4.794,3.79,13.168,16.259,-18.921,1.257,0.5599
6.965,3.79,13.168,16.259,-18.921,1.257,0.8833
8.432,3.79,13.168,16.259,-18.921,1.257,1.0962
-12.794,-13.84,-3.458,2.823,-15.848,-3.676,-1.6019
-9.102,-13.84,-3.458,2.823,-15.848,-3.676,-0.9932
-8.711,-13.84,-3.458,2.823,-15.848,-3.676,-0.9332
-4.756,-13.84,-3.458,2.823,-15.848,-3.676,-0.3883
-4.751,-13.84,-3.458,2.823,-15.848,-3.676,-0.3877
-4.423,-13.84,-3.458,2.823,-15.848,-3.676,-0.3493
-2.249,-13.84,-3.458,2.823,-15.848,-3.676,-0.1366
-0.987,-13.84,-3.458,2.823,-15.848,-3.676,-0.0278
0.829,-13.84,-3.458,2.823,-15.848,-3.676,0.1205
5.113,-13.84,-3.458,2.823,-15.848,-3.676,0.5349
8.501,-13.84,-3.458,2.823,-15.848,-3.676,1.0119
10.961,-13.84,-3.458,2.823,-15.848,-3.676,1.3998
11.842,-13.84,-3.458,2.823,-15.848,-3.676,1.545
12.762,-13.84,-3.458,2.823,-15.848,-3.676,1.6994
-14.795,-3.22,5.189,1.734,6.709,-2.614,-2.0141
-13.84,-3.22,5.189,1.734,6.709,-2.614,-1.8531
-9.976,-3.22,5.189,1.734,6.709,-2.614,-1.2436
-7.19,-3.22,5.189,1.734,6.709,-2.614,-0.833
-1.867,-3.22,5.189,1.734,6.709,-2.614,-0.1637
0.306,-3.22,5.189,1.734,6.709,-2.614,0.0599
1.403,-3.22,5.189,1.734,6.709,-2.614,0.1716
2.064,-3.22,5.189,1.734,6.709,-2.614,0.2425
3.021,-3.22,5.189,1.734,6.709,-2.614,0.346
3.387,-3.22,5.189,1.734,6.709,-2.614,0.3863
8.4,-3.22,5.189,1.734,6.709,-2.614,1.0771
8.729,-3.22,5.189,1.734,6.709,-2.614,1.1257
10.156,-3.22,5.189,1.734,6.709,-2.614,1.3383
10.422,-3.22,5.189,1.734,6.709,-2.614,1.3785
-14.795,0.93,14.097,5.256,-16.15,-19.161,-1.8373
-13.712,0.93,14.097,5.256,-16.15,-19.161,-1.6581
-13.13,0.93,14.097,5.256,-16.15,-19.161,-1.5636
-10.046,0.93,14.097,5.256,-16.15,-19.161,-1.0921
-10.003,0.93,14.097,5.256,-16.15,-19.161,-1.0858
-6.755,0.93,14.097,5.256,-16.15,-19.161,-0.6231
-2.545,0.93,14.097,5.256,-16.15,-19.161,-0.0827
4.902,0.93,14.097,5.256,-16.15,-19.161,0.6635
5.04,0.93,14.097,5.256,-16.15,-19.161,0.6735
7.981,0.93,14.097,5.256,-16.15,-19.161,1.083
8.463,0.93,14.097,5.256,-16.15,-19.161,1.1529
11.627,0.93,14.097,5.256,-16.15,-19.161,1.614
11.689,0.93,14.097,5.256,-16.15,-19.161,1.6231
11.696,0.93,14.097,5.256,-16.15,-19.161,1.6241
-14.675,8.95,-16.046,-3.594,1.724,-10.052,-1.9542
-14.149,8.95,-16.046,-3.594,1.724,-10.052,-1.8634
-12.278,8.95,-16.046,-3.594,1.724,-10.052,-1.5466
-8.647,8.95,-16.046,-3.594,1.724,-10.052,-0.9852
-8.6,8.95,-16.046,-3.594,1.724,-10.052,-0.9785
-8.199,8.95,-16.046,-3.594,1.724,-10.052,-0.922
-4.494,8.95,-16.046,-3.594,1.724,-10.052,-0.4302
-3.606,8.95,-16.046,-3.594,1.724,-10.052,-0.3222
1.855,8.95,-16.046,-3.594,1.724,-10.052,0.2361
2.988,8.95,-16.046,-3.594,1.724,-10.052,0.3563
3.365,8.95,-16.046,-3.594,1.724,-10.052,0.3996
12.47,8.95,-16.046,-3.594,1.724,-10.052,1.6803
13.159,8.95,-16.046,-3.594,1.724,-10.052,1.791
14.169,8.95,-16.046,-3.594,1.724,-10.052,1.9546
-14.158,-9.69,-1.058,14.963,-16.509,-5.422,-1.7484
-11.306,-9.69,-1.058,14.963,-16.509,-5.422,-1.2721
-8.909,-9.69,-1.058,14.963,-16.509,-5.422,-0.9003
-7.472,-9.69,-1.058,14.963,-16.509,-5.422,-0.6942
-7.068,-9.69,-1.058,14.963,-16.509,-5.422,-0.6387
-5.082,-9.69,-1.058,14.963,-16.509,-5.422,-0.375
-4.984,-9.69,-1.058,14.963,-16.509,-5.422,-0.3625
-3.665,-9.69,-1.058,14.963,-16.509,-5.422,-0.2033
-3.057,-9.69,-1.058,14.963,-16.509,-5.422,-0.1329
3.402,-9.69,-1.058,14.963,-16.509,-5.422,0.5039
8.001,-9.69,-1.058,14.963,-16.509,-5.422,1.065
10.254,-9.69,-1.058,14.963,-16.509,-5.422,1.3798
10.976,-9.69,-1.058,14.963,-16.509,-5.422,1.4854
11.218,-9.69,-1.058,14.963,-16.509,-5.422,1.5214
-14.471,-12.03,-9.936,-0.263,-19.076,-19.41,-1.7993
-14.416,-12.03,-9.936,-0.263,-19.076,-19.41,-1.7898
-10.743,-12.03,-9.936,-0.263,-19.076,-19.41,-1.1736
-9.279,-12.03,-9.936,-0.263,-19.076,-19.41,-0.9438
-7.371,-12.03,-9.936,-0.263,-19.076,-19.41,-0.6647
-7.064,-12.03,-9.936,-0.263,-19.076,-19.41,-0.6221
-6.001,-12.03,-9.936,-0.263,-19.076,-19.41,-0.4792
-4.395,-12.03,-9.936,-0.263,-19.076,-19.41,-0.2764
-1.862,-12.03,-9.936,-0.263,-19.076,-19.41,-0.0142
-0.685,-12.03,-9.936,-0.263,-19.076,-19.41,0.0955
-0.092,-12.03,-9.936,-0.263,-19.076,-19.41,0.1491
2.194,-12.03,-9.936,-0.263,-19.076,-19.41,0.348
5.497,-12.03,-9.936,-0.263,-19.076,-19.41,0.6914
8.691,-12.03,-9.936,-0.263,-19.076,-19.41,1.1065
-14.471,9.03,5.567,11.407,-12.823,-13.897,-1.745
-11.557,9.03,5.567,11.407,-12.823,-13.897,-1.2595
-11.002,9.03,5.567,11.407,-12.823,-13.897,-1.173
-10.037,9.03,5.567,11.407,-12.823,-13.897,-1.0269
-9.312,9.03,5.567,11.407,-12.823,-13.897,-0.9199
-9.035,9.03,5.567,11.407,-12.823,-13.897,-0.8799
-7.943,9.03,5.567,11.407,-12.823,-13.897,-0.7298
-6.958,9.03,5.567,11.407,-12.823,-13.897,-0.597
-4.954,9.03,5.567,11.407,-12.823,-13.897,-0.3379
-4.097,9.03,5.567,11.407,-12.823,-13.897,-0.2319
0.899,9.03,5.567,11.407,-12.823,-13.897,0.3013
2.683,9.03,5.567,11.407,-12.823,-13.897,0.4765
3.787,9.03,5.567,11.407,-12.823,-13.897,0.5993
5.26,9.03,5.567,11.407,-12.823,-13.897,0.7744
-10.796,-9.16,-3.447,-19.534,-5.428,19.674,-1.4977
-9.862,-9.16,-3.447,-19.534,-5.428,19.674,-1.366
-7.397,-9.16,-3.447,-19.534,-5.428,19.674,-1.0516
-6.318,-9.16,-3.447,-19.534,-5.428,19.674,-0.9252
-6.124,-9.16,-3.447,-19.534,-5.428,19.674,-0.9033
-5.891,-9.16,-3.447,-19.534,-5.428,19.674,-0.8773
-5.019,-9.16,-3.447,-19.534,-5.428,19.674,-0.7835
-4.362,-9.16,-3.447,-19.534,-5.428,19.674,-0.7154
-3.029,-9.16,-3.447,-19.534,-5.428,19.674,-0.584
0.912,-9.16,-3.447,-19.534,-5.428,19.674,-0.2316
4.416,-9.16,-3.447,-19.534,-5.428,19.674,0.1455
6.807,-9.16,-3.447,-19.534,-5.428,19.674,0.4547
7.164,-9.16,-3.447,-19.534,-5.428,19.674,0.5036
12.352,-9.16,-3.447,-19.534,-5.428,19.674,1.2815
-14.987,-5.4,-4.546,-1.514,19.303,-10.731,-1.9869
-14.28,-5.4,-4.546,-1.514,19.303,-10.731,-1.8678
-11.491,-5.4,-4.546,-1.514,19.303,-10.731,-1.4184
-7.505,-5.4,-4.546,-1.514,19.303,-10.731,-0.8489
-7.243,-5.4,-4.546,-1.514,19.303,-10.731,-0.8135
-5.274,-5.4,-4.546,-1.514,19.303,-10.731,-0.553
-2.245,-5.4,-4.546,-1.514,19.303,-10.731,-0.2331
-2.1,-5.4,-4.546,-1.514,19.303,-10.731,-0.2207
-0.934,-5.4,-4.546,-1.514,19.303,-10.731,-0.0999
-0.033,-5.4,-4.546,-1.514,19.303,-10.731,0.0054
1.396,-5.4,-4.546,-1.514,19.303,-10.731,0.1529
6.906,-5.4,-4.546,-1.514,19.303,-10.731,0.8752
8.363,-5.4,-4.546,-1.514,19.303,-10.731,1.078
11.482,-5.4,-4.546,-1.514,19.303,-10.731,1.5279
-13.819,-6.64,7.205,-15.769,-19.67,12.269,-1.9431
-11.955,-6.64,7.205,-15.769,-19.67,12.269,-1.6614
-10.25,-6.64,7.205,-15.769,-19.67,12.269,-1.4261
-5.893,-6.64,7.205,-15.769,-19.67,12.269,-0.8795
-3.631,-6.64,7.205,-15.769,-19.67,12.269,-0.6094
-2.829,-6.64,7.205,-15.769,-19.67,12.269,-0.5181
0.814,-6.64,7.205,-15.769,-19.67,12.269,-0.1507
0.818,-6.64,7.205,-15.769,-19.67,12.269,-0.1503
1.021,-6.64,7.205,-15.769,-19.67,12.269,-0.1295
2.243,-6.64,7.205,-15.769,-19.67,12.269,0.0011
3.145,-6.64,7.205,-15.769,-19.67,12.269,0.1093
3.235,-6.64,7.205,-15.769,-19.67,12.269,0.1204
3.399,-6.64,7.205,-15.769,-19.67,12.269,0.1407
9.981,-6.64,7.205,-15.769,-19.67,12.269,1.0307
-14.527,6.01,17.789,-18.153,2.009,-3.784,-1.994
-10.973,6.01,17.789,-18.153,2.009,-3.784,-1.4288
-9.161,6.01,17.789,-18.153,2.009,-3.784,-1.1682
-6.111,6.01,17.789,-18.153,2.009,-3.784,-0.7641
-5.557,6.01,17.789,-18.153,2.009,-3.784,-0.6952
-3.91,6.01,17.789,-18.153,2.009,-3.784,-0.5012
-1.654,6.01,17.789,-18.153,2.009,-3.784,-0.267
6.499,6.01,17.789,-18.153,2.009,-3.784,0.6555
6.79,6.01,17.789,-18.153,2.009,-3.784,0.6954
7.87,6.01,17.789,-18.153,2.009,-3.784,0.8454
9.169,6.01,17.789,-18.153,2.009,-3.784,1.0308
10.782,6.01,17.789,-18.153,2.009,-3.784,1.2676
12.184,6.01,17.789,-18.153,2.009,-3.784,1.4824
14.096,6.01,17.789,-18.153,2.009,-3.784,1.7872
-14.601,-8.87,9.72,-6.236,-2.832,17.693,-2.0658
-13.934,-8.87,9.72,-6.236,-2.832,17.693,-1.9602
-13.199,-8.87,9.72,-6.236,-2.832,17.693,-1.8451
-12.011,-8.87,9.72,-6.236,-2.832,17.693,-1.6621
-11.494,-8.87,9.72,-6.236,-2.832,17.693,-1.5843
-11.164,-8.87,9.72,-6.236,-2.832,17.693,-1.5351
-11.115,-8.87,9.72,-6.236,-2.832,17.693,-1.5279
-8.077,-8.87,9.72,-6.236,-2.832,17.693,-1.105
-5.076,-8.87,9.72,-6.236,-2.832,17.693,-0.732
2.839,-8.87,9.72,-6.236,-2.832,17.693,0.0932
4.232,-8.87,9.72,-6.236,-2.832,17.693,0.2588
7.87,-8.87,9.72,-6.236,-2.832,17.693,0.7357
10.768,-8.87,9.72,-6.236,-2.832,17.693,1.1598
12.332,-8.87,9.72,-6.236,-2.832,17.693,1.4086
-14.645,-1.0,18.186,13.396,3.85,12.544,-1.9592
-9.554,-1.0,18.186,13.396,3.85,12.544,-1.1977
-7.903,-1.0,18.186,13.396,3.85,12.544,-0.9638
-7.668,-1.0,18.186,13.396,3.85,12.544,-0.9307
-6.269,-1.0,18.186,13.396,3.85,12.544,-0.7391
-5.008,-1.0,18.186,13.396,3.85,12.544,-0.5784
-3.223,-1.0,18.186,13.396,3.85,12.544,-0.3634
3.46,-1.0,18.186,13.396,3.85,12.544,0.3559
3.994,-1.0,18.186,13.396,3.85,12.544,0.4192
6.387,-1.0,18.186,13.396,3.85,12.544,0.7326
6.895,-1.0,18.186,13.396,3.85,12.544,0.8031
9.065,-1.0,18.186,13.396,3.85,12.544,1.114
11.019,-1.0,18.186,13.396,3.85,12.544,1.397
12.304,-1.0,18.186,13.396,3.85,12.544,1.5885
-14.556,-5.27,-0.954,-10.02,12.321,-15.346,-1.8927
-13.403,-5.27,-0.954,-10.02,12.321,-15.346,-1.7104
-12.536,-5.27,-0.954,-10.02,12.321,-15.346,-1.5772
-11.691,-5.27,-0.954,-10.02,12.321,-15.346,-1.4505
-11.269,-5.27,-0.954,-10.02,12.321,-15.346,-1.3907
-10.535,-5.27,-0.954,-10.02,12.321,-15.346,-1.2884
-9.201,-5.27,-0.954,-10.02,12.321,-15.346,-1.1054
-7.32,-5.27,-0.954,-10.02,12.321,-15.346,-0.8552
0.213,-5.27,-0.954,-10.02,12.321,-15.346,0.026
1.038,-5.27,-0.954,-10.02,12.321,-15.346,0.1102
6.628,-5.27,-0.954,-10.02,12.321,-15.346,0.7813
11.204,-5.27,-0.954,-10.02,12.321,-15.346,1.417
12.429,-5.27,-0.954,-10.02,12.321,-15.346,1.6029
12.668,-5.27,-0.954,-10.02,12.321,-15.346,1.6403
-12.978,12.47,-17.349,10.637,-18.48,-16.156,-1.4468
-12.837,12.47,-17.349,10.637,-18.48,-16.156,-1.4229
-7.652,12.47,-17.349,10.637,-18.48,-16.156,-0.6144
-6.594,12.47,-17.349,10.637,-18.48,-16.156,-0.4678
-6.027,12.47,-17.349,10.637,-18.48,-16.156,-0.3919
-0.785,12.47,-17.349,10.637,-18.48,-16.156,0.1708
1.187,12.47,-17.349,10.637,-18.48,-16.156,0.3407
2.327,12.47,-17.349,10.637,-18.48,-16.156,0.4406
3.825,12.47,-17.349,10.637,-18.48,-16.156,0.5842
7.362,12.47,-17.349,10.637,-18.48,-16.156,1.007
7.689,12.47,-17.349,10.637,-18.48,-16.156,1.0496
8.442,12.47,-17.349,10.637,-18.48,-16.156,1.1507
8.825,12.47,-17.349,10.637,-18.48,-16.156,1.2034
12.666,12.47,-17.349,10.637,-18.48,-16.156,1.7576
-14.555,-11.7,10.446,16.175,16.391,11.037,-1.8847
-14.173,-11.7,10.446,16.175,16.391,11.037,-1.8209
-13.437,-11.7,10.446,16.175,16.391,11.037,-1.6992
-10.396,-11.7,10.446,16.175,16.391,11.037,-1.2185
-10.297,-11.7,10.446,16.175,16.391,11.037,-1.2033
-9.966,-11.7,10.446,16.175,16.391,11.037,-1.1525
-6.895,-11.7,10.446,16.175,16.391,11.037,-0.7093
-4.033,-11.7,10.446,16.175,16.391,11.037,-0.3449
-3.116,-11.7,10.446,16.175,16.391,11.037,-0.244
-2.207,-11.7,10.446,16.175,16.391,11.037,-0.157
0.858,-11.7,10.446,16.175,16.391,11.037,0.1241
3.65,-11.7,10.446,16.175,16.391,11.037,0.3952
7.901,-11.7,10.446,16.175,16.391,11.037,0.9335
13.361,-11.7,10.446,16.175,16.391,11.037,1.7672
-12.714,6.72,3.599,-6.465,-9.965,-14.702,-1.6038
-12.465,6.72,3.599,-6.465,-9.965,-14.702,-1.5647
-10.609,6.72,3.599,-6.465,-9.965,-14.702,-1.2797
-10.091,6.72,3.599,-6.465,-9.965,-14.702,-1.2044
-9.736,6.72,3.599,-6.465,-9.965,-14.702,-1.1532
-3.659,6.72,3.599,-6.465,-9.965,-14.702,-0.3323
0.251,6.72,3.599,-6.465,-9.965,-14.702,0.0909
2.284,6.72,3.599,-6.465,-9.965,-14.702,0.2944
6.479,6.72,3.599,-6.465,-9.965,-14.702,0.8076
6.915,6.72,3.599,-6.465,-9.965,-14.702,0.8645
9.184,6.72,3.599,-6.465,-9.965,-14.702,1.1726
9.252,6.72,3.599,-6.465,-9.965,-14.702,1.1822
11.18,6.72,3.599,-6.465,-9.965,-14.702,1.46
13.298,6.72,3.599,-6.465,-9.965,-14.702,1.7883
