ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CN
-14.726,8.37,-12.996,19.792,19.435,-15.437,-1.7184
-14.17,8.37,-12.996,19.792,19.435,-15.437,-1.6255
-11.174,8.37,-12.996,19.792,19.435,-15.437,-1.1391
-4.918,8.37,-12.996,19.792,19.435,-15.437,-0.257
-2.264,8.37,-12.996,19.792,19.435,-15.437,0.0594
-2.22,8.37,-12.996,19.792,19.435,-15.437,0.0641
0.517,8.37,-12.996,19.792,19.435,-15.437,0.3317
4.522,8.37,-12.996,19.792,19.435,-15.437,0.723
5.359,8.37,-12.996,19.792,19.435,-15.437,0.8132
7.426,8.37,-12.996,19.792,19.435,-15.437,1.0504
9.462,8.37,-12.996,19.792,19.435,-15.437,1.3068
11.432,8.37,-12.996,19.792,19.435,-15.437,1.5818
11.978,8.37,-12.996,19.792,19.435,-15.437,1.6621
12.096,8.37,-12.996,19.792,19.435,-15.437,1.6797
-11.855,6.64,0.826,-19.082,2.839,-4.227,-1.5691
-11.245,6.64,0.826,-19.082,2.839,-4.227,-1.4754
-10.199,6.64,0.826,-19.082,2.839,-4.227,-1.3223
-9.343,6.64,0.826,-19.082,2.839,-4.227,-1.2003
-9.034,6.64,0.826,-19.082,2.839,-4.227,-1.1568
-4.933,6.64,0.826,-19.082,2.839,-4.227,-0.6292
-4.559,6.64,0.826,-19.082,2.839,-4.227,-0.5852
-2.637,6.64,0.826,-19.082,2.839,-4.227,-0.3717
-0.333,6.64,0.826,-19.082,2.839,-4.227,-0.1481
2.698,6.64,0.826,-19.082,2.839,-4.227,0.1625
7.978,6.64,0.826,-19.082,2.839,-4.227,0.8549
9.31,6.64,0.826,-19.082,2.839,-4.227,1.0462
12.211,6.64,0.826,-19.082,2.839,-4.227,1.4835
12.54,6.64,0.826,-19.082,2.839,-4.227,1.5357
-14.456,-8.26,14.237,-19.006,-17.726,7.581,-2.0482
-12.17,-8.26,14.237,-19.006,-17.726,7.581,-1.6953
-11.567,-8.26,14.237,-19.006,-17.726,7.581,-1.6064
-9.387,-8.26,14.237,-19.006,-17.726,7.581,-1.2986
-7.948,-8.26,14.237,-19.006,-17.726,7.581,-1.1086
-3.904,-8.26,14.237,-19.006,-17.726,7.581,-0.6179
-0.89,-8.26,14.237,-19.006,-17.726,7.581,-0.3056
1.021,-8.26,14.237,-19.006,-17.726,7.581,-0.1183
1.317,-8.26,14.237,-19.006,-17.726,7.581,-0.0884
6.014,-8.26,14.237,-19.006,-17.726,7.581,0.4667
6.151,-8.26,14.237,-19.006,-17.726,7.581,0.4847
7.058,-8.26,14.237,-19.006,-17.726,7.581,0.6056
7.235,-8.26,14.237,-19.006,-17.726,7.581,0.6299
10.279,-8.26,14.237,-19.006,-17.726,7.581,1.0666
-12.942,11.45,-4.195,-3.264,0.745,-19.01,-1.5608
-11.773,11.45,-4.195,-3.264,0.745,-19.01,-1.3667
-7.48,11.45,-4.195,-3.264,0.745,-19.01,-0.7057
-5.858,11.45,-4.195,-3.264,0.745,-19.01,-0.4828
-0.497,11.45,-4.195,-3.264,0.745,-19.01,0.0887
3.024,11.45,-4.195,-3.264,0.745,-19.01,0.4038
3.257,11.45,-4.195,-3.264,0.745,-19.01,0.4266
6.824,11.45,-4.195,-3.264,0.745,-19.01,0.845
6.911,11.45,-4.195,-3.264,0.745,-19.01,0.8564
6.972,11.45,-4.195,-3.264,0.745,-19.01,0.8644
8.528,11.45,-4.195,-3.264,0.745,-19.01,1.0753
10.071,11.45,-4.195,-3.264,0.745,-19.01,1.2972
10.896,11.45,-4.195,-3.264,0.745,-19.01,1.4212
11.818,11.45,-4.195,-3.264,0.745,-19.01,1.5647
-14.267,-11.13,-13.168,-16.532,11.671,0.206,-1.9839
-13.879,-11.13,-13.168,-16.532,11.671,0.206,-1.9202
-12.419,-11.13,-13.168,-16.532,11.671,0.206,-1.685
-10.415,-11.13,-13.168,-16.532,11.671,0.206,-1.379
-8.536,-11.13,-13.168,-16.532,11.671,0.206,-1.11
-3.541,-11.13,-13.168,-16.532,11.671,0.206,-0.4869
-1.473,-11.13,-13.168,-16.532,11.671,0.206,-0.2811
-1.301,-11.13,-13.168,-16.532,11.671,0.206,-0.2648
3.365,-11.13,-13.168,-16.532,11.671,0.206,0.1704
5.964,-11.13,-13.168,-16.532,11.671,0.206,0.4897
6.243,-11.13,-13.168,-16.532,11.671,0.206,0.5265
11.719,-11.13,-13.168,-16.532,11.671,0.206,1.3574
11.758,-11.13,-13.168,-16.532,11.671,0.206,1.3638
13.765,-11.13,-13.168,-16.532,11.671,0.206,1.7017
-14.994,1.05,-3.508,7.015,5.92,2.724,-2.0428
-13.758,1.05,-3.508,7.015,5.92,2.724,-1.8367
-11.252,1.05,-3.508,7.015,5.92,2.724,-1.4395
-7.216,1.05,-3.508,7.015,5.92,2.724,-0.8364
-6.462,1.05,-3.508,7.015,5.92,2.724,-0.7313
-5.28,1.05,-3.508,7.015,5.92,2.724,-0.5715
-4.88,1.05,-3.508,7.015,5.92,2.724,-0.5188
0.058,1.05,-3.508,7.015,5.92,2.724,0.0435
1.094,1.05,-3.508,7.015,5.92,2.724,0.1453
3.656,1.05,-3.508,7.015,5.92,2.724,0.4288
6.932,1.05,-3.508,7.015,5.92,2.724,0.8547
7.815,1.05,-3.508,7.015,5.92,2.724,0.9842
8.124,1.05,-3.508,7.015,5.92,2.724,1.0298
8.317,1.05,-3.508,7.015,5.92,2.724,1.0584
-11.009,-8.23,12.541,7.384,8.988,14.415,-1.4208
-5.842,-8.23,12.541,7.384,8.988,14.415,-0.7117
-2.857,-8.23,12.541,7.384,8.988,14.415,-0.351
0.018,-8.23,12.541,7.384,8.988,14.415,-0.0595
0.293,-8.23,12.541,7.384,8.988,14.415,-0.0322
1.544,-8.23,12.541,7.384,8.988,14.415,0.0949
2.003,-8.23,12.541,7.384,8.988,14.415,0.1433
2.716,-8.23,12.541,7.384,8.988,14.415,0.2221
3.475,-8.23,12.541,7.384,8.988,14.415,0.3123
4.855,-8.23,12.541,7.384,8.988,14.415,0.484
6.264,-8.23,12.541,7.384,8.988,14.415,0.6668
6.909,-8.23,12.541,7.384,8.988,14.415,0.7529
9.007,-8.23,12.541,7.384,8.988,14.415,1.0455
9.809,-8.23,12.541,7.384,8.988,14.415,1.1607
-13.592,-0.61,-13.668,-0.32,-5.7,-6.849,-1.7983
-13.072,-0.61,-13.668,-0.32,-5.7,-6.849,-1.7125
-12.123,-0.61,-13.668,-0.32,-5.7,-6.849,-1.5618
-4.678,-0.61,-13.668,-0.32,-5.7,-6.849,-0.4764
-3.839,-0.61,-13.668,-0.32,-5.7,-6.849,-0.3732
-3.57,-0.61,-13.668,-0.32,-5.7,-6.849,-0.3401
-3.395,-0.61,-13.668,-0.32,-5.7,-6.849,-0.319
-3.312,-0.61,-13.668,-0.32,-5.7,-6.849,-0.309
-2.989,-0.61,-13.668,-0.32,-5.7,-6.849,-0.2709
-1.341,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0908
0.289,-0.61,-13.668,-0.32,-5.7,-6.849,0.0691
2.932,-0.61,-13.668,-0.32,-5.7,-6.849,0.3486
3.099,-0.61,-13.668,-0.32,-5.7,-6.849,0.3686
10.41,-0.61,-13.668,-0.32,-5.7,-6.849,1.3895
-10.472,-14.68,-1.77,-19.988,-8.921,15.345,-1.4181
-8.607,-14.68,-1.77,-19.988,-8.921,15.345,-1.1674
-5.464,-14.68,-1.77,-19.988,-8.921,15.345,-0.7919
-4.872,-14.68,-1.77,-19.988,-8.921,15.345,-0.7264
-0.476,-14.68,-1.77,-19.988,-8.921,15.345,-0.3442
0.723,-14.68,-1.77,-19.988,-8.921,15.345,-0.2519
0.745,-14.68,-1.77,-19.988,-8.921,15.345,-0.2502
1.732,-14.68,-1.77,-19.988,-8.921,15.345,-0.1716
3.048,-14.68,-1.77,-19.988,-8.921,15.345,-0.059
6.123,-14.68,-1.77,-19.988,-8.921,15.345,0.2891
7.409,-14.68,-1.77,-19.988,-8.921,15.345,0.4636
8.952,-14.68,-1.77,-19.988,-8.921,15.345,0.6935
11.067,-14.68,-1.77,-19.988,-8.921,15.345,1.0305
11.657,-14.68,-1.77,-19.988,-8.921,15.345,1.1281
-14.602,-13.25,-1.204,-0.307,0.154,-10.419,-1.885
-12.109,-13.25,-1.204,-0.307,0.154,-10.419,-1.4509
-11.745,-13.25,-1.204,-0.307,0.154,-10.419,-1.3892
-9.802,-13.25,-1.204,-0.307,0.154,-10.419,-1.0714
-4.314,-13.25,-1.204,-0.307,0.154,-10.419,-0.3113
-3.593,-13.25,-1.204,-0.307,0.154,-10.419,-0.2312
-2.475,-13.25,-1.204,-0.307,0.154,-10.419,-0.126
-1.319,-13.25,-1.204,-0.307,0.154,-10.419,-0.0214
1.085,-13.25,-1.204,-0.307,0.154,-10.419,0.1835
3.403,-13.25,-1.204,-0.307,0.154,-10.419,0.3867
5.605,-13.25,-1.204,-0.307,0.154,-10.419,0.6402
9.779,-13.25,-1.204,-0.307,0.154,-10.419,1.233
9.933,-13.25,-1.204,-0.307,0.154,-10.419,1.2564
10.736,-13.25,-1.204,-0.307,0.154,-10.419,1.3798
-13.373,-8.36,-19.922,1.309,-9.454,-4.245,-1.7543
-13.032,-8.36,-19.922,1.309,-9.454,-4.245,-1.6966
-6.553,-8.36,-19.922,1.309,-9.454,-4.245,-0.7131
-5.704,-8.36,-19.922,1.309,-9.454,-4.245,-0.5992
-5.128,-8.36,-19.922,1.309,-9.454,-4.245,-0.5233
-1.216,-8.36,-19.922,1.309,-9.454,-4.245,-0.0784
1.582,-8.36,-19.922,1.309,-9.454,-4.245,0.1974
2.123,-8.36,-19.922,1.309,-9.454,-4.245,0.2526
2.19,-8.36,-19.922,1.309,-9.454,-4.245,0.2595
4.768,-8.36,-19.922,1.309,-9.454,-4.245,0.5654
5.51,-8.36,-19.922,1.309,-9.454,-4.245,0.6607
8.886,-8.36,-19.922,1.309,-9.454,-4.245,1.1275
11.082,-8.36,-19.922,1.309,-9.454,-4.245,1.4587
11.29,-8.36,-19.922,1.309,-9.454,-4.245,1.4914
-14.753,12.71,-4.153,-14.97,-16.864,0.23,-2.0501
-14.453,12.71,-4.153,-14.97,-16.864,0.23,-1.9999
-13.846,12.71,-4.153,-14.97,-16.864,0.23,-1.8991
-13.29,12.71,-4.153,-14.97,-16.864,0.23,-1.8079
-9.713,12.71,-4.153,-14.97,-16.864,0.23,-1.2504
-8.1,12.71,-4.153,-14.97,-16.864,0.23,-1.0178
-4.753,12.71,-4.153,-14.97,-16.864,0.23,-0.58
-4.398,12.71,-4.153,-14.97,-16.864,0.23,-0.5377
2.808,12.71,-4.153,-14.97,-16.864,0.23,0.1227
3.11,12.71,-4.153,-14.97,-16.864,0.23,0.1515
3.128,12.71,-4.153,-14.97,-16.864,0.23,0.1532
6.059,12.71,-4.153,-14.97,-16.864,0.23,0.4992
10.556,12.71,-4.153,-14.97,-16.864,0.23,1.1595
11.073,12.71,-4.153,-14.97,-16.864,0.23,1.2436
-14.965,12.56,6.488,-3.849,-19.262,-5.265,-2.0243
-9.556,12.56,6.488,-3.849,-19.262,-5.265,-1.1155
-7.56,12.56,6.488,-3.849,-19.262,-5.265,-0.8153
-6.088,12.56,6.488,-3.849,-19.262,-5.265,-0.6134
-2.505,12.56,6.488,-3.849,-19.262,-5.265,-0.2041
0.972,12.56,6.488,-3.849,-19.262,-5.265,0.0974
1.112,12.56,6.488,-3.849,-19.262,-5.265,0.1093
2.678,12.56,6.488,-3.849,-19.262,-5.265,0.2476
3.504,12.56,6.488,-3.849,-19.262,-5.265,0.3258
5.719,12.56,6.488,-3.849,-19.262,-5.265,0.5952
6.223,12.56,6.488,-3.849,-19.262,-5.265,0.6626
6.683,12.56,6.488,-3.849,-19.262,-5.265,0.7256
9.516,12.56,6.488,-3.849,-19.262,-5.265,1.1486
9.904,12.56,6.488,-3.849,-19.262,-5.265,1.2102
-12.789,13.3,10.541,-18.151,-13.949,9.54,-1.7647
-11.809,13.3,10.541,-18.151,-13.949,9.54,-1.6142
-8.134,13.3,10.541,-18.151,-13.949,9.54,-1.0809
-7.963,13.3,10.541,-18.151,-13.949,9.54,-1.0579
-5.295,13.3,10.541,-18.151,-13.949,9.54,-0.723
-2.001,13.3,10.541,-18.151,-13.949,9.54,-0.4045
-1.244,13.3,10.541,-18.151,-13.949,9.54,-0.3414
-0.449,13.3,10.541,-18.151,-13.949,9.54,-0.2764
1.59,13.3,10.541,-18.151,-13.949,9.54,-0.1052
1.706,13.3,10.541,-18.151,-13.949,9.54,-0.0949
3.106,13.3,10.541,-18.151,-13.949,9.54,0.0332
8.464,13.3,10.541,-18.151,-13.949,9.54,0.7236
11.428,13.3,10.541,-18.151,-13.949,9.54,1.1857
13.299,13.3,10.541,-18.151,-13.949,9.54,1.4983
-13.318,-8.96,9.896,-14.964,0.253,-11.287,-1.7268
-10.996,-8.96,9.896,-14.964,0.253,-11.287,-1.3664
-8.535,-8.96,9.896,-14.964,0.253,-11.287,-1.0202
-5.394,-8.96,9.896,-14.964,0.253,-11.287,-0.6266
-4.042,-8.96,9.896,-14.964,0.253,-11.287,-0.4659
-1.114,-8.96,9.896,-14.964,0.253,-11.287,-0.1493
-0.063,-8.96,9.896,-14.964,0.253,-11.287,-0.043
1.196,-8.96,9.896,-14.964,0.253,-11.287,0.0824
5.038,-8.96,9.896,-14.964,0.253,-11.287,0.5138
6.485,-8.96,9.896,-14.964,0.253,-11.287,0.7004
8.162,-8.96,9.896,-14.964,0.253,-11.287,0.9251
10.484,-8.96,9.896,-14.964,0.253,-11.287,1.251
12.153,-8.96,9.896,-14.964,0.253,-11.287,1.5015
12.688,-8.96,9.896,-14.964,0.253,-11.287,1.585
-10.554,11.5,13.412,2.594,0.731,8.479,-1.36
-3.246,11.5,13.412,2.594,0.731,8.479,-0.3584
1.003,11.5,13.412,2.594,0.731,8.479,0.0401
2.617,11.5,13.412,2.594,0.731,8.479,0.188
4.39,11.5,13.412,2.594,0.731,8.479,0.3792
4.59,11.5,13.412,2.594,0.731,8.479,0.4033
5.185,11.5,13.412,2.594,0.731,8.479,0.4762
5.262,11.5,13.412,2.594,0.731,8.479,0.4857
5.57,11.5,13.412,2.594,0.731,8.479,0.5243
7.711,11.5,13.412,2.594,0.731,8.479,0.8167
7.801,11.5,13.412,2.594,0.731,8.479,0.8296
8.214,11.5,13.412,2.594,0.731,8.479,0.8893
10.523,11.5,13.412,2.594,0.731,8.479,1.2448
11.893,11.5,13.412,2.594,0.731,8.479,1.47
-13.985,1.28,-0.381,-5.508,-16.949,-1.304,-1.9375
-11.839,1.28,-0.381,-5.508,-16.949,-1.304,-1.599
-11.343,1.28,-0.381,-5.508,-16.949,-1.304,-1.5228
-6.609,1.28,-0.381,-5.508,-16.949,-1.304,-0.8202
-6.226,1.28,-0.381,-5.508,-16.949,-1.304,-0.7676
-3.932,1.28,-0.381,-5.508,-16.949,-1.304,-0.5112
-3.442,1.28,-0.381,-5.508,-16.949,-1.304,-0.4231
-3.376,1.28,-0.381,-5.508,-16.949,-1.304,-0.4125
6.421,1.28,-0.381,-5.508,-16.949,-1.304,0.7115
7.731,1.28,-0.381,-5.508,-16.949,-1.304,0.9082
8.591,1.28,-0.381,-5.508,-16.949,-1.304,1.0383
9.442,1.28,-0.381,-5.508,-16.949,-1.304,1.1669
10.952,1.28,-0.381,-5.508,-16.949,-1.304,1.3976
11.843,1.28,-0.381,-5.508,-16.949,-1.304,1.5363
-7.07,6.72,-7.342,4.907,10.227,-9.02,-0.7247
-4.962,6.72,-7.342,4.907,10.227,-9.02,-0.4466
-2.285,6.72,-7.342,4.907,10.227,-9.02,-0.1235
-1.93,6.72,-7.342,4.907,10.227,-9.02,-0.0853
-0.844,6.72,-7.342,4.907,10.227,-9.02,0.026
-0.076,6.72,-7.342,4.907,10.227,-9.02,0.1029
1.421,6.72,-7.342,4.907,10.227,-9.02,0.2537
4.32,6.72,-7.342,4.907,10.227,-9.02,0.5895
5.27,6.72,-7.342,4.907,10.227,-9.02,0.7116
5.719,6.72,-7.342,4.907,10.227,-9.02,0.7706
7.662,6.72,-7.342,4.907,10.227,-9.02,1.0325
9.414,6.72,-7.342,4.907,10.227,-9.02,1.2792
10.878,6.72,-7.342,4.907,10.227,-9.02,1.4875
13.496,6.72,-7.342,4.907,10.227,-9.02,1.884
-13.936,12.42,16.721,11.682,6.939,-18.368,-1.597
-7.583,12.42,16.721,11.682,6.939,-18.368,-0.5763
-2.684,12.42,16.721,11.682,6.939,-18.368,0.0128
-2.367,12.42,16.721,11.682,6.939,-18.368,0.0419
0.023,12.42,16.721,11.682,6.939,-18.368,0.253
2.13,12.42,16.721,11.682,6.939,-18.368,0.4285
5.43,12.42,16.721,11.682,6.939,-18.368,0.7599
6.834,12.42,16.721,11.682,6.939,-18.368,0.9296
6.846,12.42,16.721,11.682,6.939,-18.368,0.9311
7.007,12.42,16.721,11.682,6.939,-18.368,0.9513
9.049,12.42,16.721,11.682,6.939,-18.368,1.218
9.566,12.42,16.721,11.682,6.939,-18.368,1.287
9.909,12.42,16.721,11.682,6.939,-18.368,1.3356
11.591,12.42,16.721,11.682,6.939,-18.368,1.5812
-14.285,-13.81,-18.345,13.866,9.681,-4.889,-1.739
-13.827,-13.81,-18.345,13.866,9.681,-4.889,-1.659
-11.588,-13.81,-18.345,13.866,9.681,-4.889,-1.2764
-11.401,-13.81,-18.345,13.866,9.681,-4.889,-1.2453
-1.17,-13.81,-18.345,13.866,9.681,-4.889,0.0714
-1.166,-13.81,-18.345,13.866,9.681,-4.889,0.0717
-0.123,-13.81,-18.345,13.866,9.681,-4.889,0.1576
0.821,-13.81,-18.345,13.866,9.681,-4.889,0.2351
0.902,-13.81,-18.345,13.866,9.681,-4.889,0.2419
1.71,-13.81,-18.345,13.866,9.681,-4.889,0.31
2.267,-13.81,-18.345,13.866,9.681,-4.889,0.3587
2.334,-13.81,-18.345,13.866,9.681,-4.889,0.3647
4.459,-13.81,-18.345,13.866,9.681,-4.889,0.5753
6.861,-13.81,-18.345,13.866,9.681,-4.889,0.8823
-14.221,-14.42,-18.277,17.088,-19.05,-0.193,-1.7358
-12.692,-14.42,-18.277,17.088,-19.05,-0.193,-1.474
-8.112,-14.42,-18.277,17.088,-19.05,-0.193,-0.7402
-5.697,-14.42,-18.277,17.088,-19.05,-0.193,-0.4046
-5.254,-14.42,-18.277,17.088,-19.05,-0.193,-0.348
-2.912,-14.42,-18.277,17.088,-19.05,-0.193,-0.0964
1.499,-14.42,-18.277,17.088,-19.05,-0.193,0.2626
5.276,-14.42,-18.277,17.088,-19.05,-0.193,0.618
6.198,-14.42,-18.277,17.088,-19.05,-0.193,0.7287
6.312,-14.42,-18.277,17.088,-19.05,-0.193,0.7428
7.375,-14.42,-18.277,17.088,-19.05,-0.193,0.8792
9.979,-14.42,-18.277,17.088,-19.05,-0.193,1.2449
11.163,-14.42,-18.277,17.088,-19.05,-0.193,1.4264
12.967,-14.42,-18.277,17.088,-19.05,-0.193,1.7182
-13.512,-12.3,15.814,-4.315,4.223,-19.302,-1.6549
-12.634,-12.3,15.814,-4.315,4.223,-19.302,-1.5072
-11.4,-12.3,15.814,-4.315,4.223,-19.302,-1.3034
-2.998,-12.3,15.814,-4.315,4.223,-19.302,-0.1427
-2.965,-12.3,15.814,-4.315,4.223,-19.302,-0.1396
-2.838,-12.3,15.814,-4.315,4.223,-19.302,-0.1277
3.88,-12.3,15.814,-4.315,4.223,-19.302,0.4478
4.313,-12.3,15.814,-4.315,4.223,-19.302,0.4928
4.366,-12.3,15.814,-4.315,4.223,-19.302,0.4986
10.478,-12.3,15.814,-4.315,4.223,-19.302,1.3036
10.77,-12.3,15.814,-4.315,4.223,-19.302,1.3488
12.054,-12.3,15.814,-4.315,4.223,-19.302,1.5533
12.126,-12.3,15.814,-4.315,4.223,-19.302,1.565
13.184,-12.3,15.814,-4.315,4.223,-19.302,1.7406
-11.766,-7.88,1.195,-6.7,-3.416,9.103,-1.6274
-11.186,-7.88,1.195,-6.7,-3.416,9.103,-1.5412
-10.103,-7.88,1.195,-6.7,-3.416,9.103,-1.3824
-8.118,-7.88,1.195,-6.7,-3.416,9.103,-1.1074
-7.66,-7.88,1.195,-6.7,-3.416,9.103,-1.0442
-7.602,-7.88,1.195,-6.7,-3.416,9.103,-1.0362
-7.208,-7.88,1.195,-6.7,-3.416,9.103,-0.9826
-5.327,-7.88,1.195,-6.7,-3.416,9.103,-0.7356
-3.158,-7.88,1.195,-6.7,-3.416,9.103,-0.4675
1.566,-7.88,1.195,-6.7,-3.416,9.103,0.0286
2.34,-7.88,1.195,-6.7,-3.416,9.103,0.1098
4.773,-7.88,1.195,-6.7,-3.416,9.103,0.4003
5.081,-7.88,1.195,-6.7,-3.416,9.103,0.4387
6.542,-7.88,1.195,-6.7,-3.416,9.103,0.6262
-11.967,1.03,1.818,-6.028,13.546,15.341,-1.6671
-7.863,1.03,1.818,-6.028,13.546,15.341,-1.0982
-6.651,1.03,1.818,-6.028,13.546,15.341,-0.935
-4.327,1.03,1.818,-6.028,13.546,15.341,-0.6629
-4.027,1.03,1.818,-6.028,13.546,15.341,-0.6256
-3.755,1.03,1.818,-6.028,13.546,15.341,-0.5878
-3.349,1.03,1.818,-6.028,13.546,15.341,-0.5299
-0.697,1.03,1.818,-6.028,13.546,15.341,-0.2386
0.009,1.03,1.818,-6.028,13.546,15.341,-0.1696
0.92,1.03,1.818,-6.028,13.546,15.341,-0.0724
3.937,1.03,1.818,-6.028,13.546,15.341,0.2395
9.951,1.03,1.818,-6.028,13.546,15.341,1.099
10.919,1.03,1.818,-6.028,13.546,15.341,1.2432
11.456,1.03,1.818,-6.028,13.546,15.341,1.3249
-14.298,-12.97,-0.352,6.238,17.83,-11.621,-1.7564
-13.508,-12.97,-0.352,6.238,17.83,-11.621,-1.6179
-9.859,-12.97,-0.352,6.238,17.83,-11.621,-1.0112
-8.135,-12.97,-0.352,6.238,17.83,-11.621,-0.751
-6.792,-12.97,-0.352,6.238,17.83,-11.621,-0.5617
-4.562,-12.97,-0.352,6.238,17.83,-11.621,-0.2776
3.175,-12.97,-0.352,6.238,17.83,-11.621,0.4351
3.42,-12.97,-0.352,6.238,17.83,-11.621,0.4576
5.383,-12.97,-0.352,6.238,17.83,-11.621,0.6821
9.306,-12.97,-0.352,6.238,17.83,-11.621,1.2122
11.446,-12.97,-0.352,6.238,17.83,-11.621,1.5352
11.609,-12.97,-0.352,6.238,17.83,-11.621,1.5605
12.575,-12.97,-0.352,6.238,17.83,-11.621,1.7132
12.998,-12.97,-0.352,6.238,17.83,-11.621,1.7815
-14.883,-1.36,10.599,-1.904,19.84,-9.062,-1.9768
-10.911,-1.36,10.599,-1.904,19.84,-9.062,-1.3551
-8.993,-1.36,10.599,-1.904,19.84,-9.062,-1.0741
-2.132,-1.36,10.599,-1.904,19.84,-9.062,-0.1712
-1.992,-1.36,10.599,-1.904,19.84,-9.062,-0.1548
1.755,-1.36,10.599,-1.904,19.84,-9.062,0.2323
7.559,-1.36,10.599,-1.904,19.84,-9.062,0.9466
7.703,-1.36,10.599,-1.904,19.84,-9.062,0.9678
9.344,-1.36,10.599,-1.904,19.84,-9.062,1.2061
10.195,-1.36,10.599,-1.904,19.84,-9.062,1.3293
11.632,-1.36,10.599,-1.904,19.84,-9.062,1.541
12.692,-1.36,10.599,-1.904,19.84,-9.062,1.6979
13.254,-1.36,10.599,-1.904,19.84,-9.062,1.7854
13.618,-1.36,10.599,-1.904,19.84,-9.062,1.8429
-14.699,-3.39,4.109,5.968,19.66,-15.226,-1.8451
-12.573,-3.39,4.109,5.968,19.66,-15.226,-1.4976
-11.694,-3.39,4.109,5.968,19.66,-15.226,-1.3627
-11.009,-3.39,4.109,5.968,19.66,-15.226,-1.2595
-9.901,-3.39,4.109,5.968,19.66,-15.226,-1.0946
-4.406,-3.39,4.109,5.968,19.66,-15.226,-0.4211
-1.114,-3.39,4.109,5.968,19.66,-15.226,0.0361
1.941,-3.39,4.109,5.968,19.66,-15.226,0.3465
3.032,-3.39,4.109,5.968,19.66,-15.226,0.4447
4.408,-3.39,4.109,5.968,19.66,-15.226,0.5178
6.56,-3.39,4.109,5.968,19.66,-15.226,0.877
6.694,-3.39,4.109,5.968,19.66,-15.226,0.8967
6.914,-3.39,4.109,5.968,19.66,-15.226,0.9287
7.842,-3.39,4.109,5.968,19.66,-15.226,1.0607
-14.359,4.13,-3.305,-17.641,18.893,-4.578,-1.9604
-13.195,4.13,-3.305,-17.641,18.893,-4.578,-1.7713
-12.289,4.13,-3.305,-17.641,18.893,-4.578,-1.6281
-10.956,4.13,-3.305,-17.641,18.893,-4.578,-1.4294
-4.952,4.13,-3.305,-17.641,18.893,-4.578,-0.627
-0.801,4.13,-3.305,-17.641,18.893,-4.578,-0.2018
-0.588,4.13,-3.305,-17.641,18.893,-4.578,-0.1808
0.701,4.13,-3.305,-17.641,18.893,-4.578,-0.0564
1.982,4.13,-3.305,-17.641,18.893,-4.578,0.071
4.503,4.13,-3.305,-17.641,18.893,-4.578,0.3919
9.193,4.13,-3.305,-17.641,18.893,-4.578,1.0566
9.967,4.13,-3.305,-17.641,18.893,-4.578,1.1703
11.284,4.13,-3.305,-17.641,18.893,-4.578,1.3672
12.416,4.13,-3.305,-17.641,18.893,-4.578,1.5385
-14.274,4.12,4.432,11.067,15.475,7.179,-1.9178
-11.857,4.12,4.432,11.067,15.475,7.179,-1.5297
-10.183,4.12,4.432,11.067,15.475,7.179,-1.2756
-9.615,4.12,4.432,11.067,15.475,7.179,-1.1911
-6.998,4.12,4.432,11.067,15.475,7.179,-0.8142
-4.236,4.12,4.432,11.067,15.475,7.179,-0.4485
-2.655,4.12,4.432,11.067,15.475,7.179,-0.2652
-0.94,4.12,4.432,11.067,15.475,7.179,-0.0849
0.776,4.12,4.432,11.067,15.475,7.179,0.0867
2.104,4.12,4.432,11.067,15.475,7.179,0.2279
5.156,4.12,4.432,11.067,15.475,7.179,0.6057
8.893,4.12,4.432,11.067,15.475,7.179,1.1282
12.933,4.12,4.432,11.067,15.475,7.179,1.7284
13.344,4.12,4.432,11.067,15.475,7.179,1.7931
-14.948,-5.47,-13.94,12.044,15.783,6.762,-1.9871
-13.66,-5.47,-13.94,12.044,15.783,6.762,-1.7762
-13.381,-5.47,-13.94,12.044,15.783,6.762,-1.7317
-13.062,-5.47,-13.94,12.044,15.783,6.762,-1.6814
-8.769,-5.47,-13.94,12.044,15.783,6.762,-1.0408
-7.694,-5.47,-13.94,12.044,15.783,6.762,-0.8908
-4.621,-5.47,-13.94,12.044,15.783,6.762,-0.4801
1.923,-5.47,-13.94,12.044,15.783,6.762,0.2135
2.819,-5.47,-13.94,12.044,15.783,6.762,0.3216
4.107,-5.47,-13.94,12.044,15.783,6.762,0.4824
4.719,-5.47,-13.94,12.044,15.783,6.762,0.5606
9.004,-5.47,-13.94,12.044,15.783,6.762,1.1435
9.024,-5.47,-13.94,12.044,15.783,6.762,1.1463
10.358,-5.47,-13.94,12.044,15.783,6.762,1.3378
-14.839,-11.0,-10.664,-13.606,14.859,19.798,-2.1025
-10.969,-11.0,-10.664,-13.606,14.859,19.798,-1.5068
-5.268,-11.0,-10.664,-13.606,14.859,19.798,-0.7803
-4.93,-11.0,-10.664,-13.606,14.859,19.798,-0.7429
-2.203,-11.0,-10.664,-13.606,14.859,19.798,-0.4727
-0.529,-11.0,-10.664,-13.606,14.859,19.798,-0.3263
-0.249,-11.0,-10.664,-13.606,14.859,19.798,-0.3016
4.311,-11.0,-10.664,-13.606,14.859,19.798,0.1526
5.012,-11.0,-10.664,-13.606,14.859,19.798,0.2396
5.174,-11.0,-10.664,-13.606,14.859,19.798,0.2601
