ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CM
-2.22,8.37,-12.996,19.792,19.435,-15.437,0.1298
0.517,8.37,-12.996,19.792,19.435,-15.437,0.122
4.522,8.37,-12.996,19.792,19.435,-15.437,0.0876
5.359,8.37,-12.996,19.792,19.435,-15.437,0.0742
7.426,8.37,-12.996,19.792,19.435,-15.437,0.0363
9.462,8.37,-12.996,19.792,19.435,-15.437,-0.0033
11.432,8.37,-12.996,19.792,19.435,-15.437,-0.0453
11.978,8.37,-12.996,19.792,19.435,-15.437,-0.0569
12.096,8.37,-12.996,19.792,19.435,-15.437,-0.0594
-11.855,6.64,0.826,-19.082,2.839,-4.227,0.0974
-11.245,6.64,0.826,-19.082,2.839,-4.227,0.0864
-10.199,6.64,0.826,-19.082,2.839,-4.227,0.0694
-9.343,6.64,0.826,-19.082,2.839,-4.227,0.056
-9.034,6.64,0.826,-19.082,2.839,-4.227,0.0511
-4.933,6.64,0.826,-19.082,2.839,-4.227,-0.0118
-4.559,6.64,0.826,-19.082,2.839,-4.227,-0.017
-2.637,6.64,0.826,-19.082,2.839,-4.227,-0.0401
-0.333,6.64,0.826,-19.082,2.839,-4.227,-0.0515
2.698,6.64,0.826,-19.082,2.839,-4.227,-0.0614
7.978,6.64,0.826,-19.082,2.839,-4.227,-0.1084
9.31,6.64,0.826,-19.082,2.839,-4.227,-0.1244
12.211,6.64,0.826,-19.082,2.839,-4.227,-0.1658
12.54,6.64,0.826,-19.082,2.839,-4.227,-0.1713
-14.456,-8.26,14.237,-19.006,-17.726,7.581,0.1168
-12.17,-8.26,14.237,-19.006,-17.726,7.581,0.0648
-11.567,-8.26,14.237,-19.006,-17.726,7.581,0.0517
-9.387,-8.26,14.237,-19.006,-17.726,7.581,0.0071
-7.948,-8.26,14.237,-19.006,-17.726,7.581,-0.0179
-3.904,-8.26,14.237,-19.006,-17.726,7.581,-0.0739
-0.89,-8.26,14.237,-19.006,-17.726,7.581,-0.0913
1.021,-8.26,14.237,-19.006,-17.726,7.581,-0.0938
1.317,-8.26,14.237,-19.006,-17.726,7.581,-0.0944
6.014,-8.26,14.237,-19.006,-17.726,7.581,-0.1271
6.151,-8.26,14.237,-19.006,-17.726,7.581,-0.1284
7.058,-8.26,14.237,-19.006,-17.726,7.581,-0.1378
7.235,-8.26,14.237,-19.006,-17.726,7.581,-0.1398
10.279,-8.26,14.237,-19.006,-17.726,7.581,-0.1757
-12.942,11.45,-4.195,-3.264,0.745,-19.01,0.1604
-11.773,11.45,-4.195,-3.264,0.745,-19.01,0.1414
-7.48,11.45,-4.195,-3.264,0.745,-19.01,0.0864
-5.858,11.45,-4.195,-3.264,0.745,-19.01,0.0713
-0.497,11.45,-4.195,-3.264,0.745,-19.01,0.0544
3.024,11.45,-4.195,-3.264,0.745,-19.01,0.0505
3.257,11.45,-4.195,-3.264,0.745,-19.01,0.0495
6.824,11.45,-4.195,-3.264,0.745,-19.01,0.0145
6.911,11.45,-4.195,-3.264,0.745,-19.01,0.0134
6.972,11.45,-4.195,-3.264,0.745,-19.01,0.0125
8.528,11.45,-4.195,-3.264,0.745,-19.01,-0.0098
10.071,11.45,-4.195,-3.264,0.745,-19.01,-0.0351
10.896,11.45,-4.195,-3.264,0.745,-19.01,-0.05
11.818,11.45,-4.195,-3.264,0.745,-19.01,-0.0668
-14.267,-11.13,-13.168,-16.532,11.671,0.206,0.1058
-13.879,-11.13,-13.168,-16.532,11.671,0.206,0.0981
-12.419,-11.13,-13.168,-16.532,11.671,0.206,0.069
-10.415,-11.13,-13.168,-16.532,11.671,0.206,0.0308
-8.536,-11.13,-13.168,-16.532,11.671,0.206,0.0001
-3.541,-11.13,-13.168,-16.532,11.671,0.206,-0.0505
-1.473,-11.13,-13.168,-16.532,11.671,0.206,-0.0565
-1.301,-11.13,-13.168,-16.532,11.671,0.206,-0.0568
3.365,-11.13,-13.168,-16.532,11.671,0.206,-0.0609
5.964,-11.13,-13.168,-16.532,11.671,0.206,-0.0779
6.243,-11.13,-13.168,-16.532,11.671,0.206,-0.08
11.719,-11.13,-13.168,-16.532,11.671,0.206,-0.1471
11.758,-11.13,-13.168,-16.532,11.671,0.206,-0.1477
13.765,-11.13,-13.168,-16.532,11.671,0.206,-0.1806
-14.994,1.05,-3.508,7.015,5.92,2.724,0.1816
-13.758,1.05,-3.508,7.015,5.92,2.724,0.1607
-11.252,1.05,-3.508,7.015,5.92,2.724,0.1239
-7.216,1.05,-3.508,7.015,5.92,2.724,0.0725
-6.462,1.05,-3.508,7.015,5.92,2.724,0.0644
-5.28,1.05,-3.508,7.015,5.92,2.724,0.0522
-4.88,1.05,-3.508,7.015,5.92,2.724,0.0482
0.058,1.05,-3.508,7.015,5.92,2.724,0.0142
1.094,1.05,-3.508,7.015,5.92,2.724,0.0104
3.656,1.05,-3.508,7.015,5.92,2.724,-0.004
6.932,1.05,-3.508,7.015,5.92,2.724,-0.0331
7.815,1.05,-3.508,7.015,5.92,2.724,-0.0444
8.124,1.05,-3.508,7.015,5.92,2.724,-0.0486
8.317,1.05,-3.508,7.015,5.92,2.724,-0.0512
-11.009,-8.23,12.541,7.384,8.988,14.415,0.0803
-5.842,-8.23,12.541,7.384,8.988,14.415,0.0053
-2.857,-8.23,12.541,7.384,8.988,14.415,-0.0209
0.018,-8.23,12.541,7.384,8.988,14.415,-0.0273
0.293,-8.23,12.541,7.384,8.988,14.415,-0.0274
1.544,-8.23,12.541,7.384,8.988,14.415,-0.0281
2.003,-8.23,12.541,7.384,8.988,14.415,-0.0289
2.716,-8.23,12.541,7.384,8.988,14.415,-0.0311
3.475,-8.23,12.541,7.384,8.988,14.415,-0.0355
4.855,-8.23,12.541,7.384,8.988,14.415,-0.0451
6.264,-8.23,12.541,7.384,8.988,14.415,-0.0578
6.909,-8.23,12.541,7.384,8.988,14.415,-0.0645
9.007,-8.23,12.541,7.384,8.988,14.415,-0.0896
9.809,-8.23,12.541,7.384,8.988,14.415,-0.0997
-13.592,-0.61,-13.668,-0.32,-5.7,-6.849,0.165
-13.072,-0.61,-13.668,-0.32,-5.7,-6.849,0.1569
-12.123,-0.61,-13.668,-0.32,-5.7,-6.849,0.1437
-4.678,-0.61,-13.668,-0.32,-5.7,-6.849,0.0591
-3.839,-0.61,-13.668,-0.32,-5.7,-6.849,0.0517
-3.57,-0.61,-13.668,-0.32,-5.7,-6.849,0.049
-3.395,-0.61,-13.668,-0.32,-5.7,-6.849,0.0473
-3.312,-0.61,-13.668,-0.32,-5.7,-6.849,0.0466
-2.989,-0.61,-13.668,-0.32,-5.7,-6.849,0.0436
-1.341,-0.61,-13.668,-0.32,-5.7,-6.849,0.0311
0.289,-0.61,-13.668,-0.32,-5.7,-6.849,0.0235
2.932,-0.61,-13.668,-0.32,-5.7,-6.849,0.0126
3.099,-0.61,-13.668,-0.32,-5.7,-6.849,0.0115
10.41,-0.61,-13.668,-0.32,-5.7,-6.849,-0.0687
-10.472,-14.68,-1.77,-19.988,-8.921,15.345,-0.0065
-8.607,-14.68,-1.77,-19.988,-8.921,15.345,-0.0451
-5.464,-14.68,-1.77,-19.988,-8.921,15.345,-0.0973
-4.872,-14.68,-1.77,-19.988,-8.921,15.345,-0.1046
-0.476,-14.68,-1.77,-19.988,-8.921,15.345,-0.1204
0.723,-14.68,-1.77,-19.988,-8.921,15.345,-0.1186
0.745,-14.68,-1.77,-19.988,-8.921,15.345,-0.1185
1.732,-14.68,-1.77,-19.988,-8.921,15.345,-0.1171
3.048,-14.68,-1.77,-19.988,-8.921,15.345,-0.1168
6.123,-14.68,-1.77,-19.988,-8.921,15.345,-0.1317
7.409,-14.68,-1.77,-19.988,-8.921,15.345,-0.1414
8.952,-14.68,-1.77,-19.988,-8.921,15.345,-0.1578
11.067,-14.68,-1.77,-19.988,-8.921,15.345,-0.1848
11.657,-14.68,-1.77,-19.988,-8.921,15.345,-0.1934
-14.602,-13.25,-1.204,-0.307,0.154,-10.419,0.1588
-12.109,-13.25,-1.204,-0.307,0.154,-10.419,0.1215
-11.745,-13.25,-1.204,-0.307,0.154,-10.419,0.1163
-9.802,-13.25,-1.204,-0.307,0.154,-10.419,0.0909
-4.314,-13.25,-1.204,-0.307,0.154,-10.419,0.0389
-3.593,-13.25,-1.204,-0.307,0.154,-10.419,0.034
-2.475,-13.25,-1.204,-0.307,0.154,-10.419,0.0325
-1.319,-13.25,-1.204,-0.307,0.154,-10.419,0.0328
1.085,-13.25,-1.204,-0.307,0.154,-10.419,0.0377
3.403,-13.25,-1.204,-0.307,0.154,-10.419,0.0395
5.605,-13.25,-1.204,-0.307,0.154,-10.419,0.0252
9.779,-13.25,-1.204,-0.307,0.154,-10.419,-0.023
9.933,-13.25,-1.204,-0.307,0.154,-10.419,-0.0255
10.736,-13.25,-1.204,-0.307,0.154,-10.419,-0.0388
-13.373,-8.36,-19.922,1.309,-9.454,-4.245,0.1456
-13.032,-8.36,-19.922,1.309,-9.454,-4.245,0.1403
-6.553,-8.36,-19.922,1.309,-9.454,-4.245,0.0605
-5.704,-8.36,-19.922,1.309,-9.454,-4.245,0.0525
-5.128,-8.36,-19.922,1.309,-9.454,-4.245,0.047
-1.216,-8.36,-19.922,1.309,-9.454,-4.245,0.0233
1.582,-8.36,-19.922,1.309,-9.454,-4.245,0.0195
2.123,-8.36,-19.922,1.309,-9.454,-4.245,0.0189
2.19,-8.36,-19.922,1.309,-9.454,-4.245,0.0188
4.768,-8.36,-19.922,1.309,-9.454,-4.245,0.0057
5.51,-8.36,-19.922,1.309,-9.454,-4.245,0.0005
8.886,-8.36,-19.922,1.309,-9.454,-4.245,-0.0328
11.082,-8.36,-19.922,1.309,-9.454,-4.245,-0.0631
11.29,-8.36,-19.922,1.309,-9.454,-4.245,-0.0664
-14.753,12.71,-4.153,-14.97,-16.864,0.23,0.1067
-14.453,12.71,-4.153,-14.97,-16.864,0.23,0.1006
-13.846,12.71,-4.153,-14.97,-16.864,0.23,0.0882
-13.29,12.71,-4.153,-14.97,-16.864,0.23,0.0767
-9.713,12.71,-4.153,-14.97,-16.864,0.23,0.0095
-8.1,12.71,-4.153,-14.97,-16.864,0.23,-0.0153
-4.753,12.71,-4.153,-14.97,-16.864,0.23,-0.0495
-4.398,12.71,-4.153,-14.97,-16.864,0.23,-0.0518
2.808,12.71,-4.153,-14.97,-16.864,0.23,-0.053
3.11,12.71,-4.153,-14.97,-16.864,0.23,-0.0533
3.128,12.71,-4.153,-14.97,-16.864,0.23,-0.0534
6.059,12.71,-4.153,-14.97,-16.864,0.23,-0.0736
10.556,12.71,-4.153,-14.97,-16.864,0.23,-0.126
11.073,12.71,-4.153,-14.97,-16.864,0.23,-0.1331
-14.965,12.56,6.488,-3.849,-19.262,-5.265,0.1369
-9.556,12.56,6.488,-3.849,-19.262,-5.265,0.0547
-7.56,12.56,6.488,-3.849,-19.262,-5.265,0.0325
-6.088,12.56,6.488,-3.849,-19.262,-5.265,0.0189
-2.505,12.56,6.488,-3.849,-19.262,-5.265,0.0003
0.972,12.56,6.488,-3.849,-19.262,-5.265,0.004
1.112,12.56,6.488,-3.849,-19.262,-5.265,0.0042
2.678,12.56,6.488,-3.849,-19.262,-5.265,0.0046
3.504,12.56,6.488,-3.849,-19.262,-5.265,0.0034
5.719,12.56,6.488,-3.849,-19.262,-5.265,-0.0112
6.223,12.56,6.488,-3.849,-19.262,-5.265,-0.0152
6.683,12.56,6.488,-3.849,-19.262,-5.265,-0.0191
9.516,12.56,6.488,-3.849,-19.262,-5.265,-0.0478
9.904,12.56,6.488,-3.849,-19.262,-5.265,-0.0525
-12.789,13.3,10.541,-18.151,-13.949,9.54,0.0489
-11.809,13.3,10.541,-18.151,-13.949,9.54,0.0273
-8.134,13.3,10.541,-18.151,-13.949,9.54,-0.0399
-7.963,13.3,10.541,-18.151,-13.949,9.54,-0.0427
-5.295,13.3,10.541,-18.151,-13.949,9.54,-0.078
-2.001,13.3,10.541,-18.151,-13.949,9.54,-0.0994
-1.244,13.3,10.541,-18.151,-13.949,9.54,-0.0992
-0.449,13.3,10.541,-18.151,-13.949,9.54,-0.0983
1.59,13.3,10.541,-18.151,-13.949,9.54,-0.0955
1.706,13.3,10.541,-18.151,-13.949,9.54,-0.0954
3.106,13.3,10.541,-18.151,-13.949,9.54,-0.0959
8.464,13.3,10.541,-18.151,-13.949,9.54,-0.1365
11.428,13.3,10.541,-18.151,-13.949,9.54,-0.1768
13.299,13.3,10.541,-18.151,-13.949,9.54,-0.2065
-13.318,-8.96,9.896,-14.964,0.253,-11.287,0.1442
-10.996,-8.96,9.896,-14.964,0.253,-11.287,0.1006
-8.535,-8.96,9.896,-14.964,0.253,-11.287,0.0586
-5.394,-8.96,9.896,-14.964,0.253,-11.287,0.0163
-4.042,-8.96,9.896,-14.964,0.253,-11.287,0.0041
-1.114,-8.96,9.896,-14.964,0.253,-11.287,-0.009
-0.063,-8.96,9.896,-14.964,0.253,-11.287,-0.0106
1.196,-8.96,9.896,-14.964,0.253,-11.287,-0.0117
5.038,-8.96,9.896,-14.964,0.253,-11.287,-0.0305
6.485,-8.96,9.896,-14.964,0.253,-11.287,-0.0449
8.162,-8.96,9.896,-14.964,0.253,-11.287,-0.0673
10.484,-8.96,9.896,-14.964,0.253,-11.287,-0.1072
12.153,-8.96,9.896,-14.964,0.253,-11.287,-0.1395
12.688,-8.96,9.896,-14.964,0.253,-11.287,-0.1504
-10.554,11.5,13.412,2.594,0.731,8.479,0.0497
-3.246,11.5,13.412,2.594,0.731,8.479,-0.0172
1.003,11.5,13.412,2.594,0.731,8.479,-0.0184
2.617,11.5,13.412,2.594,0.731,8.479,-0.018
4.39,11.5,13.412,2.594,0.731,8.479,-0.0253
4.59,11.5,13.412,2.594,0.731,8.479,-0.0264
5.185,11.5,13.412,2.594,0.731,8.479,-0.0302
5.262,11.5,13.412,2.594,0.731,8.479,-0.0307
5.57,11.5,13.412,2.594,0.731,8.479,-0.0328
7.711,11.5,13.412,2.594,0.731,8.479,-0.0541
7.801,11.5,13.412,2.594,0.731,8.479,-0.0551
8.214,11.5,13.412,2.594,0.731,8.479,-0.06
10.523,11.5,13.412,2.594,0.731,8.479,-0.0896
11.893,11.5,13.412,2.594,0.731,8.479,-0.1092
-13.985,1.28,-0.381,-5.508,-16.949,-1.304,0.1351
-11.839,1.28,-0.381,-5.508,-16.949,-1.304,0.099
-11.343,1.28,-0.381,-5.508,-16.949,-1.304,0.0916
-6.609,1.28,-0.381,-5.508,-16.949,-1.304,0.0296
-6.226,1.28,-0.381,-5.508,-16.949,-1.304,0.0261
-3.932,1.28,-0.381,-5.508,-16.949,-1.304,0.0215
-3.442,1.28,-0.381,-5.508,-16.949,-1.304,0.0095
-3.376,1.28,-0.381,-5.508,-16.949,-1.304,0.0083
6.421,1.28,-0.381,-5.508,-16.949,-1.304,-0.0619
7.731,1.28,-0.381,-5.508,-16.949,-1.304,-0.0783
8.591,1.28,-0.381,-5.508,-16.949,-1.304,-0.0891
9.442,1.28,-0.381,-5.508,-16.949,-1.304,-0.0996
10.952,1.28,-0.381,-5.508,-16.949,-1.304,-0.1188
11.843,1.28,-0.381,-5.508,-16.949,-1.304,-0.1308
-7.07,6.72,-7.342,4.907,10.227,-9.02,0.0992
-4.962,6.72,-7.342,4.907,10.227,-9.02,0.0764
-2.285,6.72,-7.342,4.907,10.227,-9.02,0.0542
-1.93,6.72,-7.342,4.907,10.227,-9.02,0.0528
-0.844,6.72,-7.342,4.907,10.227,-9.02,0.0507
-0.076,6.72,-7.342,4.907,10.227,-9.02,0.0502
1.421,6.72,-7.342,4.907,10.227,-9.02,0.0496
4.32,6.72,-7.342,4.907,10.227,-9.02,0.0365
5.27,6.72,-7.342,4.907,10.227,-9.02,0.0279
5.719,6.72,-7.342,4.907,10.227,-9.02,0.0233
7.662,6.72,-7.342,4.907,10.227,-9.02,0.0012
9.414,6.72,-7.342,4.907,10.227,-9.02,-0.0234
10.878,6.72,-7.342,4.907,10.227,-9.02,-0.0473
13.496,6.72,-7.342,4.907,10.227,-9.02,-0.1013
-13.936,12.42,16.721,11.682,6.939,-18.368,0.2259
-7.583,12.42,16.721,11.682,6.939,-18.368,0.1412
-2.684,12.42,16.721,11.682,6.939,-18.368,0.1029
-2.367,12.42,16.721,11.682,6.939,-18.368,0.1026
0.023,12.42,16.721,11.682,6.939,-18.368,0.1035
2.13,12.42,16.721,11.682,6.939,-18.368,0.1044
5.43,12.42,16.721,11.682,6.939,-18.368,0.0832
6.834,12.42,16.721,11.682,6.939,-18.368,0.065
6.846,12.42,16.721,11.682,6.939,-18.368,0.0648
7.007,12.42,16.721,11.682,6.939,-18.368,0.0625
9.049,12.42,16.721,11.682,6.939,-18.368,0.029
9.566,12.42,16.721,11.682,6.939,-18.368,0.0198
9.909,12.42,16.721,11.682,6.939,-18.368,0.0129
11.591,12.42,16.721,11.682,6.939,-18.368,-0.0229
-14.285,-13.81,-18.345,13.866,9.681,-4.889,0.1816
-13.827,-13.81,-18.345,13.866,9.681,-4.889,0.174
-11.588,-13.81,-18.345,13.866,9.681,-4.889,0.1391
-11.401,-13.81,-18.345,13.866,9.681,-4.889,0.1364
-1.17,-13.81,-18.345,13.866,9.681,-4.889,0.0633
-1.166,-13.81,-18.345,13.866,9.681,-4.889,0.0633
-0.123,-13.81,-18.345,13.866,9.681,-4.889,0.0654
0.821,-13.81,-18.345,13.866,9.681,-4.889,0.0676
0.902,-13.81,-18.345,13.866,9.681,-4.889,0.0678
1.71,-13.81,-18.345,13.866,9.681,-4.889,0.0694
2.267,-13.81,-18.345,13.866,9.681,-4.889,0.07
2.334,-13.81,-18.345,13.866,9.681,-4.889,0.0701
4.459,-13.81,-18.345,13.866,9.681,-4.889,0.0653
6.861,-13.81,-18.345,13.866,9.681,-4.889,0.047
-14.221,-14.42,-18.277,17.088,-19.05,-0.193,0.1769
-12.692,-14.42,-18.277,17.088,-19.05,-0.193,0.1511
-8.112,-14.42,-18.277,17.088,-19.05,-0.193,0.0904
-5.697,-14.42,-18.277,17.088,-19.05,-0.193,0.0693
-5.254,-14.42,-18.277,17.088,-19.05,-0.193,0.0664
-2.912,-14.42,-18.277,17.088,-19.05,-0.193,0.0569
1.499,-14.42,-18.277,17.088,-19.05,-0.193,0.0616
5.276,-14.42,-18.277,17.088,-19.05,-0.193,0.0465
6.198,-14.42,-18.277,17.088,-19.05,-0.193,0.037
6.312,-14.42,-18.277,17.088,-19.05,-0.193,0.0358
7.375,-14.42,-18.277,17.088,-19.05,-0.193,0.0229
9.979,-14.42,-18.277,17.088,-19.05,-0.193,-0.0157
11.163,-14.42,-18.277,17.088,-19.05,-0.193,-0.0353
12.967,-14.42,-18.277,17.088,-19.05,-0.193,-0.0677
-13.512,-12.3,15.814,-4.315,4.223,-19.302,0.1643
-12.634,-12.3,15.814,-4.315,4.223,-19.302,0.1495
-11.4,-12.3,15.814,-4.315,4.223,-19.302,0.1299
-2.998,-12.3,15.814,-4.315,4.223,-19.302,0.0497
-2.965,-12.3,15.814,-4.315,4.223,-19.302,0.0496
-2.838,-12.3,15.814,-4.315,4.223,-19.302,0.0494
3.88,-12.3,15.814,-4.315,4.223,-19.302,0.0341
4.313,-12.3,15.814,-4.315,4.223,-19.302,0.029
4.366,-12.3,15.814,-4.315,4.223,-19.302,0.0284
10.478,-12.3,15.814,-4.315,4.223,-19.302,-0.0611
10.77,-12.3,15.814,-4.315,4.223,-19.302,-0.066
12.054,-12.3,15.814,-4.315,4.223,-19.302,-0.0879
12.126,-12.3,15.814,-4.315,4.223,-19.302,-0.0892
13.184,-12.3,15.814,-4.315,4.223,-19.302,-0.1077
-11.766,-7.88,1.195,-6.7,-3.416,9.103,0.0606
-11.186,-7.88,1.195,-6.7,-3.416,9.103,0.0489
-10.103,-7.88,1.195,-6.7,-3.416,9.103,0.0281
-8.118,-7.88,1.195,-6.7,-3.416,9.103,-0.0027
-7.66,-7.88,1.195,-6.7,-3.416,9.103,-0.0088
-7.602,-7.88,1.195,-6.7,-3.416,9.103,-0.0095
-7.208,-7.88,1.195,-6.7,-3.416,9.103,-0.0144
-5.327,-7.88,1.195,-6.7,-3.416,9.103,-0.0345
-3.158,-7.88,1.195,-6.7,-3.416,9.103,-0.0509
1.566,-7.88,1.195,-6.7,-3.416,9.103,-0.057
2.34,-7.88,1.195,-6.7,-3.416,9.103,-0.0588
4.773,-7.88,1.195,-6.7,-3.416,9.103,-0.0775
5.081,-7.88,1.195,-6.7,-3.416,9.103,-0.0804
6.542,-7.88,1.195,-6.7,-3.416,9.103,-0.0958
-11.967,1.03,1.818,-6.028,13.546,15.341,0.0799
-7.863,1.03,1.818,-6.028,13.546,15.341,-0.0032
-6.651,1.03,1.818,-6.028,13.546,15.341,-0.0244
-4.327,1.03,1.818,-6.028,13.546,15.341,-0.0471
-4.027,1.03,1.818,-6.028,13.546,15.341,-0.0502
-3.755,1.03,1.818,-6.028,13.546,15.341,-0.0543
-3.349,1.03,1.818,-6.028,13.546,15.341,-0.0609
-0.697,1.03,1.818,-6.028,13.546,15.341,-0.0767
0.009,1.03,1.818,-6.028,13.546,15.341,-0.0784
0.92,1.03,1.818,-6.028,13.546,15.341,-0.0832
3.937,1.03,1.818,-6.028,13.546,15.341,-0.0923
9.951,1.03,1.818,-6.028,13.546,15.341,-0.1743
10.919,1.03,1.818,-6.028,13.546,15.341,-0.187
11.456,1.03,1.818,-6.028,13.546,15.341,-0.1941
-14.298,-12.97,-0.352,6.238,17.83,-11.621,0.1826
-13.508,-12.97,-0.352,6.238,17.83,-11.621,0.1706
-9.859,-12.97,-0.352,6.238,17.83,-11.621,0.1185
-8.135,-12.97,-0.352,6.238,17.83,-11.621,0.0973
-6.792,-12.97,-0.352,6.238,17.83,-11.621,0.0833
-4.562,-12.97,-0.352,6.238,17.83,-11.621,0.0655
3.175,-12.97,-0.352,6.238,17.83,-11.621,0.0642
3.42,-12.97,-0.352,6.238,17.83,-11.621,0.0638
5.383,-12.97,-0.352,6.238,17.83,-11.621,0.0501
9.306,-12.97,-0.352,6.238,17.83,-11.621,-0.0014
11.446,-12.97,-0.352,6.238,17.83,-11.621,-0.0397
11.609,-12.97,-0.352,6.238,17.83,-11.621,-0.0429
12.575,-12.97,-0.352,6.238,17.83,-11.621,-0.0621
12.998,-12.97,-0.352,6.238,17.83,-11.621,-0.0707
-14.883,-1.36,10.599,-1.904,19.84,-9.062,0.197
-10.911,-1.36,10.599,-1.904,19.84,-9.062,0.1308
-8.993,-1.36,10.599,-1.904,19.84,-9.062,0.104
-2.132,-1.36,10.599,-1.904,19.84,-9.062,0.0375
-1.992,-1.36,10.599,-1.904,19.84,-9.062,0.0366
1.755,-1.36,10.599,-1.904,19.84,-9.062,0.0219
7.559,-1.36,10.599,-1.904,19.84,-9.062,-0.0385
7.703,-1.36,10.599,-1.904,19.84,-9.062,-0.0411
9.344,-1.36,10.599,-1.904,19.84,-9.062,-0.0706
10.195,-1.36,10.599,-1.904,19.84,-9.062,-0.0852
11.632,-1.36,10.599,-1.904,19.84,-9.062,-0.1101
12.692,-1.36,10.599,-1.904,19.84,-9.062,-0.1285
13.254,-1.36,10.599,-1.904,19.84,-9.062,-0.1393
13.618,-1.36,10.599,-1.904,19.84,-9.062,-0.1462
-14.699,-3.39,4.109,5.968,19.66,-15.226,0.2324
-12.573,-3.39,4.109,5.968,19.66,-15.226,0.1988
-11.694,-3.39,4.109,5.968,19.66,-15.226,0.1868
-11.009,-3.39,4.109,5.968,19.66,-15.226,0.1779
-9.901,-3.39,4.109,5.968,19.66,-15.226,0.1642
-4.406,-3.39,4.109,5.968,19.66,-15.226,0.1346
-1.114,-3.39,4.109,5.968,19.66,-15.226,0.0847
1.941,-3.39,4.109,5.968,19.66,-15.226,0.0689
3.032,-3.39,4.109,5.968,19.66,-15.226,0.0666
4.408,-3.39,4.109,5.968,19.66,-15.226,0.0772
6.56,-3.39,4.109,5.968,19.66,-15.226,0.0183
6.694,-3.39,4.109,5.968,19.66,-15.226,0.0155
6.914,-3.39,4.109,5.968,19.66,-15.226,0.011
7.842,-3.39,4.109,5.968,19.66,-15.226,-0.0074
-14.359,4.13,-3.305,-17.641,18.893,-4.578,0.1526
-13.195,4.13,-3.305,-17.641,18.893,-4.578,0.1314
-12.289,4.13,-3.305,-17.641,18.893,-4.578,0.115
-10.956,4.13,-3.305,-17.641,18.893,-4.578,0.0934
-4.952,4.13,-3.305,-17.641,18.893,-4.578,-0.0007
-0.801,4.13,-3.305,-17.641,18.893,-4.578,-0.0375
-0.588,4.13,-3.305,-17.641,18.893,-4.578,-0.0385
0.701,4.13,-3.305,-17.641,18.893,-4.578,-0.0428
1.982,4.13,-3.305,-17.641,18.893,-4.578,-0.0462
4.503,4.13,-3.305,-17.641,18.893,-4.578,-0.0694
9.193,4.13,-3.305,-17.641,18.893,-4.578,-0.1259
9.967,4.13,-3.305,-17.641,18.893,-4.578,-0.1366
11.284,4.13,-3.305,-17.641,18.893,-4.578,-0.1558
12.416,4.13,-3.305,-17.641,18.893,-4.578,-0.1736
-14.274,4.12,4.432,11.067,15.475,7.179,0.17
-11.857,4.12,4.432,11.067,15.475,7.179,0.1308
-10.183,4.12,4.432,11.067,15.475,7.179,0.1077
-9.615,4.12,4.432,11.067,15.475,7.179,0.1
-6.998,4.12,4.432,11.067,15.475,7.179,0.0664
-4.236,4.12,4.432,11.067,15.475,7.179,0.0376
-2.655,4.12,4.432,11.067,15.475,7.179,0.0286
-0.94,4.12,4.432,11.067,15.475,7.179,0.0234
0.776,4.12,4.432,11.067,15.475,7.179,0.0202
2.104,4.12,4.432,11.067,15.475,7.179,0.0145
5.156,4.12,4.432,11.067,15.475,7.179,-0.0137
8.893,4.12,4.432,11.067,15.475,7.179,-0.0604
12.933,4.12,4.432,11.067,15.475,7.179,-0.127
13.344,4.12,4.432,11.067,15.475,7.179,-0.135
-14.948,-5.47,-13.94,12.044,15.783,6.762,0.1908
-13.66,-5.47,-13.94,12.044,15.783,6.762,0.1661
-13.381,-5.47,-13.94,12.044,15.783,6.762,0.1609
-13.062,-5.47,-13.94,12.044,15.783,6.762,0.1549
-8.769,-5.47,-13.94,12.044,15.783,6.762,0.0878
-7.694,-5.47,-13.94,12.044,15.783,6.762,0.0738
-4.621,-5.47,-13.94,12.044,15.783,6.762,0.0406
1.923,-5.47,-13.94,12.044,15.783,6.762,0.0248
2.819,-5.47,-13.94,12.044,15.783,6.762,0.017
4.107,-5.47,-13.94,12.044,15.783,6.762,0.0037
4.719,-5.47,-13.94,12.044,15.783,6.762,-0.0032
9.004,-5.47,-13.94,12.044,15.783,6.762,-0.0614
9.024,-5.47,-13.94,12.044,15.783,6.762,-0.0617
10.358,-5.47,-13.94,12.044,15.783,6.762,-0.0834
-14.839,-11.0,-10.664,-13.606,14.859,19.798,0.107
-10.969,-11.0,-10.664,-13.606,14.859,19.798,0.0207
-5.268,-11.0,-10.664,-13.606,14.859,19.798,-0.0829
-4.93,-11.0,-10.664,-13.606,14.859,19.798,-0.0871
-2.203,-11.0,-10.664,-13.606,14.859,19.798,-0.1122
-0.529,-11.0,-10.664,-13.606,14.859,19.798,-0.1161
-0.249,-11.0,-10.664,-13.606,14.859,19.798,-0.1163
4.311,-11.0,-10.664,-13.606,14.859,19.798,-0.1285
5.012,-11.0,-10.664,-13.606,14.859,19.798,-0.1331
5.174,-11.0,-10.664,-13.606,14.859,19.798,-0.1343
7.733,-11.0,-10.664,-13.606,14.859,19.798,-0.1574
10.956,-11.0,-10.664,-13.606,14.859,19.798,-0.1993
12.511,-11.0,-10.664,-13.606,14.859,19.798,-0.2236
12.941,-11.0,-10.664,-13.606,14.859,19.798,-0.2307
-13.616,-9.26,5.724,4.623,12.867,-2.896,0.1475
