ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CM
-13.414,-9.26,5.724,4.623,12.867,-2.896,0.1444
-13.258,-9.26,5.724,4.623,12.867,-2.896,0.142
-13.217,-9.26,5.724,4.623,12.867,-2.896,0.1413
-12.524,-9.26,5.724,4.623,12.867,-2.896,0.1308
-11.617,-9.26,5.724,4.623,12.867,-2.896,0.1178
-10.939,-9.26,5.724,4.623,12.867,-2.896,0.1088
-3.169,-9.26,5.724,4.623,12.867,-2.896,0.0324
-2.533,-9.26,5.724,4.623,12.867,-2.896,0.0286
-2.445,-9.26,5.724,4.623,12.867,-2.896,0.0283
0.495,-9.26,5.724,4.623,12.867,-2.896,0.0236
3.007,-9.26,5.724,4.623,12.867,-2.896,0.0212
8.386,-9.26,5.724,4.623,12.867,-2.896,-0.0225
12.74,-9.26,5.724,4.623,12.867,-2.896,-0.0896
-14.269,3.53,11.707,-4.523,12.839,-0.516,0.1504
-12.421,3.53,11.707,-4.523,12.839,-0.516,0.1149
-6.873,3.53,11.707,-4.523,12.839,-0.516,0.0343
0.065,3.53,11.707,-4.523,12.839,-0.516,-0.0149
4.083,3.53,11.707,-4.523,12.839,-0.516,-0.0309
7.232,3.53,11.707,-4.523,12.839,-0.516,-0.0674
7.796,3.53,11.707,-4.523,12.839,-0.516,-0.0745
10.427,3.53,11.707,-4.523,12.839,-0.516,-0.1079
10.875,3.53,11.707,-4.523,12.839,-0.516,-0.1139
11.768,3.53,11.707,-4.523,12.839,-0.516,-0.126
12.084,3.53,11.707,-4.523,12.839,-0.516,-0.1303
12.21,3.53,11.707,-4.523,12.839,-0.516,-0.132
13.108,3.53,11.707,-4.523,12.839,-0.516,-0.1459
14.189,3.53,11.707,-4.523,12.839,-0.516,-0.1639
-14.725,12.36,8.062,1.053,13.068,6.337,0.1163
-14.62,12.36,8.062,1.053,13.068,6.337,0.1144
-13.809,12.36,8.062,1.053,13.068,6.337,0.1002
-13.573,12.36,8.062,1.053,13.068,6.337,0.0962
-13.331,12.36,8.062,1.053,13.068,6.337,0.0921
-9.978,12.36,8.062,1.053,13.068,6.337,0.0407
-7.911,12.36,8.062,1.053,13.068,6.337,0.0167
-4.668,12.36,8.062,1.053,13.068,6.337,-0.0083
-4.506,12.36,8.062,1.053,13.068,6.337,-0.0091
1.635,12.36,8.062,1.053,13.068,6.337,-0.014
1.821,12.36,8.062,1.053,13.068,6.337,-0.0139
2.228,12.36,8.062,1.053,13.068,6.337,-0.0138
6.491,12.36,8.062,1.053,13.068,6.337,-0.0374
6.682,12.36,8.062,1.053,13.068,6.337,-0.0391
-14.916,6.36,18.302,-14.657,18.823,12.229,0.1326
-6.535,6.36,18.302,-14.657,18.823,12.229,-0.0311
-6.115,6.36,18.302,-14.657,18.823,12.229,-0.0381
-3.737,6.36,18.302,-14.657,18.823,12.229,-0.0725
1.095,6.36,18.302,-14.657,18.823,12.229,-0.0975
3.535,6.36,18.302,-14.657,18.823,12.229,-0.1111
5.038,6.36,18.302,-14.657,18.823,12.229,-0.1246
5.311,6.36,18.302,-14.657,18.823,12.229,-0.1274
5.462,6.36,18.302,-14.657,18.823,12.229,-0.129
6.098,6.36,18.302,-14.657,18.823,12.229,-0.1358
8.494,6.36,18.302,-14.657,18.823,12.229,-0.162
8.584,6.36,18.302,-14.657,18.823,12.229,-0.163
11.981,6.36,18.302,-14.657,18.823,12.229,-0.2068
13.035,6.36,18.302,-14.657,18.823,12.229,-0.2229
-11.505,-0.21,-3.418,8.142,-9.263,17.126,0.1214
-10.092,-0.21,-3.418,8.142,-9.263,17.126,0.0986
-6.904,-0.21,-3.418,8.142,-9.263,17.126,0.0457
-4.395,-0.21,-3.418,8.142,-9.263,17.126,0.006
-2.651,-0.21,-3.418,8.142,-9.263,17.126,-0.0151
-2.531,-0.21,-3.418,8.142,-9.263,17.126,-0.0162
-2.111,-0.21,-3.418,8.142,-9.263,17.126,-0.0197
0.092,-0.21,-3.418,8.142,-9.263,17.126,-0.0313
0.213,-0.21,-3.418,8.142,-9.263,17.126,-0.0316
0.677,-0.21,-3.418,8.142,-9.263,17.126,-0.0324
2.308,-0.21,-3.418,8.142,-9.263,17.126,-0.0418
6.752,-0.21,-3.418,8.142,-9.263,17.126,-0.0773
9.645,-0.21,-3.418,8.142,-9.263,17.126,-0.1228
11.844,-0.21,-3.418,8.142,-9.263,17.126,-0.1613
-13.96,9.12,-3.64,-3.615,-4.2,-11.271,0.1606
-13.339,9.12,-3.64,-3.615,-4.2,-11.271,0.1502
-7.965,9.12,-3.64,-3.615,-4.2,-11.271,0.0726
-6.5,9.12,-3.64,-3.615,-4.2,-11.271,0.0571
-2.069,9.12,-3.64,-3.615,-4.2,-11.271,0.0291
-1.116,9.12,-3.64,-3.615,-4.2,-11.271,0.0282
-0.443,9.12,-3.64,-3.615,-4.2,-11.271,0.028
-0.294,9.12,-3.64,-3.615,-4.2,-11.271,0.0279
2.277,9.12,-3.64,-3.615,-4.2,-11.271,0.0255
5.542,9.12,-3.64,-3.615,-4.2,-11.271,0.0041
7.057,9.12,-3.64,-3.615,-4.2,-11.271,-0.0109
10.049,9.12,-3.64,-3.615,-4.2,-11.271,-0.0489
10.081,9.12,-3.64,-3.615,-4.2,-11.271,-0.0495
11.35,9.12,-3.64,-3.615,-4.2,-11.271,-0.071
-14.943,11.95,-10.509,-17.069,-1.926,-3.665,0.1285
-14.111,11.95,-10.509,-17.069,-1.926,-3.665,0.1124
-11.584,11.95,-10.509,-17.069,-1.926,-3.665,0.0651
-9.523,11.95,-10.509,-17.069,-1.926,-3.665,0.029
-3.169,11.95,-10.509,-17.069,-1.926,-3.665,-0.0474
-2.854,11.95,-10.509,-17.069,-1.926,-3.665,-0.048
0.714,11.95,-10.509,-17.069,-1.926,-3.665,-0.0478
2.019,11.95,-10.509,-17.069,-1.926,-3.665,-0.048
3.251,11.95,-10.509,-17.069,-1.926,-3.665,-0.0493
6.314,11.95,-10.509,-17.069,-1.926,-3.665,-0.0696
11.108,11.95,-10.509,-17.069,-1.926,-3.665,-0.1263
11.335,11.95,-10.509,-17.069,-1.926,-3.665,-0.1296
11.623,11.95,-10.509,-17.069,-1.926,-3.665,-0.134
14.637,11.95,-10.509,-17.069,-1.926,-3.665,-0.1812
-14.611,-2.53,-6.818,-9.133,-19.762,13.628,0.1344
-9.522,-2.53,-6.818,-9.133,-19.762,13.628,0.0312
-8.298,-2.53,-6.818,-9.133,-19.762,13.628,0.008
-4.674,-2.53,-6.818,-9.133,-19.762,13.628,-0.0505
-2.885,-2.53,-6.818,-9.133,-19.762,13.628,-0.0569
-2.1,-2.53,-6.818,-9.133,-19.762,13.628,-0.0665
1.413,-2.53,-6.818,-9.133,-19.762,13.628,-0.0813
1.911,-2.53,-6.818,-9.133,-19.762,13.628,-0.0803
2.356,-2.53,-6.818,-9.133,-19.762,13.628,-0.0798
6.14,-2.53,-6.818,-9.133,-19.762,13.628,-0.1309
6.989,-2.53,-6.818,-9.133,-19.762,13.628,-0.1407
10.893,-2.53,-6.818,-9.133,-19.762,13.628,-0.1896
11.402,-2.53,-6.818,-9.133,-19.762,13.628,-0.1964
13.13,-2.53,-6.818,-9.133,-19.762,13.628,-0.2203
-13.26,-11.09,12.007,13.662,-9.251,14.753,0.1428
-13.118,-11.09,12.007,13.662,-9.251,14.753,0.14
-12.359,-11.09,12.007,13.662,-9.251,14.753,0.125
-7.1,-11.09,12.007,13.662,-9.251,14.753,0.032
-4.887,-11.09,12.007,13.662,-9.251,14.753,0.0083
-0.489,-11.09,12.007,13.662,-9.251,14.753,-0.0038
1.359,-11.09,12.007,13.662,-9.251,14.753,-0.0027
4.861,-11.09,12.007,13.662,-9.251,14.753,-0.0154
5.358,-11.09,12.007,13.662,-9.251,14.753,-0.0191
7.175,-11.09,12.007,13.662,-9.251,14.753,-0.0371
9.191,-11.09,12.007,13.662,-9.251,14.753,-0.0654
9.973,-11.09,12.007,13.662,-9.251,14.753,-0.0784
12.45,-11.09,12.007,13.662,-9.251,14.753,-0.1246
12.727,-11.09,12.007,13.662,-9.251,14.753,-0.13
-14.472,0.74,18.767,-17.453,-1.75,13.68,0.1324
-12.05,0.74,18.767,-17.453,-1.75,13.68,0.0806
-11.162,0.74,18.767,-17.453,-1.75,13.68,0.0621
-9.077,0.74,18.767,-17.453,-1.75,13.68,0.0187
-5.096,0.74,18.767,-17.453,-1.75,13.68,-0.0608
-0.229,0.74,18.767,-17.453,-1.75,13.68,-0.1132
0.842,0.74,18.767,-17.453,-1.75,13.68,-0.1213
4.791,0.74,18.767,-17.453,-1.75,13.68,-0.1476
5.953,0.74,18.767,-17.453,-1.75,13.68,-0.1584
6.566,0.74,18.767,-17.453,-1.75,13.68,-0.1646
8.405,0.74,18.767,-17.453,-1.75,13.68,-0.1871
9.966,0.74,18.767,-17.453,-1.75,13.68,-0.2067
13.919,0.74,18.767,-17.453,-1.75,13.68,-0.2617
14.423,0.74,18.767,-17.453,-1.75,13.68,-0.2697
-11.42,9.93,0.345,19.086,19.192,1.05,0.1566
-6.914,9.93,0.345,19.086,19.192,1.05,0.1007
-6.608,9.93,0.345,19.086,19.192,1.05,0.0979
-5.465,9.93,0.345,19.086,19.192,1.05,0.0879
-4.77,9.93,0.345,19.086,19.192,1.05,0.0825
-3.978,9.93,0.345,19.086,19.192,1.05,0.0771
-1.791,9.93,0.345,19.086,19.192,1.05,0.0667
-1.571,9.93,0.345,19.086,19.192,1.05,0.0661
-0.172,9.93,0.345,19.086,19.192,1.05,0.0635
1.756,9.93,0.345,19.086,19.192,1.05,0.0615
2.742,9.93,0.345,19.086,19.192,1.05,0.0597
9.293,9.93,0.345,19.086,19.192,1.05,-0.0197
10.209,9.93,0.345,19.086,19.192,1.05,-0.0362
13.571,9.93,0.345,19.086,19.192,1.05,-0.0991
-12.118,-5.53,12.18,11.667,-0.189,-8.697,0.1911
-10.481,-5.53,12.18,11.667,-0.189,-8.697,0.1693
-4.609,-5.53,12.18,11.667,-0.189,-8.697,0.0985
-3.877,-5.53,12.18,11.667,-0.189,-8.697,0.0927
-2.57,-5.53,12.18,11.667,-0.189,-8.697,0.0862
-0.898,-5.53,12.18,11.667,-0.189,-8.697,0.081
0.49,-5.53,12.18,11.667,-0.189,-8.697,0.0789
0.59,-5.53,12.18,11.667,-0.189,-8.697,0.0788
2.56,-5.53,12.18,11.667,-0.189,-8.697,0.0758
4.643,-5.53,12.18,11.667,-0.189,-8.697,0.0574
4.981,-5.53,12.18,11.667,-0.189,-8.697,0.0536
7.594,-5.53,12.18,11.667,-0.189,-8.697,0.0182
7.778,-5.53,12.18,11.667,-0.189,-8.697,0.0153
8.116,-5.53,12.18,11.667,-0.189,-8.697,0.0098
-10.235,-7.9,14.229,-3.23,-15.665,-6.755,0.092
-9.276,-7.9,14.229,-3.23,-15.665,-6.755,0.0802
-8.085,-7.9,14.229,-3.23,-15.665,-6.755,0.0662
-8.007,-7.9,14.229,-3.23,-15.665,-6.755,0.0653
-4.255,-7.9,14.229,-3.23,-15.665,-6.755,0.0295
-2.744,-7.9,14.229,-3.23,-15.665,-6.755,0.0186
-1.726,-7.9,14.229,-3.23,-15.665,-6.755,0.0148
1.235,-7.9,14.229,-3.23,-15.665,-6.755,0.0119
2.022,-7.9,14.229,-3.23,-15.665,-6.755,0.0105
5.749,-7.9,14.229,-3.23,-15.665,-6.755,-0.015
9.869,-7.9,14.229,-3.23,-15.665,-6.755,-0.0611
9.904,-7.9,14.229,-3.23,-15.665,-6.755,-0.0616
11.577,-7.9,14.229,-3.23,-15.665,-6.755,-0.0876
13.236,-7.9,14.229,-3.23,-15.665,-6.755,-0.1178
-13.045,-14.53,14.359,18.634,5.697,13.656,0.1275
-11.317,-14.53,14.359,18.634,5.697,13.656,0.0942
-8.914,-14.53,14.359,18.634,5.697,13.656,0.0552
-8.5,-14.53,14.359,18.634,5.697,13.656,0.0497
-7.36,-14.53,14.359,18.634,5.697,13.656,0.0369
-7.092,-14.53,14.359,18.634,5.697,13.656,0.0343
-5.647,-14.53,14.359,18.634,5.697,13.656,0.0221
-3.272,-14.53,14.359,18.634,5.697,13.656,0.0103
0.452,-14.53,14.359,18.634,5.697,13.656,0.0177
0.464,-14.53,14.359,18.634,5.697,13.656,0.0177
1.848,-14.53,14.359,18.634,5.697,13.656,0.0193
5.743,-14.53,14.359,18.634,5.697,13.656,0.0021
6.229,-14.53,14.359,18.634,5.697,13.656,-0.0023
9.657,-14.53,14.359,18.634,5.697,13.656,-0.047
-13.373,4.45,12.415,-2.357,2.334,-1.21,0.1338
-11.747,4.45,12.415,-2.357,2.334,-1.21,0.1069
-9.033,4.45,12.415,-2.357,2.334,-1.21,0.0712
-5.648,4.45,12.415,-2.357,2.334,-1.21,0.0316
-2.433,4.45,12.415,-2.357,2.334,-1.21,0.0064
-0.818,4.45,12.415,-2.357,2.334,-1.21,-0.0008
-0.71,4.45,12.415,-2.357,2.334,-1.21,-0.0011
0.714,4.45,12.415,-2.357,2.334,-1.21,-0.0052
1.913,4.45,12.415,-2.357,2.334,-1.21,-0.0097
4.7,4.45,12.415,-2.357,2.334,-1.21,-0.0289
8.131,4.45,12.415,-2.357,2.334,-1.21,-0.0652
8.132,4.45,12.415,-2.357,2.334,-1.21,-0.0652
8.943,4.45,12.415,-2.357,2.334,-1.21,-0.0742
10.483,4.45,12.415,-2.357,2.334,-1.21,-0.0933
-9.738,5.07,-6.722,6.037,-2.467,-16.187,0.1655
-8.941,5.07,-6.722,6.037,-2.467,-16.187,0.1556
-6.431,5.07,-6.722,6.037,-2.467,-16.187,0.1261
-6.057,5.07,-6.722,6.037,-2.467,-16.187,0.1219
-4.809,5.07,-6.722,6.037,-2.467,-16.187,0.1097
-3.943,5.07,-6.722,6.037,-2.467,-16.187,0.1033
-2.647,5.07,-6.722,6.037,-2.467,-16.187,0.0989
-1.185,5.07,-6.722,6.037,-2.467,-16.187,0.09
-0.718,5.07,-6.722,6.037,-2.467,-16.187,0.0878
2.428,5.07,-6.722,6.037,-2.467,-16.187,0.0817
6.573,5.07,-6.722,6.037,-2.467,-16.187,0.0311
8.305,5.07,-6.722,6.037,-2.467,-16.187,0.0012
8.374,5.07,-6.722,6.037,-2.467,-16.187,0.0
10.838,5.07,-6.722,6.037,-2.467,-16.187,-0.0473
-14.867,7.85,-13.796,16.884,17.904,16.165,0.195
-14.612,7.85,-13.796,16.884,17.904,16.165,0.1903
-14.531,7.85,-13.796,16.884,17.904,16.165,0.1888
-14.249,7.85,-13.796,16.884,17.904,16.165,0.1835
-9.263,7.85,-13.796,16.884,17.904,16.165,0.0901
-8.468,7.85,-13.796,16.884,17.904,16.165,0.0775
-4.821,7.85,-13.796,16.884,17.904,16.165,0.0294
2.122,7.85,-13.796,16.884,17.904,16.165,-0.0002
2.468,7.85,-13.796,16.884,17.904,16.165,-0.0016
3.813,7.85,-13.796,16.884,17.904,16.165,-0.0117
7.021,7.85,-13.796,16.884,17.904,16.165,-0.0508
8.576,7.85,-13.796,16.884,17.904,16.165,-0.0756
8.626,7.85,-13.796,16.884,17.904,16.165,-0.0764
10.935,7.85,-13.796,16.884,17.904,16.165,-0.1175
-13.688,12.08,4.837,10.316,-7.006,12.039,0.1279
-11.665,12.08,4.837,10.316,-7.006,12.039,0.0903
-11.601,12.08,4.837,10.316,-7.006,12.039,0.0891
-8.208,12.08,4.837,10.316,-7.006,12.039,0.0372
-7.989,12.08,4.837,10.316,-7.006,12.039,0.0345
-7.728,12.08,4.837,10.316,-7.006,12.039,0.0313
-6.645,12.08,4.837,10.316,-7.006,12.039,0.0189
-5.76,12.08,4.837,10.316,-7.006,12.039,0.0102
-2.796,12.08,4.837,10.316,-7.006,12.039,-0.0074
-1.595,12.08,4.837,10.316,-7.006,12.039,-0.008
1.62,12.08,4.837,10.316,-7.006,12.039,-0.0032
5.643,12.08,4.837,10.316,-7.006,12.039,-0.0171
6.057,12.08,4.837,10.316,-7.006,12.039,-0.021
10.386,12.08,4.837,10.316,-7.006,12.039,-0.0813
-12.557,5.05,-2.935,-7.016,-8.478,-7.483,0.1257
-10.511,5.05,-2.935,-7.016,-8.478,-7.483,0.0948
-8.326,5.05,-2.935,-7.016,-8.478,-7.483,0.066
-8.205,5.05,-2.935,-7.016,-8.478,-7.483,0.0645
-7.529,5.05,-2.935,-7.016,-8.478,-7.483,0.0564
-6.767,5.05,-2.935,-7.016,-8.478,-7.483,0.0472
-5.763,5.05,-2.935,-7.016,-8.478,-7.483,0.036
-5.198,5.05,-2.935,-7.016,-8.478,-7.483,0.0303
1.439,5.05,-2.935,-7.016,-8.478,-7.483,0.0095
2.736,5.05,-2.935,-7.016,-8.478,-7.483,-0.0012
4.371,5.05,-2.935,-7.016,-8.478,-7.483,-0.0179
5.892,5.05,-2.935,-7.016,-8.478,-7.483,-0.0339
10.179,5.05,-2.935,-7.016,-8.478,-7.483,-0.0872
11.453,5.05,-2.935,-7.016,-8.478,-7.483,-0.1047
-14.672,7.95,-14.972,4.633,13.112,-7.594,0.1896
-7.341,7.95,-14.972,4.633,13.112,-7.594,0.092
-3.798,7.95,-14.972,4.633,13.112,-7.594,0.0571
-2.172,7.95,-14.972,4.633,13.112,-7.594,0.0458
-0.937,7.95,-14.972,4.633,13.112,-7.594,0.0431
0.719,7.95,-14.972,4.633,13.112,-7.594,0.0432
0.914,7.95,-14.972,4.633,13.112,-7.594,0.0433
4.72,7.95,-14.972,4.633,13.112,-7.594,0.0286
5.78,7.95,-14.972,4.633,13.112,-7.594,0.0197
6.352,7.95,-14.972,4.633,13.112,-7.594,0.0143
7.909,7.95,-14.972,4.633,13.112,-7.594,-0.003
10.317,7.95,-14.972,4.633,13.112,-7.594,-0.036
10.37,7.95,-14.972,4.633,13.112,-7.594,-0.0368
13.372,7.95,-14.972,4.633,13.112,-7.594,-0.0946
-13.75,-7.74,-14.792,-2.905,-1.697,3.317,0.1197
-12.384,-7.74,-14.792,-2.905,-1.697,3.317,0.0926
-12.359,-7.74,-14.792,-2.905,-1.697,3.317,0.0922
-12.166,-7.74,-14.792,-2.905,-1.697,3.317,0.0888
-10.916,-7.74,-14.792,-2.905,-1.697,3.317,0.0679
-7.79,-7.74,-14.792,-2.905,-1.697,3.317,0.0271
-2.599,-7.74,-14.792,-2.905,-1.697,3.317,-0.0137
-0.367,-7.74,-14.792,-2.905,-1.697,3.317,-0.0183
2.614,-7.74,-14.792,-2.905,-1.697,3.317,-0.0256
4.052,-7.74,-14.792,-2.905,-1.697,3.317,-0.0366
5.264,-7.74,-14.792,-2.905,-1.697,3.317,-0.0471
7.599,-7.74,-14.792,-2.905,-1.697,3.317,-0.0694
9.696,-7.74,-14.792,-2.905,-1.697,3.317,-0.0926
10.824,-7.74,-14.792,-2.905,-1.697,3.317,-0.1069
-12.627,-9.11,17.799,-13.141,5.62,-9.041,0.1268
-8.538,-9.11,17.799,-13.141,5.62,-9.041,0.0539
-6.727,-9.11,17.799,-13.141,5.62,-9.041,0.0277
-6.328,-9.11,17.799,-13.141,5.62,-9.041,0.0224
-2.27,-9.11,17.799,-13.141,5.62,-9.041,-0.0108
-0.221,-9.11,17.799,-13.141,5.62,-9.041,-0.0137
5.582,-9.11,17.799,-13.141,5.62,-9.041,-0.0372
6.357,-9.11,17.799,-13.141,5.62,-9.041,-0.0451
7.503,-9.11,17.799,-13.141,5.62,-9.041,-0.0587
7.69,-9.11,17.799,-13.141,5.62,-9.041,-0.0612
7.782,-9.11,17.799,-13.141,5.62,-9.041,-0.0624
8.276,-9.11,17.799,-13.141,5.62,-9.041,-0.0692
11.117,-9.11,17.799,-13.141,5.62,-9.041,-0.1187
14.371,-9.11,17.799,-13.141,5.62,-9.041,-0.1834
-13.942,-4.8,-15.407,-9.629,17.884,4.581,0.1174
-13.888,-4.8,-15.407,-9.629,17.884,4.581,0.1162
-12.279,-4.8,-15.407,-9.629,17.884,4.581,0.0817
-12.122,-4.8,-15.407,-9.629,17.884,4.581,0.0785
-12.007,-4.8,-15.407,-9.629,17.884,4.581,0.0762
-11.392,-4.8,-15.407,-9.629,17.884,4.581,0.065
-8.197,-4.8,-15.407,-9.629,17.884,4.581,0.0136
-6.917,-4.8,-15.407,-9.629,17.884,4.581,-0.0026
-6.257,-4.8,-15.407,-9.629,17.884,4.581,-0.0102
2.64,-4.8,-15.407,-9.629,17.884,4.581,-0.0445
4.675,-4.8,-15.407,-9.629,17.884,4.581,-0.0728
5.391,-4.8,-15.407,-9.629,17.884,4.581,-0.082
8.234,-4.8,-15.407,-9.629,17.884,4.581,-0.1186
11.365,-4.8,-15.407,-9.629,17.884,4.581,-0.1589
-10.394,14.8,15.537,11.863,6.012,3.811,0.0865
-9.786,14.8,15.537,11.863,6.012,3.811,0.0792
-8.582,14.8,15.537,11.863,6.012,3.811,0.0659
-8.156,14.8,15.537,11.863,6.012,3.811,0.0615
-6.52,14.8,15.537,11.863,6.012,3.811,0.0463
-1.909,14.8,15.537,11.863,6.012,3.811,0.0259
-1.896,14.8,15.537,11.863,6.012,3.811,0.0259
0.393,14.8,15.537,11.863,6.012,3.811,0.0304
1.181,14.8,15.537,11.863,6.012,3.811,0.0327
3.116,14.8,15.537,11.863,6.012,3.811,0.036
8.155,14.8,15.537,11.863,6.012,3.811,0.0018
8.318,14.8,15.537,11.863,6.012,3.811,-0.0001
11.057,14.8,15.537,11.863,6.012,3.811,-0.039
12.393,14.8,15.537,11.863,6.012,3.811,-0.0629
-12.435,1.23,-0.314,12.131,-2.357,-9.19,0.2064
-11.1,1.23,-0.314,12.131,-2.357,-9.19,0.1891
-9.533,1.23,-0.314,12.131,-2.357,-9.19,0.1687
-8.891,1.23,-0.314,12.131,-2.357,-9.19,0.1604
-7.183,1.23,-0.314,12.131,-2.357,-9.19,0.1386
-4.285,1.23,-0.314,12.131,-2.357,-9.19,0.1064
-3.725,1.23,-0.314,12.131,-2.357,-9.19,0.1026
-0.363,1.23,-0.314,12.131,-2.357,-9.19,0.0812
0.78,1.23,-0.314,12.131,-2.357,-9.19,0.0782
1.209,1.23,-0.314,12.131,-2.357,-9.19,0.0774
4.071,1.23,-0.314,12.131,-2.357,-9.19,0.0612
4.646,1.23,-0.314,12.131,-2.357,-9.19,0.0553
6.855,1.23,-0.314,12.131,-2.357,-9.19,0.0277
10.43,1.23,-0.314,12.131,-2.357,-9.19,-0.0435
-13.952,-14.41,3.189,-11.314,17.954,-10.594,0.1256
-13.9,-14.41,3.189,-11.314,17.954,-10.594,0.1246
-11.509,-14.41,3.189,-11.314,17.954,-10.594,0.0792
-1.696,-14.41,3.189,-11.314,17.954,-10.594,-0.0086
-0.712,-14.41,3.189,-11.314,17.954,-10.594,-0.007
-0.207,-14.41,3.189,-11.314,17.954,-10.594,-0.0059
-0.084,-14.41,3.189,-11.314,17.954,-10.594,-0.0056
2.007,-14.41,3.189,-11.314,17.954,-10.594,-0.0005
2.048,-14.41,3.189,-11.314,17.954,-10.594,-0.0005
5.655,-14.41,3.189,-11.314,17.954,-10.594,-0.0127
8.974,-14.41,3.189,-11.314,17.954,-10.594,-0.0517
10.34,-14.41,3.189,-11.314,17.954,-10.594,-0.0743
10.365,-14.41,3.189,-11.314,17.954,-10.594,-0.0748
10.911,-14.41,3.189,-11.314,17.954,-10.594,-0.0846
-9.016,-8.16,18.826,-17.218,7.563,-1.712,0.0411
-6.964,-8.16,18.826,-17.218,7.563,-1.712,0.011
-4.928,-8.16,18.826,-17.218,7.563,-1.712,-0.0157
-2.105,-8.16,18.826,-17.218,7.563,-1.712,-0.0448
-1.244,-8.16,18.826,-17.218,7.563,-1.712,-0.0493
-1.125,-8.16,18.826,-17.218,7.563,-1.712,-0.0498
0.176,-8.16,18.826,-17.218,7.563,-1.712,-0.0533
1.069,-8.16,18.826,-17.218,7.563,-1.712,-0.0552
1.708,-8.16,18.826,-17.218,7.563,-1.712,-0.0566
1.903,-8.16,18.826,-17.218,7.563,-1.712,-0.0571
4.025,-8.16,18.826,-17.218,7.563,-1.712,-0.069
6.355,-8.16,18.826,-17.218,7.563,-1.712,-0.0886
8.009,-8.16,18.826,-17.218,7.563,-1.712,-0.1061
11.372,-8.16,18.826,-17.218,7.563,-1.712,-0.1511
-13.419,-7.01,-0.379,9.191,-2.997,-2.13,0.1705
-12.456,-7.01,-0.379,9.191,-2.997,-2.13,0.1559
-12.025,-7.01,-0.379,9.191,-2.997,-2.13,0.1494
-8.521,-7.01,-0.379,9.191,-2.997,-2.13,0.104
-6.472,-7.01,-0.379,9.191,-2.997,-2.13,0.0818
-3.336,-7.01,-0.379,9.191,-2.997,-2.13,0.0532
0.494,-7.01,-0.379,9.191,-2.997,-2.13,0.0415
1.341,-7.01,-0.379,9.191,-2.997,-2.13,0.0408
3.268,-7.01,-0.379,9.191,-2.997,-2.13,0.034
3.821,-7.01,-0.379,9.191,-2.997,-2.13,0.0304
7.463,-7.01,-0.379,9.191,-2.997,-2.13,-0.0048
8.368,-7.01,-0.379,9.191,-2.997,-2.13,-0.0161
10.673,-7.01,-0.379,9.191,-2.997,-2.13,-0.0505
12.107,-7.01,-0.379,9.191,-2.997,-2.13,-0.0775
-13.716,11.0,13.555,-3.232,16.205,19.253,0.0927
-12.004,11.0,13.555,-3.232,16.205,19.253,0.0537
-11.318,11.0,13.555,-3.232,16.205,19.253,0.0383
-10.462,11.0,13.555,-3.232,16.205,19.253,0.0203
-10.29,11.0,13.555,-3.232,16.205,19.253,0.0169
-6.572,11.0,13.555,-3.232,16.205,19.253,-0.0436
-1.867,11.0,13.555,-3.232,16.205,19.253,-0.0753
-0.743,11.0,13.555,-3.232,16.205,19.253,-0.0758
-0.399,11.0,13.555,-3.232,16.205,19.253,-0.0757
0.838,11.0,13.555,-3.232,16.205,19.253,-0.0747
1.329,11.0,13.555,-3.232,16.205,19.253,-0.0744
1.957,11.0,13.555,-3.232,16.205,19.253,-0.0742
4.53,11.0,13.555,-3.232,16.205,19.253,-0.0848
8.505,11.0,13.555,-3.232,16.205,19.253,-0.1226
-11.92,11.75,-16.918,-18.231,4.816,-15.326,0.1145
-11.28,11.75,-16.918,-18.231,4.816,-15.326,0.1025
-9.976,11.75,-16.918,-18.231,4.816,-15.326,0.0783
-7.849,11.75,-16.918,-18.231,4.816,-15.326,0.0426
-7.675,11.75,-16.918,-18.231,4.816,-15.326,0.0399
-7.207,11.75,-16.918,-18.231,4.816,-15.326,0.0329
-4.554,11.75,-16.918,-18.231,4.816,-15.326,0.0012
-4.032,11.75,-16.918,-18.231,4.816,-15.326,-0.0027
-1.244,11.75,-16.918,-18.231,4.816,-15.326,-0.0092
0.589,11.75,-16.918,-18.231,4.816,-15.326,-0.0081
8.277,11.75,-16.918,-18.231,4.816,-15.326,-0.0565
9.559,11.75,-16.918,-18.231,4.816,-15.326,-0.0756
11.818,11.75,-16.918,-18.231,4.816,-15.326,-0.1168
13.192,11.75,-16.918,-18.231,4.816,-15.326,-0.1438
-9.407,-11.56,-16.426,9.283,-5.905,-0.42,0.0894
-7.526,-11.56,-16.426,9.283,-5.905,-0.42,0.067
-7.01,-11.56,-16.426,9.283,-5.905,-0.42,0.0617
-6.767,-11.56,-16.426,9.283,-5.905,-0.42,0.0593
-5.819,-11.56,-16.426,9.283,-5.905,-0.42,0.051
-4.568,-11.56,-16.426,9.283,-5.905,-0.42,0.0434
-4.511,-11.56,-16.426,9.283,-5.905,-0.42,0.0431
0.22,-11.56,-16.426,9.283,-5.905,-0.42,0.0377
2.426,-11.56,-16.426,9.283,-5.905,-0.42,0.0385
3.621,-11.56,-16.426,9.283,-5.905,-0.42,0.0354
5.857,-11.56,-16.426,9.283,-5.905,-0.42,0.0207
9.026,-11.56,-16.426,9.283,-5.905,-0.42,-0.0145
