,CASE,RAD?,TRIM?,MACH,RE,ALT,Q,BETA,PHI,SREF,XCG,XMRP,LREF,LATREF,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,DEFL_2_1,DEFL_2_2,DEFL_2_3,DEFL_2_4,ALPHA,CN,CM,CA,CA_0B,CA_FB,CY,CLN,CLL,CL,CD,CL/CD,X-C.P.,CNA,CMA,CNQ,CMQ,CAQ,CNAD,CMAD,CYQ,CLNQ,CLLQ
789,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,-4.406,-0.4211,0.1346,0.2284,0.1941,0.2284,0.4522,0.0261,-0.0179,-0.4023,0.2601,-1.5467,-0.3196,0.1307,-0.0103,-0.0323,0.0226,0.0029,0.0293,-0.0014,0.0334,-0.0127,-0.001
790,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,-1.114,0.0361,0.0847,0.244,0.2096,0.244,0.5061,0.0054,-0.0118,0.0408,0.2432,0.1679,2.3455,0.1202,-0.0102,0.0021,0.0058,0.0015,0.0293,-0.0014,0.0566,-0.0225,0.0
791,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,1.941,0.3465,0.0689,0.2536,0.2193,0.2536,0.4979,0.0084,-0.0115,0.3377,0.2652,1.2733,0.199,0.0958,-0.0036,0.0281,-0.0113,-0.0003,0.0293,-0.0014,0.0504,-0.0199,-0.0001
792,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,3.032,0.4447,0.0666,0.2555,0.2211,0.2555,0.478,0.0157,-0.0126,0.4306,0.2786,1.5454,0.1498,0.0715,0.0028,0.0359,-0.0146,-0.0003,0.0293,-0.0014,0.042,-0.0164,-0.0004
793,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,4.408,0.5178,0.0772,0.2558,0.2215,0.2558,0.4681,0.0207,-0.0179,0.4966,0.2949,1.6841,0.1492,0.1097,-0.0098,0.044,-0.0167,0.0001,0.0293,-0.0014,0.0335,-0.0127,-0.0008
794,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,6.56,0.877,0.0183,0.253,0.2187,0.253,0.4465,0.0308,-0.0138,0.8424,0.3516,2.3961,0.0209,0.1571,-0.0242,0.0663,-0.0228,0.0004,0.0293,-0.0014,0.024,-0.0086,-0.0005
795,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,6.694,0.8967,0.0155,0.2527,0.2184,0.2527,0.4439,0.0318,-0.0137,0.8612,0.3555,2.4222,0.0173,0.1463,-0.0207,0.0674,-0.0231,0.0004,0.0293,-0.0014,0.0236,-0.0084,-0.0005
796,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,6.914,0.9287,0.011,0.2522,0.2179,0.2522,0.4396,0.0335,-0.0137,0.8916,0.3621,2.4621,0.0119,0.1438,-0.0201,0.0691,-0.0235,0.0004,0.0293,-0.0014,0.0229,-0.008,-0.0005
797,1,0,0,0.3,7000000.0,0.0,6383.4858,-3.39,0.0,0.034,1.64,0.6212,2.64,2.64,4.109,5.968,19.66,-15.226,0.0,0.0,0.0,0.0,7.842,1.0607,-0.0074,0.2493,0.2151,0.2493,0.425,0.0386,-0.0132,1.0167,0.3917,2.5955,-0.0069,0.1439,-0.0191,0.076,-0.025,0.0006,0.0293,-0.0014,0.0208,-0.007,-0.0005
798,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,-14.359,-1.9604,0.1526,0.1802,0.1464,0.1802,-0.0144,0.0297,0.0024,-1.8545,0.6607,-2.8068,-0.0778,0.1647,-0.0182,-0.09,0.0344,0.002,0.0286,-0.0014,-0.0049,0.0067,0.0002
799,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,-13.195,-1.7713,0.1314,0.1907,0.1568,0.1907,-0.0026,0.0244,0.0038,-1.681,0.59,-2.849,-0.0742,0.1603,-0.0181,-0.0828,0.0324,0.0021,0.0286,-0.0014,-0.0028,0.0062,0.0004
800,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,-12.289,-1.6281,0.115,0.198,0.164,0.198,-0.0718,0.044,0.0006,-1.5487,0.54,-2.868,-0.0706,0.1536,-0.0172,-0.0766,0.0308,0.0022,0.0286,-0.0014,-0.0044,0.0068,0.0004
801,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,-10.956,-1.4294,0.0934,0.2073,0.1732,0.2073,-0.1766,0.0739,-0.0038,-1.3639,0.4752,-2.8705,-0.0653,0.1414,-0.0159,-0.0683,0.0285,0.0022,0.0286,-0.0014,-0.0125,0.0096,0.0
802,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,-4.952,-0.627,-0.0007,0.2342,0.1998,0.2342,-0.3326,0.1213,-0.0114,-0.6045,0.2874,-2.1032,0.001,0.118,-0.0123,-0.0329,0.016,0.0027,0.0286,-0.0014,-0.0381,0.0209,-0.0012
803,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,-0.801,-0.2018,-0.0375,0.2375,0.2031,0.2375,-0.2824,0.1093,-0.0072,-0.1985,0.2403,-0.8262,0.1859,0.1006,-0.0067,-0.0042,0.0049,0.003,0.0286,-0.0014,-0.0482,0.028,-0.0015
804,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,-0.588,-0.1808,-0.0385,0.2372,0.2028,0.2372,-0.2813,0.109,-0.0071,-0.1784,0.239,-0.7462,0.2129,0.0976,-0.004,-0.0025,0.0038,0.0031,0.0286,-0.0014,-0.0487,0.0283,-0.0015
805,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,0.701,-0.0564,-0.0428,0.2349,0.2006,0.2349,-0.2799,0.1084,-0.0072,-0.0593,0.2342,-0.2532,0.7588,0.098,-0.003,0.0081,-0.003,0.0035,0.0286,-0.0014,-0.0489,0.0283,-0.0015
806,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,1.982,0.071,-0.0462,0.2318,0.1974,0.2318,-0.2871,0.1097,-0.0084,0.0629,0.2341,0.2688,-0.6513,0.1134,-0.0059,0.0213,-0.0105,0.0037,0.0286,-0.0014,-0.0451,0.0262,-0.0014
807,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,4.503,0.3919,-0.0694,0.2228,0.1885,0.2228,-0.3171,0.1161,-0.0094,0.3732,0.2529,1.4755,-0.1771,0.1345,-0.0106,0.0444,-0.0216,0.0037,0.0286,-0.0014,-0.0369,0.021,-0.0011
808,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,9.193,1.0566,-0.1259,0.1945,0.1603,0.1945,-0.31,0.1115,-0.007,1.012,0.3608,2.8047,-0.1191,0.1443,-0.0129,0.0761,-0.0314,0.0034,0.0286,-0.0014,-0.0193,0.0124,-0.0003
809,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,9.967,1.1703,-0.1366,0.1883,0.1542,0.1883,-0.2687,0.0996,-0.0046,1.12,0.388,2.8865,-0.1167,0.1482,-0.0142,0.0813,-0.0325,0.0034,0.0286,-0.0014,-0.0165,0.0112,-0.0002
810,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,11.284,1.3672,-0.1558,0.1767,0.1426,0.1767,-0.2058,0.0825,-0.001,1.3062,0.4408,2.9633,-0.114,0.1504,-0.0152,0.0903,-0.0344,0.0032,0.0286,-0.0014,-0.0128,0.0097,0.0
811,1,0,0,0.3,7000000.0,0.0,6383.4858,4.13,0.0,0.034,1.64,0.6212,2.64,2.64,-3.305,-17.641,18.893,-4.578,0.0,0.0,0.0,0.0,12.416,1.5385,-0.1736,0.1655,0.1315,0.1655,-0.1558,0.0692,0.0016,1.4669,0.4924,2.9793,-0.1128,0.1541,-0.0171,0.0989,-0.0357,0.0031,0.0286,-0.0014,-0.0102,0.0086,0.0001
812,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,-14.274,-1.9178,0.17,0.1257,0.0919,0.1257,-0.1251,-0.0054,0.0013,-1.8276,0.5947,-3.0732,-0.0886,0.1649,-0.0175,-0.0876,0.0349,0.0019,0.0289,-0.0014,-0.0023,0.0054,0.0005
813,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,-11.857,-1.5297,0.1308,0.1488,0.1148,0.1488,-0.1602,-0.0006,0.0015,-1.4665,0.46,-3.1882,-0.0855,0.1562,-0.015,-0.0704,0.0323,0.0016,0.0289,-0.0014,-0.0015,0.0057,0.0007
814,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,-10.183,-1.2756,0.1077,0.1611,0.127,0.1611,-0.2238,0.0152,-0.0003,-1.227,0.3841,-3.1945,-0.0844,0.1502,-0.0136,-0.0595,0.0295,0.0015,0.0289,-0.0014,-0.0084,0.0083,0.0005
815,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,-9.615,-1.1911,0.1,0.1647,0.1306,0.1647,-0.2429,0.0201,-0.0009,-1.1469,0.3614,-3.1738,-0.084,0.1464,-0.0132,-0.0559,0.0286,0.0015,0.0289,-0.0014,-0.0106,0.0092,0.0004
816,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,-6.998,-0.8142,0.0664,0.1779,0.1436,0.1779,-0.3569,0.054,-0.0065,-0.7864,0.2757,-2.8522,-0.0816,0.1382,-0.0116,-0.0395,0.0237,0.0013,0.0289,-0.0014,-0.0317,0.0172,-0.0006
817,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,-4.236,-0.4485,0.0376,0.1865,0.1522,0.1865,-0.3006,0.0402,-0.0044,-0.4335,0.2192,-1.9781,-0.0838,0.1242,-0.0081,-0.0203,0.0173,0.0015,0.0289,-0.0014,-0.0317,0.0198,-0.0005
818,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,-2.655,-0.2652,0.0286,0.1895,0.1552,0.1895,-0.2964,0.0408,-0.0048,-0.2561,0.2016,-1.2705,-0.1077,0.1105,-0.0044,-0.0093,0.012,0.0017,0.0289,-0.0014,-0.0358,0.0231,-0.0006
819,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,-0.94,-0.0849,0.0234,0.1918,0.1574,0.1918,-0.2933,0.0413,-0.0053,-0.0817,0.1932,-0.423,-0.2758,0.1026,-0.0025,0.0013,0.0046,0.0018,0.0289,-0.0014,-0.042,0.0269,-0.0009
820,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,0.776,0.0867,0.0202,0.1934,0.159,0.1934,-0.2941,0.0418,-0.0054,0.084,0.1945,0.4321,0.2325,0.1032,-0.0031,0.0131,-0.0043,0.0016,0.0289,-0.0014,-0.0427,0.0272,-0.0009
821,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,2.104,0.2279,0.0145,0.194,0.1596,0.194,-0.2993,0.0427,-0.0054,0.2206,0.2022,1.091,0.0637,0.1151,-0.0067,0.0257,-0.0113,0.0012,0.0289,-0.0014,-0.0384,0.0245,-0.0007
822,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,5.156,0.6057,-0.0137,0.1917,0.1573,0.1917,-0.3201,0.046,-0.0046,0.586,0.2453,2.3886,-0.0226,0.1318,-0.0109,0.0506,-0.0222,0.0009,0.0289,-0.0014,-0.0292,0.0179,-0.0004
823,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,8.893,1.1282,-0.0604,0.178,0.1438,0.178,-0.2949,0.0373,-0.0014,1.0871,0.3503,3.1034,-0.0535,0.1442,-0.0145,0.0751,-0.0296,0.001,0.0289,-0.0014,-0.0133,0.0101,0.0003
824,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,12.933,1.7284,-0.127,0.1447,0.1108,0.1447,-0.1822,0.0107,0.0048,1.6521,0.5279,3.1297,-0.0735,0.1531,-0.0179,0.1053,-0.0342,0.0017,0.0289,-0.0014,-0.0013,0.0049,0.0009
825,1,0,0,0.3,7000000.0,0.0,6383.4858,4.12,0.0,0.034,1.64,0.6212,2.64,2.64,4.432,11.067,15.475,7.179,0.0,0.0,0.0,0.0,13.344,1.7931,-0.135,0.1403,0.1064,0.1403,-0.171,0.0084,0.0054,1.7124,0.5504,3.1112,-0.0753,0.1583,-0.0194,0.1084,-0.035,0.0017,0.0289,-0.0014,-0.0023,0.0051,0.0008
826,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,-14.948,-1.9871,0.1908,0.1606,0.1269,0.1606,0.9167,0.0393,0.0079,-1.8784,0.6677,-2.8134,-0.096,0.1659,-0.0194,-0.0905,0.0349,0.0019,0.033,-0.0014,0.0344,-0.0089,0.0006
827,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,-13.66,-1.7762,0.1661,0.1779,0.1441,0.1779,0.9841,0.018,0.0098,-1.6839,0.5923,-2.8429,-0.0935,0.1615,-0.0189,-0.0818,0.0328,0.0017,0.033,-0.0014,0.0374,-0.0101,0.0005
828,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,-13.381,-1.7317,0.1609,0.1815,0.1477,0.1815,1.0048,0.0118,0.0104,-1.6427,0.5773,-2.8454,-0.0929,0.1586,-0.0187,-0.0798,0.0323,0.0017,0.033,-0.0014,0.0384,-0.0105,0.0005
829,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,-13.062,-1.6814,0.1549,0.1855,0.1516,0.1855,1.0318,0.0037,0.0113,-1.5959,0.5607,-2.8463,-0.0921,0.1536,-0.0172,-0.0773,0.0318,0.0016,0.033,-0.0014,0.0399,-0.011,0.0006
830,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,-8.769,-1.0408,0.0878,0.2262,0.1921,0.2262,0.9378,0.0336,-0.0021,-0.9942,0.3823,-2.6007,-0.0843,0.1444,-0.0143,-0.0457,0.025,0.0007,0.033,-0.0014,0.0384,-0.0118,-0.0002
831,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,-7.694,-0.8908,0.0738,0.2328,0.1986,0.2328,0.8643,0.0549,-0.0081,-0.8516,0.35,-2.4332,-0.0829,0.1366,-0.0119,-0.0382,0.0231,0.0005,0.033,-0.0014,0.0371,-0.0116,-0.0005
832,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,-4.621,-0.4801,0.0406,0.246,0.2116,0.246,0.7442,0.0859,-0.0185,-0.4587,0.2838,-1.6161,-0.0845,0.1198,-0.0066,-0.0159,0.0161,0.0001,0.033,-0.0014,0.0454,-0.0154,-0.0007
833,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,1.923,0.2135,0.0248,0.2566,0.2223,0.2566,0.7701,0.0741,-0.0199,0.2048,0.2637,0.7767,0.116,0.1133,-0.0055,0.0263,-0.0086,-0.0009,0.033,-0.0014,0.0538,-0.0193,-0.0006
834,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,2.819,0.3216,0.017,0.2565,0.2222,0.2565,0.7775,0.0731,-0.0191,0.3086,0.272,1.1343,0.0529,0.1227,-0.0095,0.0328,-0.0118,-0.0008,0.033,-0.0014,0.0516,-0.0183,-0.0006
835,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,4.107,0.4824,0.0037,0.2555,0.2211,0.2555,0.7824,0.074,-0.0181,0.4629,0.2894,1.5996,0.0077,0.1264,-0.0108,0.0431,-0.0161,-0.0007,0.033,-0.0014,0.0472,-0.0163,-0.0006
836,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,4.719,0.5606,-0.0032,0.2545,0.2202,0.2545,0.7817,0.0756,-0.0177,0.5378,0.2998,1.7939,-0.0057,0.1319,-0.0124,0.0477,-0.0178,-0.0005,0.033,-0.0014,0.0448,-0.0152,-0.0006
837,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,9.004,1.1435,-0.0614,0.2369,0.2027,0.2369,0.8917,0.052,-0.0067,1.0923,0.413,2.6451,-0.0537,0.1384,-0.0147,0.0799,-0.0267,0.0008,0.033,-0.0014,0.0461,-0.0139,0.0001
838,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,9.024,1.1463,-0.0617,0.2368,0.2026,0.2368,0.8926,0.0517,-0.0067,1.095,0.4136,2.6472,-0.0539,0.1421,-0.016,0.08,-0.0267,0.0008,0.033,-0.0014,0.0461,-0.0139,0.0001
839,1,0,0,0.3,7000000.0,0.0,6383.4858,-5.47,0.0,0.034,1.64,0.6212,2.64,2.64,-13.94,12.044,15.783,6.762,0.0,0.0,0.0,0.0,10.358,1.3378,-0.0834,0.2267,0.1926,0.2267,0.9445,0.0384,-0.002,1.2753,0.4635,2.7512,-0.0624,0.1448,-0.0163,0.0893,-0.029,0.0011,0.033,-0.0014,0.0475,-0.0141,0.0003
840,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,-14.839,-2.1025,0.107,0.2098,0.1764,0.2098,1.5915,-0.0331,0.0056,-1.9787,0.7412,-2.6694,-0.0509,0.1672,-0.0244,-0.0855,0.0282,0.0021,0.0375,-0.0015,0.0737,-0.0184,0.0001
841,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,-10.969,-1.5068,0.0207,0.2452,0.2115,0.2452,1.6679,-0.073,0.0055,-1.4326,0.5274,-2.7162,-0.0137,0.1407,-0.0202,-0.0568,0.0188,0.002,0.0375,-0.0015,0.082,-0.0218,-0.0001
842,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,-5.268,-0.7803,-0.0829,0.2737,0.2397,0.2737,1.7388,-0.116,0.005,-0.7519,0.3442,-2.1842,0.1063,0.1191,-0.0152,-0.0118,0.0067,0.0014,0.0375,-0.0015,0.1065,-0.0303,0.0003
843,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,-4.93,-0.7429,-0.0871,0.2743,0.2403,0.2743,1.7319,-0.1148,0.0045,-0.7165,0.3371,-2.1253,0.1172,0.1049,-0.0107,-0.0094,0.006,0.0013,0.0375,-0.0015,0.1073,-0.0306,0.0003
844,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,-2.203,-0.4727,-0.1122,0.2755,0.2414,0.2755,1.6779,-0.1035,0.001,-0.4618,0.2935,-1.5733,0.2373,0.0933,-0.0058,0.0067,0.0008,0.0013,0.0375,-0.0015,0.108,-0.031,0.0001
845,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,-0.529,-0.3263,-0.1161,0.2712,0.237,0.2712,1.6589,-0.0989,0.0002,-0.3238,0.2742,-1.181,0.3558,0.0878,-0.0015,0.0138,-0.0021,0.0015,0.0375,-0.0015,0.1071,-0.0308,0.0
846,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,-0.249,-0.3016,-0.1163,0.27,0.2359,0.27,1.6572,-0.0985,0.0001,-0.3005,0.2714,-1.1072,0.3855,0.0939,-0.0017,0.0147,-0.0026,0.0016,0.0375,-0.0015,0.107,-0.0307,0.0
847,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,4.311,0.1526,-0.1285,0.2422,0.2081,0.2422,1.7059,-0.1082,0.0044,0.134,0.253,0.5295,-0.8424,0.1118,-0.0046,0.0346,-0.013,0.003,0.0375,-0.0015,0.1065,-0.0304,0.0003
848,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,5.012,0.2396,-0.1331,0.2361,0.202,0.2361,1.7244,-0.1123,0.0056,0.2181,0.2561,0.8515,-0.5557,0.1252,-0.0068,0.0386,-0.0148,0.0032,0.0375,-0.0015,0.1063,-0.0302,0.0003
849,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,5.174,0.2601,-0.1343,0.2346,0.2005,0.2346,1.7287,-0.1132,0.0059,0.2378,0.2571,0.9251,-0.5164,0.1306,-0.008,0.0396,-0.0153,0.0033,0.0375,-0.0015,0.1062,-0.0302,0.0003
850,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,7.733,0.6052,-0.1574,0.2087,0.1748,0.2087,1.7675,-0.1172,0.009,0.5716,0.2883,1.9828,-0.2601,0.1431,-0.011,0.0559,-0.0218,0.0038,0.0375,-0.0015,0.0989,-0.0275,0.0003
851,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,10.956,1.0929,-0.1993,0.1697,0.136,0.1697,1.6811,-0.0778,0.0054,1.0407,0.3743,2.7805,-0.1824,0.1568,-0.0143,0.0801,-0.0293,0.0039,0.0375,-0.0015,0.0879,-0.0236,0.0
852,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,12.511,1.3453,-0.2236,0.1482,0.1147,0.1482,1.6394,-0.0586,0.0035,1.2812,0.4361,2.9376,-0.1662,0.164,-0.016,0.0927,-0.0328,0.0037,0.0375,-0.0015,0.0844,-0.0224,0.0
853,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.0,0.0,0.034,1.64,0.6212,2.64,2.64,-10.664,-13.606,14.859,19.798,0.0,0.0,0.0,0.0,12.941,1.4165,-0.2307,0.142,0.1085,0.142,1.629,-0.0536,0.0031,1.3488,0.4556,2.9601,-0.1628,0.167,-0.0165,0.0959,-0.0337,0.0037,0.0375,-0.0015,0.0834,-0.022,-0.0001
