,CASE,RAD?,TRIM?,MACH,RE,ALT,Q,BETA,PHI,SREF,XCG,XMRP,LREF,LATREF,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,DEFL_2_1,DEFL_2_2,DEFL_2_3,DEFL_2_4,ALPHA,CN,CM,CA,CA_0B,CA_FB,CY,CLN,CLL,CL,CD,CL/CD,X-C.P.,CNA,CMA,CNQ,CMQ,CAQ,CNAD,CMAD,CYQ,CLNQ,CLLQ
232,1,0,0,0.3,7000000.0,0.0,6383.4858,-2.17,0.0,0.034,1.64,0.6212,2.64,2.64,-8.576,8.673,11.365,-1.332,0.0,0.0,0.0,0.0,3.056,0.3992,0.0239,0.2109,0.1765,0.2109,0.3306,0.0845,-0.0151,0.3874,0.2319,1.6708,0.0599,0.1037,-0.002,0.0404,-0.0212,-0.0023,0.0277,-0.0014,0.0244,-0.0144,0.0002
233,1,0,0,0.3,7000000.0,0.0,6383.4858,-2.17,0.0,0.034,1.64,0.6212,2.64,2.64,-8.576,8.673,11.365,-1.332,0.0,0.0,0.0,0.0,5.009,0.5941,0.0241,0.2111,0.1767,0.2111,0.351,0.0804,-0.0154,0.5734,0.2622,2.1871,0.0406,0.0988,0.0007,0.0497,-0.0249,-0.0018,0.0277,-0.0014,0.0177,-0.0095,-0.0002
234,1,0,0,0.3,7000000.0,0.0,6383.4858,-2.17,0.0,0.034,1.64,0.6212,2.64,2.64,-8.576,8.673,11.365,-1.332,0.0,0.0,0.0,0.0,5.127,0.6056,0.0243,0.211,0.1767,0.211,0.3529,0.08,-0.0155,0.5843,0.2643,2.2109,0.0401,0.1212,-0.0059,0.051,-0.0253,-0.0018,0.0277,-0.0014,0.0173,-0.0093,-0.0002
235,1,0,0,0.3,7000000.0,0.0,6383.4858,-2.17,0.0,0.034,1.64,0.6212,2.64,2.64,-8.576,8.673,11.365,-1.332,0.0,0.0,0.0,0.0,5.593,0.673,0.0182,0.2106,0.1763,0.2106,0.3593,0.0785,-0.0148,0.6493,0.2752,2.3592,0.027,0.1569,-0.0169,0.0576,-0.0272,-0.0016,0.0277,-0.0014,0.0161,-0.0085,-0.0001
236,1,0,0,0.3,7000000.0,0.0,6383.4858,-2.17,0.0,0.034,1.64,0.6212,2.64,2.64,-8.576,8.673,11.365,-1.332,0.0,0.0,0.0,0.0,6.515,0.8289,-0.001,0.2093,0.1749,0.2093,0.367,0.0773,-0.0124,0.7998,0.302,2.6487,-0.0012,0.1606,-0.0182,0.0633,-0.0283,-0.0014,0.0277,-0.0014,0.0139,-0.007,-0.0001
237,1,0,0,0.3,7000000.0,0.0,6383.4858,-2.17,0.0,0.034,1.64,0.6212,2.64,2.64,-8.576,8.673,11.365,-1.332,0.0,0.0,0.0,0.0,7.473,0.9746,-0.016,0.2071,0.1728,0.2071,0.3646,0.0791,-0.0114,0.9394,0.3321,2.8291,-0.0164,0.1502,-0.0154,0.0691,-0.0292,-0.0012,0.0277,-0.0014,0.012,-0.0058,-0.0002
238,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,-8.499,-1.0486,0.0795,0.197,0.1628,0.197,-0.5743,-0.082,0.0122,-1.008,0.3498,-2.8813,-0.0758,0.1427,-0.0117,-0.0423,0.0255,0.0004,0.0336,-0.0014,-0.0114,0.0061,0.0011
239,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,-6.76,-0.8004,0.0584,0.2058,0.1715,0.2058,-0.6221,-0.0661,0.0119,-0.7706,0.2986,-2.581,-0.0729,0.1428,-0.0126,-0.033,0.0223,0.0002,0.0336,-0.0014,-0.0268,0.0117,0.0004
240,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,-6.189,-0.7188,0.0509,0.2081,0.1738,0.2081,-0.6234,-0.065,0.0122,-0.6922,0.2843,-2.4343,-0.0709,0.1328,-0.0101,-0.03,0.0212,0.0001,0.0336,-0.0014,-0.0312,0.0134,0.0002
241,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,-5.82,-0.6735,0.0483,0.2094,0.1751,0.2094,-0.6238,-0.0644,0.012,-0.6488,0.2766,-2.3457,-0.0717,0.1179,-0.0063,-0.0217,0.0184,0.0,0.0336,-0.0014,-0.0328,0.0142,0.0005
242,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,2.022,0.2137,0.0063,0.2189,0.1846,0.2189,-0.6355,-0.0539,0.0109,0.2059,0.2263,0.9097,0.0295,0.115,-0.006,0.0272,-0.0093,-0.0005,0.0336,-0.0014,-0.0398,0.0189,0.0001
243,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,4.345,0.4853,-0.009,0.2168,0.1825,0.2168,-0.649,-0.0532,0.0111,0.4675,0.253,1.848,-0.0184,0.1219,-0.0077,0.0448,-0.0177,-0.0004,0.0336,-0.0014,-0.0358,0.0161,0.0003
244,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,4.658,0.525,-0.0117,0.2163,0.1819,0.2163,-0.6516,-0.0529,0.0111,0.5057,0.2582,1.9588,-0.0223,0.1276,-0.009,0.0476,-0.0189,-0.0003,0.0336,-0.0014,-0.0352,0.0157,0.0004
245,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,4.712,0.532,-0.0122,0.2162,0.1818,0.2162,-0.6521,-0.0529,0.0111,0.5124,0.2591,1.9774,-0.023,0.1287,-0.0092,0.0481,-0.0191,-0.0003,0.0336,-0.0014,-0.0351,0.0156,0.0004
246,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,4.822,0.5462,-0.0132,0.2159,0.1816,0.2159,-0.653,-0.0528,0.0111,0.5261,0.2611,2.0149,-0.0242,0.1341,-0.0104,0.0492,-0.0195,-0.0003,0.0336,-0.0014,-0.0349,0.0154,0.0004
247,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,9.33,1.1739,-0.0654,0.1977,0.1635,0.1977,-0.647,-0.0633,0.0116,1.1263,0.3854,2.9226,-0.0557,0.1424,-0.0122,0.0775,-0.0289,0.0002,0.0336,-0.0014,-0.0113,0.0057,0.001
248,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,9.354,1.1774,-0.0657,0.1975,0.1634,0.1975,-0.6463,-0.0635,0.0117,1.1297,0.3863,2.9244,-0.0558,0.1462,-0.0129,0.0776,-0.029,0.0002,0.0336,-0.0014,-0.0111,0.0056,0.001
249,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,9.663,1.2228,-0.0698,0.1955,0.1614,0.1955,-0.6381,-0.0666,0.0119,1.1726,0.398,2.9463,-0.0571,0.15,-0.0147,0.0798,-0.0296,0.0002,0.0336,-0.0014,-0.0079,0.0045,0.0012
250,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,13.235,1.7698,-0.1279,0.1626,0.1287,0.1626,-0.6231,-0.0727,0.0124,1.6856,0.5635,2.9915,-0.0722,0.1578,-0.018,0.107,-0.0337,0.0006,0.0336,-0.0014,-0.0247,0.0091,-0.0019
251,1,0,0,0.3,7000000.0,0.0,6383.4858,5.3,0.0,0.034,1.64,0.6212,2.64,2.64,18.951,8.73,-0.482,6.793,0.0,0.0,0.0,0.0,14.016,1.8967,-0.1432,0.1531,0.1193,0.1531,-0.6457,-0.0654,0.0077,1.8032,0.6079,2.9662,-0.0755,0.1651,-0.0202,0.1126,-0.0347,0.0007,0.0336,-0.0014,0.0152,-0.0034,0.0034
252,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,-9.083,-1.0252,0.0555,0.1427,0.109,0.1427,1.5906,-0.187,-0.0012,-0.9899,0.3028,-3.2694,-0.0542,0.1468,-0.0165,-0.0299,0.0162,0.0033,0.0401,-0.0015,0.0731,-0.0308,-0.0008
253,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,-8.141,-0.8922,0.0408,0.1498,0.116,0.1498,1.6005,-0.1918,-0.0014,-0.862,0.2746,-3.1393,-0.0457,0.1356,-0.0149,-0.0233,0.0138,0.0035,0.0401,-0.0015,0.0735,-0.0312,-0.0008
254,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,-6.05,-0.6203,0.0115,0.1636,0.1298,0.1636,1.6187,-0.2011,-0.0018,-0.5996,0.2281,-2.6292,-0.0185,0.1143,-0.0106,-0.0084,0.0092,0.0034,0.0401,-0.0015,0.0702,-0.0307,-0.0011
255,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,-1.517,-0.1731,-0.021,0.1771,0.1431,0.1771,1.6736,-0.2227,0.0009,-0.1683,0.1816,-0.927,0.1213,0.0903,-0.0031,0.0151,0.0007,0.0029,0.0401,-0.0015,0.0871,-0.0368,-0.0003
256,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,0.928,0.0273,-0.0187,0.1744,0.1404,0.1744,1.6855,-0.2263,0.0026,0.0245,0.1748,0.1403,-0.6851,0.0855,0.0003,0.0228,-0.0033,0.0029,0.0401,-0.0015,0.0962,-0.0398,0.0002
257,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,2.684,0.1837,-0.0193,0.169,0.1351,0.169,1.7036,-0.2307,0.0055,0.1755,0.1774,0.9893,-0.1053,0.1014,-0.003,0.0295,-0.0066,0.0029,0.0401,-0.0015,0.0863,-0.0365,-0.0007
258,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,6.064,0.568,-0.0388,0.152,0.1181,0.152,1.649,-0.2087,0.0033,0.5488,0.2111,2.5994,-0.0682,0.1248,-0.0075,0.0468,-0.0139,0.0031,0.0401,-0.0015,0.0801,-0.0339,-0.0004
259,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,7.371,0.7457,-0.051,0.1433,0.1095,0.1433,1.6356,-0.202,0.0029,0.7211,0.2377,3.0333,-0.0683,0.1392,-0.0101,0.0555,-0.0169,0.0031,0.0401,-0.0015,0.079,-0.0333,-0.0004
260,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,7.794,0.8059,-0.0555,0.1402,0.1064,0.1402,1.6324,-0.2001,0.0028,0.7795,0.2482,3.141,-0.0689,0.144,-0.0112,0.0585,-0.0178,0.0031,0.0401,-0.0015,0.079,-0.0331,-0.0004
261,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,8.499,0.9085,-0.0638,0.1347,0.101,0.1347,1.6277,-0.1971,0.0026,0.8786,0.2675,3.2846,-0.0702,0.147,-0.0126,0.0637,-0.0194,0.0031,0.0401,-0.0015,0.079,-0.0329,-0.0004
262,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,9.573,1.0679,-0.0783,0.1254,0.0918,0.1254,1.6198,-0.1923,0.0024,1.0322,0.3013,3.4259,-0.0734,0.1496,-0.015,0.0728,-0.0215,0.0032,0.0401,-0.0015,0.0792,-0.0327,-0.0003
263,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,10.905,1.2688,-0.1002,0.1121,0.0785,0.1121,1.6062,-0.1853,0.0019,1.2247,0.3501,3.4983,-0.079,0.1531,-0.0175,0.085,-0.024,0.0034,0.0401,-0.0015,0.0792,-0.0323,-0.0002
264,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,12.225,1.4739,-0.1248,0.0972,0.0638,0.0972,1.5896,-0.1776,0.0013,1.4199,0.4071,3.4878,-0.0847,0.1571,-0.0191,0.0964,-0.0269,0.0034,0.0401,-0.0015,0.0783,-0.0317,-0.0002
265,1,0,0,0.3,7000000.0,0.0,6383.4858,-13.09,0.0,0.034,1.64,0.6212,2.64,2.64,1.303,11.661,-17.266,18.126,0.0,0.0,0.0,0.0,12.744,1.5563,-0.135,0.091,0.0576,0.091,1.5825,-0.1745,0.0011,1.4979,0.4321,3.4667,-0.0867,0.16,-0.0199,0.1006,-0.028,0.0033,0.0401,-0.0015,0.0779,-0.0314,-0.0002
266,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-13.933,-1.7236,0.1844,0.126,0.0926,0.126,1.3821,-0.0972,0.0028,-1.6426,0.5373,-3.0571,-0.107,0.1639,-0.0205,-0.0729,0.0296,0.0034,0.0373,-0.0015,0.0648,-0.0215,0.0
267,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-12.458,-1.4854,0.1551,0.1451,0.1116,0.1451,1.4165,-0.1104,0.0028,-1.4191,0.4622,-3.0706,-0.1044,0.1591,-0.0192,-0.0611,0.0266,0.0034,0.0373,-0.0015,0.0672,-0.0226,-0.0001
268,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-11.162,-1.2823,0.131,0.1606,0.1269,0.1606,1.4482,-0.1225,0.0029,-1.2269,0.4058,-3.0238,-0.1022,0.1543,-0.018,-0.0504,0.0236,0.0034,0.0373,-0.0015,0.0689,-0.0235,-0.0002
269,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-10.119,-1.1239,0.1128,0.172,0.1382,0.172,1.4756,-0.1329,0.0031,-1.0762,0.3668,-2.9341,-0.1004,0.1418,-0.0145,-0.0422,0.0213,0.0033,0.0373,-0.0015,0.0697,-0.024,-0.0002
270,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-3.708,-0.2793,0.0385,0.2137,0.1796,0.2137,1.5431,-0.1617,0.0013,-0.2649,0.2313,-1.1449,-0.1379,0.1198,-0.0087,0.0032,0.0068,0.0021,0.0373,-0.0015,0.0788,-0.0288,-0.0003
271,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-2.962,-0.1987,0.0341,0.2155,0.1814,0.2155,1.5379,-0.1608,0.0008,-0.1873,0.2255,-0.8308,-0.1718,0.1017,-0.0039,0.0072,0.0051,0.002,0.0373,-0.0015,0.0802,-0.0294,-0.0003
272,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-2.503,-0.1549,0.0333,0.2164,0.1823,0.2164,1.5343,-0.16,0.0008,-0.1453,0.223,-0.6516,-0.2147,0.0943,-0.0015,0.0093,0.0041,0.002,0.0373,-0.0015,0.081,-0.0297,-0.0003
273,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-1.47,-0.0589,0.0322,0.218,0.1838,0.218,1.5255,-0.1577,0.0005,-0.0532,0.2194,-0.2427,-0.5466,0.092,-0.0007,0.0137,0.0019,0.0019,0.0373,-0.0015,0.0824,-0.0303,-0.0002
274,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-1.396,-0.0521,0.0321,0.218,0.1839,0.218,1.5249,-0.1575,0.0005,-0.0468,0.2192,-0.2134,-0.6167,0.0904,-0.0002,0.014,0.0018,0.0019,0.0373,-0.0015,0.0825,-0.0304,-0.0002
275,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,-0.219,0.0535,0.0322,0.2188,0.1847,0.2188,1.515,-0.1544,0.0002,0.0544,0.2186,0.2487,0.6012,0.0892,-0.0002,0.0182,-0.0005,0.0018,0.0373,-0.0015,0.0835,-0.0307,-0.0002
276,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,1.106,0.1709,0.0317,0.2179,0.1837,0.2179,1.5042,-0.1502,0.0001,0.1667,0.2211,0.7539,0.1855,0.0952,-0.0036,0.0231,-0.0029,0.0018,0.0373,-0.0015,0.084,-0.0309,-0.0002
277,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,5.655,0.6338,0.0009,0.202,0.168,0.202,1.4766,-0.1329,0.0013,0.6108,0.2635,2.3185,0.0015,0.1099,-0.0095,0.0488,-0.0121,0.0021,0.0373,-0.0015,0.0786,-0.0284,-0.0002
278,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,6.275,0.707,-0.0066,0.1987,0.1647,0.1987,1.4723,-0.1298,0.0014,0.6811,0.2748,2.4788,-0.0094,0.1214,-0.0133,0.0531,-0.0134,0.0021,0.0373,-0.0015,0.0772,-0.0278,-0.0003
279,1,0,0,0.3,7000000.0,0.0,6383.4858,-11.11,0.0,0.034,1.64,0.6212,2.64,2.64,-11.626,19.77,-7.98,9.523,0.0,0.0,0.0,0.0,6.955,0.7918,-0.0164,0.1946,0.1607,0.1946,1.4687,-0.1266,0.0014,0.7624,0.2891,2.6373,-0.0207,0.1287,-0.0152,0.0581,-0.0148,0.0022,0.0373,-0.0015,0.0757,-0.0272,-0.0003
280,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,-12.439,-1.6176,0.105,0.1435,0.1098,0.1435,1.3713,-0.0726,0.0046,-1.5488,0.4885,-3.1703,-0.0649,0.162,-0.018,-0.0631,0.0268,0.0009,0.0365,-0.0015,0.0589,-0.0217,-0.0001
281,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,-11.714,-1.5012,0.092,0.1505,0.1168,0.1505,1.3976,-0.0813,0.005,-1.4393,0.4522,-3.1831,-0.0613,0.1593,-0.0177,-0.0575,0.025,0.0008,0.0365,-0.0015,0.0604,-0.0225,-0.0001
282,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,-11.386,-1.4494,0.0862,0.1536,0.1198,0.1536,1.4105,-0.0856,0.0052,-1.3905,0.4367,-3.1842,-0.0595,0.157,-0.0175,-0.055,0.0243,0.0008,0.0365,-0.0015,0.0611,-0.0228,-0.0001
283,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,-10.968,-1.3841,0.079,0.1573,0.1235,0.1573,1.4279,-0.0914,0.0056,-1.3289,0.4178,-3.1808,-0.0571,0.1463,-0.0168,-0.0518,0.0232,0.0008,0.0365,-0.0015,0.0621,-0.0233,-0.0001
284,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,-6.353,-0.7534,0.0044,0.1891,0.155,0.1891,1.5049,-0.118,0.0036,-0.7279,0.2713,-2.6828,-0.0058,0.1261,-0.0144,-0.0199,0.0117,0.0006,0.0365,-0.0015,0.0678,-0.0267,-0.0003
285,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,-4.166,-0.5007,-0.0234,0.1978,0.1637,0.1978,1.4801,-0.1129,0.0003,-0.485,0.2337,-2.0753,0.0466,0.1099,-0.011,-0.0048,0.0066,0.0004,0.0365,-0.0015,0.0725,-0.0289,-0.0003
286,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,-2.698,-0.3478,-0.0369,0.2009,0.1667,0.2009,1.4642,-0.1095,-0.0013,-0.3379,0.217,-1.5573,0.1062,0.0983,-0.0054,0.0049,0.0036,0.0002,0.0365,-0.0015,0.0734,-0.0297,-0.0003
287,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,0.54,-0.0481,-0.0421,0.1984,0.1642,0.1984,1.4386,-0.1021,-0.0028,-0.05,0.1979,-0.2525,0.875,0.0966,-0.0017,0.0186,-0.0031,0.0002,0.0365,-0.0015,0.075,-0.0306,-0.0003
288,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,3.248,0.2242,-0.0467,0.1896,0.1554,0.1896,1.4573,-0.105,-0.0005,0.2131,0.202,1.055,-0.2084,0.108,-0.0038,0.0303,-0.0096,0.0005,0.0365,-0.0015,0.074,-0.03,-0.0002
289,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,3.527,0.2564,-0.0484,0.1884,0.1542,0.1884,1.4606,-0.1056,-0.0003,0.2443,0.2038,1.199,-0.1887,0.1201,-0.0063,0.0319,-0.0104,0.0006,0.0365,-0.0015,0.0738,-0.0298,-0.0002
290,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,5.645,0.5209,-0.0626,0.1771,0.143,0.1771,1.4921,-0.1112,0.0024,0.5009,0.2275,2.2017,-0.1203,0.1285,-0.0076,0.0447,-0.016,0.0009,0.0365,-0.0015,0.0717,-0.0287,-0.0001
291,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,6.372,0.617,-0.0687,0.1724,0.1383,0.1724,1.5034,-0.1132,0.0034,0.5941,0.2398,2.4771,-0.1114,0.1368,-0.0097,0.0494,-0.0178,0.001,0.0365,-0.0015,0.0705,-0.0282,-0.0001
292,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,9.373,1.041,-0.102,0.1485,0.1146,0.1485,1.5792,-0.1316,0.0096,1.0029,0.3161,3.173,-0.098,0.1456,-0.0125,0.0709,-0.0248,0.0011,0.0365,-0.0015,0.0683,-0.0266,0.0001
293,1,0,0,0.3,7000000.0,0.0,6383.4858,-10.1,0.0,0.034,1.64,0.6212,2.64,2.64,-5.712,6.248,1.05,18.233,0.0,0.0,0.0,0.0,9.517,1.0626,-0.104,0.1472,0.1133,0.1472,1.5809,-0.1319,0.0098,1.0236,0.3209,3.1903,-0.0979,0.1513,-0.0142,0.072,-0.0251,0.0011,0.0365,-0.0015,0.0682,-0.0266,0.0001
294,1,0,0,0.3,7000000.0,0.0,6383.4858,-7.79,0.0,0.034,1.64,0.6212,2.64,2.64,14.613,0.003,-19.644,9.977,0.0,0.0,0.0,0.0,-5.957,-0.7611,-0.0058,0.1926,0.1584,0.1926,0.8194,-0.2282,0.0128,-0.737,0.2706,-2.7238,0.0076,0.1365,-0.0116,-0.0199,0.0149,0.0034,0.0335,-0.0014,0.0316,-0.0208,0.0003
295,1,0,0,0.3,7000000.0,0.0,6383.4858,-7.79,0.0,0.034,1.64,0.6212,2.64,2.64,14.613,0.003,-19.644,9.977,0.0,0.0,0.0,0.0,-4.687,-0.5979,-0.0177,0.1943,0.16,0.1943,0.7648,-0.2121,0.0101,-0.58,0.2425,-2.3921,0.0295,0.1206,-0.0072,-0.0128,0.0121,0.0037,0.0335,-0.0014,0.0411,-0.0245,0.0012
